sequence,plot,species,plant_number,leaf_number,leaf_length_cm,leaf_width_cm,wet_mass_g,petiole_mass_g,dry_mass_g,dry_mass_petiole_g,date_collected,notes,X14,X15,X16,X17,LDMC,alias,USDA_symbol,date
25,non_plot,lebo,1,1,6,2.6,0.09284,NA,0.01151,NA,22-Mar-17,NA,NA,NA,NA,NA,0.12397673416630761,LEBO,LEBI4,2017-03-22
26,non_plot,lebo,1,2,6.2,3.2,0.11487,NA,0.01394,NA,22-Mar-17,NA,NA,NA,NA,NA,0.12135457473665882,LEBO,LEBI4,2017-03-22
27,non_plot,lebo,1,3,3.5,2,0.03817,NA,0.00552,NA,22-Mar-17,NA,NA,NA,NA,NA,0.14461619072570078,LEBO,LEBI4,2017-03-22
28,non_plot,lebo,2,1,5.3,2.1,0.06117,NA,0.00847,NA,22-Mar-17,NA,NA,NA,NA,NA,0.13846656857936898,LEBO,LEBI4,2017-03-22
29,non_plot,lebo,2,2,5,2.6,0.05843,NA,0.00822,NA,22-Mar-17,NA,NA,NA,NA,NA,0.1406811569399281,LEBO,LEBI4,2017-03-22
30,non_plot,lebo,2,3,3.6,1.9,0.03672,NA,0.00553,NA,22-Mar-17,NA,NA,NA,NA,NA,0.150599128540305,LEBO,LEBI4,2017-03-22
31,non_plot,lebo,3,1,6,2.6,0.07726,NA,0.00812,NA,22-Mar-17,NA,NA,NA,NA,NA,0.10509966347398396,LEBO,LEBI4,2017-03-22
32,non_plot,lebo,3,2,5.5,2.5,0.07029,NA,0.00751,NA,22-Mar-17,NA,NA,NA,NA,NA,0.10684307867406459,LEBO,LEBI4,2017-03-22
33,non_plot,lebo,3,3,4.8,2.6,0.05135,NA,0.00593,NA,22-Mar-17,NA,NA,NA,NA,NA,0.11548198636806233,LEBO,LEBI4,2017-03-22
34,non_plot,lebo,4,1,6.2,4.6,0.0817,NA,0.00939,NA,22-Mar-17,NA,NA,NA,NA,NA,0.11493268053855571,LEBO,LEBI4,2017-03-22
35,non_plot,lebo,4,2,4.6,3.4,0.0474,NA,0.00589,NA,22-Mar-17,NA,NA,NA,NA,NA,0.12426160337552744,LEBO,LEBI4,2017-03-22
36,non_plot,lebo,4,3,4.8,1.9,0.04105,NA,0.00514,NA,22-Mar-17,NA,NA,NA,NA,NA,0.12521315468940314,LEBO,LEBI4,2017-03-22
37,non_plot,lebo,5,1,6,2.9,0.07636,NA,0.01234,NA,22-Mar-17,NA,NA,NA,NA,NA,0.16160293347302254,LEBO,LEBI4,2017-03-22
38,non_plot,lebo,5,2,6.3,4,0.09576,NA,0.01408,NA,22-Mar-17,NA,NA,NA,NA,NA,0.1470342522974102,LEBO,LEBI4,2017-03-22
39,non_plot,lebo,5,3,3.9,2,0.04112,NA,0.00671,NA,22-Mar-17,NA,NA,NA,NA,NA,0.16318093385214008,LEBO,LEBI4,2017-03-22
40,non_plot,lebo,6,1,5.8,2.7,0.08331,NA,0.01131,NA,22-Mar-17,all leaves split across 2 scans,NA,NA,NA,NA,0.13575801224342818,LEBO,LEBI4,2017-03-22
41,non_plot,lebo,6,2,4.9,2.5,0.0462,NA,0.00564,NA,22-Mar-17,all leaves split across 2 scans,NA,NA,NA,NA,0.12207792207792209,LEBO,LEBI4,2017-03-22
42,non_plot,lebo,6,3,4.8,2,0.04351,NA,0.00623,NA,22-Mar-17,all leaves split across 2 scans,NA,NA,NA,NA,0.14318547460353942,LEBO,LEBI4,2017-03-22
43,non_plot,lebo,7,1,6.2,2.4,0.09714,NA,0.01262,NA,22-Mar-17,NA,NA,NA,NA,NA,0.12991558575252213,LEBO,LEBI4,2017-03-22
44,non_plot,lebo,7,2,5.2,2.2,0.05941,NA,0.00821,NA,22-Mar-17,NA,NA,NA,NA,NA,0.13819222353139204,LEBO,LEBI4,2017-03-22
45,non_plot,lebo,7,3,4.6,2.3,0.04349,NA,0.00636,NA,22-Mar-17,NA,NA,NA,NA,NA,0.14624051506093355,LEBO,LEBI4,2017-03-22
46,non_plot,lebo,8,1,5.5,3.3,0.10731,NA,0.0149,NA,22-Mar-17,NA,NA,NA,NA,NA,0.13885006057217408,LEBO,LEBI4,2017-03-22
47,non_plot,lebo,8,2,6,3.2,0.16141,NA,0.02112,NA,22-Mar-17,NA,NA,NA,NA,NA,0.13084691159159903,LEBO,LEBI4,2017-03-22
48,non_plot,lebo,8,3,3.8,2.2,0.05508,NA,0.00808,NA,22-Mar-17,NA,NA,NA,NA,NA,0.14669571532316633,LEBO,LEBI4,2017-03-22
49,non_plot,gilia,1,1,2.8,1,0.03777,NA,0.00541,NA,22-Mar-17,NA,NA,NA,NA,NA,0.14323537198835054,GILIA,GIOC,2017-03-22
50,non_plot,gilia,1,2,2.9,0.9,0.03881,NA,0.00558,NA,22-Mar-17,NA,NA,NA,NA,NA,0.14377737696469983,GILIA,GIOC,2017-03-22
51,non_plot,gilia,1,3,2.7,0.9,0.03724,NA,0.00559,NA,22-Mar-17,NA,NA,NA,NA,NA,0.15010741138560688,GILIA,GIOC,2017-03-22
52,non_plot,gilia,2,1,3.6,2.7,0.08769,NA,0.01225,NA,22-Mar-17,NA,NA,NA,NA,NA,0.13969665868400047,GILIA,GIOC,2017-03-22
53,non_plot,gilia,2,2,4,1.5,0.07328,NA,0.00943,NA,22-Mar-17,NA,NA,NA,NA,NA,0.12868449781659388,GILIA,GIOC,2017-03-22
54,non_plot,gilia,2,3,4,1.7,0.09312,NA,0.01298,NA,22-Mar-17,NA,NA,NA,NA,NA,0.13939003436426117,GILIA,GIOC,2017-03-22
55,non_plot,gilia,3,1,4.6,1.3,0.06586,NA,0.00841,NA,22-Mar-17,NA,NA,NA,NA,NA,0.12769511084117827,GILIA,GIOC,2017-03-22
56,non_plot,gilia,3,2,5.1,1.2,0.09017,NA,0.01202,NA,22-Mar-17,NA,NA,NA,NA,NA,0.1333037595652656,GILIA,GIOC,2017-03-22
57,non_plot,gilia,3,3,3.4,1.9,0.05643,NA,0.00878,NA,22-Mar-17,NA,NA,NA,NA,NA,0.15559099769626084,GILIA,GIOC,2017-03-22
58,non_plot,gilia,4,1,5.1,1.6,0.09724,NA,0.0124,NA,22-Mar-17,NA,NA,NA,NA,NA,0.12751953928424517,GILIA,GIOC,2017-03-22
59,non_plot,gilia,4,2,4.7,1.5,0.08617,NA,0.01187,NA,22-Mar-17,NA,NA,NA,NA,NA,0.1377509574097714,GILIA,GIOC,2017-03-22
60,non_plot,gilia,4,3,4.5,1.4,0.07821,NA,0.00969,NA,22-Mar-17,NA,NA,NA,NA,NA,0.12389719984656694,GILIA,GIOC,2017-03-22
61,non_plot,gilia,5,1,4.7,1.5,0.07318,NA,0.00986,NA,22-Mar-17,NA,NA,NA,NA,NA,0.13473626673954633,GILIA,GIOC,2017-03-22
62,non_plot,gilia,5,2,4.6,2,0.08162,NA,0.01146,NA,22-Mar-17,NA,NA,NA,NA,NA,0.1404067630482725,GILIA,GIOC,2017-03-22
63,non_plot,gilia,5,3,4.2,2.2,0.08055,NA,0.01154,NA,22-Mar-17,NA,NA,NA,NA,NA,0.14326505276225948,GILIA,GIOC,2017-03-22
64,non_plot,gilia,6,1,6.1,1.7,0.08934,NA,0.01183,NA,22-Mar-17,NA,NA,NA,NA,NA,0.1324154913812402,GILIA,GIOC,2017-03-22
65,non_plot,gilia,6,2,5.8,1.3,0.07435,NA,0.01053,NA,22-Mar-17,NA,NA,NA,NA,NA,0.14162743779421655,GILIA,GIOC,2017-03-22
66,non_plot,gilia,6,3,6.1,1.7,0.08741,NA,0.01165,NA,22-Mar-17,NA,NA,NA,NA,NA,0.13327994508637456,GILIA,GIOC,2017-03-22
67,non_plot,gilia,7,1,4.2,1.8,0.12189,NA,0.01461,NA,22-Mar-17,NA,NA,NA,NA,NA,0.1198621708097465,GILIA,GIOC,2017-03-22
68,non_plot,gilia,7,2,3.5,1.5,0.0948,NA,0.01359,NA,22-Mar-17,NA,NA,NA,NA,NA,0.14335443037974685,GILIA,GIOC,2017-03-22
69,non_plot,gilia,7,3,4.2,1.5,0.10846,NA,0.01433,NA,22-Mar-17,NA,NA,NA,NA,NA,0.13212244145307026,GILIA,GIOC,2017-03-22
70,non_plot,gilia,8,1,4.5,1.4,0.07636,NA,NA,NA,22-Mar-17,NA,NA,NA,NA,NA,NA,GILIA,GIOC,2017-03-22
71,non_plot,gilia,8,2,4.2,1.1,0.04819,NA,NA,NA,22-Mar-17,NA,NA,NA,NA,NA,NA,GILIA,GIOC,2017-03-22
72,non_plot,gilia,8,3,4.3,1.1,0.05164,NA,NA,NA,22-Mar-17,NA,NA,NA,NA,NA,NA,GILIA,GIOC,2017-03-22
178,non_plot,clpe,1,1,18.8,6.5,0.97673,NA,0.04,NA,24-Mar-17,Clpe == Claytonia perfoliata == miners lettuce,NA,NA,NA,NA,0.04095297574560012,CLPE,CLPE,2017-03-24
179,non_plot,clpe,1,2,17.9,5.8,0.81484,NA,0.0304,NA,24-Mar-17,NA,NA,NA,NA,NA,0.03730793775465122,CLPE,CLPE,2017-03-24
180,non_plot,clpe,1,3,17.4,5.6,0.46777,NA,0.02,NA,24-Mar-17,NA,NA,NA,NA,NA,0.04275605532633559,CLPE,CLPE,2017-03-24
181,non_plot,clpe,2,1,12.1,4.5,0.40701,NA,0.0182,NA,24-Mar-17,NA,NA,NA,NA,NA,0.04471634603572394,CLPE,CLPE,2017-03-24
182,non_plot,clpe,2,2,13.8,4.7,0.55611,NA,0.0245,NA,24-Mar-17,NA,NA,NA,NA,NA,0.04405603207998418,CLPE,CLPE,2017-03-24
183,non_plot,clpe,2,3,11.6,3.6,0.33044,NA,0.0155,NA,24-Mar-17,NA,NA,NA,NA,NA,0.04690715409756688,CLPE,CLPE,2017-03-24
184,non_plot,clpe,3,1,15.6,5.8,0.81852,NA,0.0348,NA,24-Mar-17,NA,NA,NA,NA,NA,0.04251576015247031,CLPE,CLPE,2017-03-24
185,non_plot,clpe,3,2,11.8,3.6,0.26432,NA,0.0107,NA,24-Mar-17,NA,NA,NA,NA,NA,0.040481234866828086,CLPE,CLPE,2017-03-24
186,non_plot,clpe,3,3,10.3,3,0.20406,NA,0.0084,NA,24-Mar-17,NA,NA,NA,NA,NA,0.04116436342252279,CLPE,CLPE,2017-03-24
187,non_plot,clpe,4,1,12.1,3.6,0.34799,NA,0.0133,NA,24-Mar-17,NA,NA,NA,NA,NA,0.03821948906577775,CLPE,CLPE,2017-03-24
188,non_plot,clpe,4,2,11.6,2.8,0.22342,NA,0.0075,NA,24-Mar-17,NA,NA,NA,NA,NA,0.03356906275176797,CLPE,CLPE,2017-03-24
189,non_plot,clpe,4,3,8.1,1.8,0.09329,NA,0.0036,NA,24-Mar-17,NA,NA,NA,NA,NA,0.03858934505306035,CLPE,CLPE,2017-03-24
190,non_plot,clpe,5,1,12.5,4.6,0.37841,NA,0.019,NA,24-Mar-17,NA,NA,NA,NA,NA,0.05021008958537036,CLPE,CLPE,2017-03-24
191,non_plot,clpe,5,2,11.9,4.7,0.40876,NA,0.0194,NA,24-Mar-17,NA,NA,NA,NA,NA,0.0474606125844016,CLPE,CLPE,2017-03-24
192,non_plot,clpe,5,3,11.1,3.5,0.25102,NA,0.0127,NA,24-Mar-17,NA,NA,NA,NA,NA,0.05059357820094016,CLPE,CLPE,2017-03-24
193,non_plot,clpe,6,1,11.8,4.9,0.47869,NA,0.0167,NA,24-Mar-17,NA,NA,NA,NA,NA,0.03488687877331885,CLPE,CLPE,2017-03-24
194,non_plot,clpe,6,2,17.6,5,0.64498,NA,0.0238,NA,24-Mar-17,NA,NA,NA,NA,NA,0.03690036900369004,CLPE,CLPE,2017-03-24
195,non_plot,clpe,6,3,12.4,2.8,0.23823,NA,0.008,NA,24-Mar-17,NA,NA,NA,NA,NA,0.03358099315787264,CLPE,CLPE,2017-03-24
196,non_plot,clpe,7,1,15.8,4.9,0.61975,NA,0.028,NA,24-Mar-17,NA,NA,NA,NA,NA,0.04517950786607503,CLPE,CLPE,2017-03-24
197,non_plot,clpe,7,2,13.6,3.8,0.36212,NA,0.0162,NA,24-Mar-17,NA,NA,NA,NA,NA,0.04473655141941898,CLPE,CLPE,2017-03-24
198,non_plot,clpe,7,3,11.3,3.2,0.23717,NA,0.011,NA,24-Mar-17,NA,NA,NA,NA,NA,0.046380233587721885,CLPE,CLPE,2017-03-24
199,non_plot,clpe,8,1,17,6,0.85789,NA,0.033,NA,24-Mar-17,NA,NA,NA,NA,NA,0.03846647006026414,CLPE,CLPE,2017-03-24
200,non_plot,clpe,8,2,15.5,4.7,0.56843,NA,0.0212,NA,24-Mar-17,NA,NA,NA,NA,NA,0.0372957092342065,CLPE,CLPE,2017-03-24
201,non_plot,clpe,8,3,15.6,5,0.60702,NA,0.0235,NA,24-Mar-17,NA,NA,NA,NA,NA,0.038713716187275544,CLPE,CLPE,2017-03-24
217,non_plot,linanthus,1,1,0.8,0.8,0.00384,NA,9e-4,NA,4-Apr-17,NA,NA,NA,NA,NA,0.234375,LINANTHUS,LEPA51,2017-04-04
218,non_plot,linanthus,1,2,0.8,0.8,0.0031,NA,6.4e-4,NA,4-Apr-17,NA,NA,NA,NA,NA,0.20645161290322583,LINANTHUS,LEPA51,2017-04-04
219,non_plot,linanthus,1,3,0.8,0.6,0.00233,NA,3.5e-4,NA,4-Apr-17,NA,NA,NA,NA,NA,0.1502145922746781,LINANTHUS,LEPA51,2017-04-04
220,non_plot,linanthus,2,1,1.1,1.4,0.00671,NA,9.11e-4,NA,4-Apr-17,NA,NA,NA,NA,NA,0.13576751117734726,LINANTHUS,LEPA51,2017-04-04
221,non_plot,linanthus,2,2,1.2,1.6,0.00995,NA,0.00218,NA,4-Apr-17,NA,NA,NA,NA,NA,0.21909547738693466,LINANTHUS,LEPA51,2017-04-04
222,non_plot,linanthus,2,3,1.6,1.1,0.00879,NA,0.00168,NA,4-Apr-17,NA,NA,NA,NA,NA,0.19112627986348124,LINANTHUS,LEPA51,2017-04-04
223,non_plot,linanthus,3,1,0.9,0.5,0.0018,NA,4.3e-4,NA,4-Apr-17,NA,NA,NA,NA,NA,0.2388888888888889,LINANTHUS,LEPA51,2017-04-04
224,non_plot,linanthus,3,2,0.9,0.9,0.00204,NA,4.6e-4,NA,4-Apr-17,NA,NA,NA,NA,NA,0.22549019607843138,LINANTHUS,LEPA51,2017-04-04
225,non_plot,linanthus,3,3,1.1,0.8,0.00286,NA,7.7e-4,NA,4-Apr-17,NA,NA,NA,NA,NA,0.2692307692307692,LINANTHUS,LEPA51,2017-04-04
226,non_plot,linanthus,4,1,0.9,1.1,0.00302,NA,6.2e-4,NA,4-Apr-17,NA,NA,NA,NA,NA,0.2052980132450331,LINANTHUS,LEPA51,2017-04-04
227,non_plot,linanthus,4,2,1.4,1.2,0.00403,NA,9.5e-4,NA,4-Apr-17,NA,NA,NA,NA,NA,0.23573200992555832,LINANTHUS,LEPA51,2017-04-04
228,non_plot,linanthus,4,3,1.3,0.9,0.00379,NA,8.6e-4,NA,4-Apr-17,NA,NA,NA,NA,NA,0.22691292875989447,LINANTHUS,LEPA51,2017-04-04
229,non_plot,linanthus,5,1,0.7,0.7,0.00167,NA,2.9e-4,NA,4-Apr-17,NA,NA,NA,NA,NA,0.17365269461077845,LINANTHUS,LEPA51,2017-04-04
230,non_plot,linanthus,5,2,1,0.7,0.003,NA,5.6e-4,NA,4-Apr-17,NA,NA,NA,NA,NA,0.18666666666666665,LINANTHUS,LEPA51,2017-04-04
231,non_plot,linanthus,5,3,1.1,0.9,0.00416,NA,8.6e-4,NA,4-Apr-17,NA,NA,NA,NA,NA,0.20673076923076925,LINANTHUS,LEPA51,2017-04-04
232,non_plot,linanthus,6,1,1,0.7,0.0056,NA,0.00109,NA,4-Apr-17,NA,NA,NA,NA,NA,0.19464285714285715,LINANTHUS,LEPA51,2017-04-04
233,non_plot,linanthus,6,2,0.9,1.2,0.00589,NA,0.00129,NA,4-Apr-17,NA,NA,NA,NA,NA,0.21901528013582341,LINANTHUS,LEPA51,2017-04-04
234,non_plot,linanthus,6,3,0.9,1.2,0.00663,NA,0.00123,NA,4-Apr-17,NA,NA,NA,NA,NA,0.18552036199095023,LINANTHUS,LEPA51,2017-04-04
235,non_plot,linanthus,7,1,1.8,1.9,0.00815,NA,0.00176,NA,4-Apr-17,NA,NA,NA,NA,NA,0.2159509202453988,LINANTHUS,LEPA51,2017-04-04
236,non_plot,linanthus,7,2,1.1,1.7,0.00781,NA,0.00138,NA,4-Apr-17,NA,NA,NA,NA,NA,0.176696542893726,LINANTHUS,LEPA51,2017-04-04
237,non_plot,linanthus,7,3,1,1.5,0.00448,NA,7.9e-4,NA,4-Apr-17,NA,NA,NA,NA,NA,0.17633928571428573,LINANTHUS,LEPA51,2017-04-04
238,non_plot,linanthus,8,1,0.9,0.6,0.00211,NA,3.3e-4,NA,4-Apr-17,NA,NA,NA,NA,NA,0.15639810426540285,LINANTHUS,LEPA51,2017-04-04
239,non_plot,linanthus,8,2,0.9,0.8,0.00242,NA,3e-4,NA,4-Apr-17,NA,NA,NA,NA,NA,0.12396694214876033,LINANTHUS,LEPA51,2017-04-04
240,non_plot,linanthus,8,3,0.9,0.8,0.00231,NA,4.1e-4,NA,4-Apr-17,NA,NA,NA,NA,NA,0.17748917748917747,LINANTHUS,LEPA51,2017-04-04
241,non_plot,vulpia_myuros,1,1,4.4,0.2,0.00895,NA,0.0023,NA,4-Apr-17,leaves often curled when scanning,NA,NA,NA,NA,0.2569832402234637,VULPIA_MYUROS,FEMY2,2017-04-04
242,non_plot,vulpia_myuros,1,2,7.1,0.3,0.01687,NA,0.0047,NA,4-Apr-17,leaves often curled when scanning,NA,NA,NA,NA,0.27860106698280973,VULPIA_MYUROS,FEMY2,2017-04-04
243,non_plot,vulpia_myuros,1,3,5,0.2,0.01107,NA,0.0033,NA,4-Apr-17,leaves often curled when scanning,NA,NA,NA,NA,0.2981029810298103,VULPIA_MYUROS,FEMY2,2017-04-04
244,non_plot,vulpia_myuros,2,1,4.3,0.2,0.0124,NA,0.0034,NA,4-Apr-17,leaves often curled when scanning,NA,NA,NA,NA,0.27419354838709675,VULPIA_MYUROS,FEMY2,2017-04-04
245,non_plot,vulpia_myuros,2,2,3.7,0.2,0.00636,NA,0.0021,NA,4-Apr-17,leaves often curled when scanning,NA,NA,NA,NA,0.330188679245283,VULPIA_MYUROS,FEMY2,2017-04-04
246,non_plot,vulpia_myuros,2,3,2.9,0.2,0.00346,NA,NA,NA,4-Apr-17,leaves often curled when scanning,NA,NA,NA,NA,NA,VULPIA_MYUROS,FEMY2,2017-04-04
247,non_plot,vulpia_myuros,3,1,5,0.1,0.00654,NA,0.0019,NA,4-Apr-17,leaves often curled when scanning,NA,NA,NA,NA,0.290519877675841,VULPIA_MYUROS,FEMY2,2017-04-04
248,non_plot,vulpia_myuros,3,2,3.1,0.1,0.0037200000000000002,NA,0.0015,NA,4-Apr-17,leaves often curled when scanning,NA,NA,NA,NA,0.4032258064516129,VULPIA_MYUROS,FEMY2,2017-04-04
249,non_plot,vulpia_myuros,3,3,2.9,0.1,0.00326,NA,1e-4,NA,4-Apr-17,leaves often curled when scanning,NA,NA,NA,NA,0.030674846625766874,VULPIA_MYUROS,FEMY2,2017-04-04
370,non_plot,lost,1,1,1.5,1.3,0.03201,NA,0.00601,NA,5-Apr-17,Lost == lotus strigosus,NA,NA,NA,NA,0.18775382692908468,LOST,LOST,2017-04-05
371,non_plot,lost,1,2,1.4,1,0.03528,NA,0.00679,NA,5-Apr-17,NA,NA,NA,NA,NA,0.19246031746031747,LOST,LOST,2017-04-05
372,non_plot,lost,1,3,1.3,0.9,0.02731,NA,0.00511,NA,5-Apr-17,NA,NA,NA,NA,NA,0.18711094837056022,LOST,LOST,2017-04-05
373,non_plot,lost,2,1,1.9,0.7,0.02454,NA,0.00435,NA,5-Apr-17,NA,NA,NA,NA,NA,0.17726161369193152,LOST,LOST,2017-04-05
374,non_plot,lost,2,2,1.4,1.1,0.02578,NA,0.00556,NA,5-Apr-17,NA,NA,NA,NA,NA,0.21567106283941037,LOST,LOST,2017-04-05
375,non_plot,lost,2,3,1.2,0.9,0.02324,NA,0.00454,NA,5-Apr-17,NA,NA,NA,NA,NA,0.19535283993115318,LOST,LOST,2017-04-05
376,non_plot,lost,3,1,1.3,0.9,0.03012,NA,0.00465,NA,5-Apr-17,NA,NA,NA,NA,NA,0.1543824701195219,LOST,LOST,2017-04-05
377,non_plot,lost,3,2,1.8,1.1,0.05054,NA,0.00968,NA,5-Apr-17,NA,NA,NA,NA,NA,0.19153146022952117,LOST,LOST,2017-04-05
378,non_plot,lost,3,3,1.3,0.8,0.03407,NA,0.006,NA,5-Apr-17,NA,NA,NA,NA,NA,0.1761080129145876,LOST,LOST,2017-04-05
379,non_plot,lost,4,1,1.9,1.4,0.05293,NA,0.0087,NA,5-Apr-17,NA,NA,NA,NA,NA,0.16436803325146418,LOST,LOST,2017-04-05
380,non_plot,lost,4,2,2.1,1.2,0.04782,NA,0.0075,NA,5-Apr-17,NA,NA,NA,NA,NA,0.15683814303638643,LOST,LOST,2017-04-05
381,non_plot,lost,4,3,1.5,1,0.02504,NA,0.0047,NA,5-Apr-17,NA,NA,NA,NA,NA,0.1876996805111821,LOST,LOST,2017-04-05
382,non_plot,lost,5,1,1.4,1.1,0.03002,NA,0.0055,NA,5-Apr-17,NA,NA,NA,NA,NA,0.18321119253830778,LOST,LOST,2017-04-05
383,non_plot,lost,5,2,1.2,1,0.023,NA,0.0048,NA,5-Apr-17,NA,NA,NA,NA,NA,0.20869565217391303,LOST,LOST,2017-04-05
384,non_plot,lost,5,3,1,0.8,0.01927,NA,0.0043,NA,5-Apr-17,NA,NA,NA,NA,NA,0.22314478463933576,LOST,LOST,2017-04-05
385,non_plot,lost,6,1,1.2,0.7,0.01749,NA,0.0038,NA,5-Apr-17,NA,NA,NA,NA,NA,0.21726700971983992,LOST,LOST,2017-04-05
386,non_plot,lost,6,2,1.4,1,0.02389,NA,0.0038,NA,5-Apr-17,NA,NA,NA,NA,NA,0.1590623691921306,LOST,LOST,2017-04-05
387,non_plot,lost,6,3,1.1,1.2,0.01526,NA,0.0029,NA,5-Apr-17,NA,NA,NA,NA,NA,0.19003931847968544,LOST,LOST,2017-04-05
388,non_plot,lost,7,1,1.1,0.8,0.01827,NA,0.0033,NA,5-Apr-17,NA,NA,NA,NA,NA,0.18062397372742198,LOST,LOST,2017-04-05
389,non_plot,lost,7,2,1.1,0.7,0.01404,NA,0.0029,NA,5-Apr-17,NA,NA,NA,NA,NA,0.20655270655270652,LOST,LOST,2017-04-05
390,non_plot,lost,7,3,1,0.5,0.01215,NA,0.0025,NA,5-Apr-17,NA,NA,NA,NA,NA,0.205761316872428,LOST,LOST,2017-04-05
391,non_plot,lost,8,1,1.3,1.2,0.02268,NA,0.0046,NA,5-Apr-17,NA,NA,NA,NA,NA,0.20282186948853617,LOST,LOST,2017-04-05
392,non_plot,lost,8,2,1.4,1,0.02075,NA,0.0045,NA,5-Apr-17,NA,NA,NA,NA,NA,0.21686746987951805,LOST,LOST,2017-04-05
393,non_plot,lost,8,3,1.4,0.6,0.0189,NA,0.0032,NA,5-Apr-17,NA,NA,NA,NA,NA,0.16931216931216933,LOST,LOST,2017-04-05
394,non_plot,lubi,1,1,4.2,3.6,0.06657,NA,0.0113,NA,6-Apr-17,Lubi == lupinus bicolor,NA,NA,NA,NA,0.16974613189124227,LUBI,LUBI,2017-04-06
395,non_plot,lubi,1,2,3.8,2.5,0.03309,NA,0.0052,NA,6-Apr-17,NA,NA,NA,NA,NA,0.15714717437292233,LUBI,LUBI,2017-04-06
396,non_plot,lubi,1,3,3,2,0.03223,NA,0.0059,NA,6-Apr-17,NA,NA,NA,NA,NA,0.18305926155755506,LUBI,LUBI,2017-04-06
397,non_plot,lubi,2,1,4.7,2.1,0.04736,NA,0.0077,NA,6-Apr-17,NA,NA,NA,NA,NA,0.16258445945945946,LUBI,LUBI,2017-04-06
398,non_plot,lubi,2,2,3.3,2,0.02996,NA,0.0052,NA,6-Apr-17,NA,NA,NA,NA,NA,0.17356475300400534,LUBI,LUBI,2017-04-06
399,non_plot,lubi,2,3,4.9,2.6,0.05234,NA,0.0088,NA,6-Apr-17,NA,NA,NA,NA,NA,0.16813144822315632,LUBI,LUBI,2017-04-06
400,non_plot,lubi,3,1,2.6,2.1,0.03497,NA,0.0068,NA,6-Apr-17,NA,NA,NA,NA,NA,0.19445238776093793,LUBI,LUBI,2017-04-06
401,non_plot,lubi,3,2,2.5,1.4,0.01678,NA,0.0031,NA,6-Apr-17,NA,NA,NA,NA,NA,0.18474374255065554,LUBI,LUBI,2017-04-06
402,non_plot,lubi,3,3,2.8,1.8,0.02762,NA,0.0054,NA,6-Apr-17,NA,NA,NA,NA,NA,0.19551049963794354,LUBI,LUBI,2017-04-06
403,non_plot,lubi,4,1,5.2,2.2,0.04596,NA,0.0088,NA,6-Apr-17,NA,NA,NA,NA,NA,0.19147084421235858,LUBI,LUBI,2017-04-06
404,non_plot,lubi,4,2,5.4,3.1,0.05999,NA,0.0114,NA,6-Apr-17,NA,NA,NA,NA,NA,0.19003167194532422,LUBI,LUBI,2017-04-06
405,non_plot,lubi,4,3,4.3,2.2,0.03663,NA,0.0073,NA,6-Apr-17,NA,NA,NA,NA,NA,0.19929019929019928,LUBI,LUBI,2017-04-06
406,non_plot,lubi,5,1,3.7,2.8,0.03504,NA,0.0065,NA,6-Apr-17,NA,NA,NA,NA,NA,0.18550228310502281,LUBI,LUBI,2017-04-06
407,non_plot,lubi,5,2,2.8,2.3,0.02199,NA,0.0044,NA,6-Apr-17,NA,NA,NA,NA,NA,0.20009095043201458,LUBI,LUBI,2017-04-06
408,non_plot,lubi,5,3,2.6,1.8,0.0197,NA,0.0044,NA,6-Apr-17,NA,NA,NA,NA,NA,0.22335025380710663,LUBI,LUBI,2017-04-06
409,non_plot,lubi,6,1,4.9,2.7,0.06301,NA,0.0093,NA,6-Apr-17,NA,NA,NA,NA,NA,0.14759561974289795,LUBI,LUBI,2017-04-06
410,non_plot,lubi,6,2,3.8,3,0.05439,NA,0.0101,NA,6-Apr-17,NA,NA,NA,NA,NA,0.18569589998161426,LUBI,LUBI,2017-04-06
411,non_plot,lubi,6,3,5.5,3.5,0.08254,NA,0.0142,NA,6-Apr-17,NA,NA,NA,NA,NA,0.17203779985461595,LUBI,LUBI,2017-04-06
412,non_plot,lubi,7,1,4.8,2.8,0.05523,NA,0.0081,NA,6-Apr-17,NA,NA,NA,NA,NA,0.14665942422596415,LUBI,LUBI,2017-04-06
413,non_plot,lubi,7,2,3.7,2.4,0.03589,NA,0.0064,NA,6-Apr-17,NA,NA,NA,NA,NA,0.1783226525494567,LUBI,LUBI,2017-04-06
414,non_plot,lubi,7,3,3.3,2.2,0.02932,NA,0.0051,NA,6-Apr-17,NA,NA,NA,NA,NA,0.17394270122783084,LUBI,LUBI,2017-04-06
415,non_plot,lubi,8,1,4.5,2.4,0.03777,NA,0.007,NA,6-Apr-17,NA,NA,NA,NA,NA,0.18533227429176596,LUBI,LUBI,2017-04-06
416,non_plot,lubi,8,2,3.5,2.1,0.03553,NA,0.0073,NA,6-Apr-17,NA,NA,NA,NA,NA,0.2054601745004222,LUBI,LUBI,2017-04-06
417,non_plot,lubi,8,3,2.5,1.3,0.01428,NA,0.0031,NA,6-Apr-17,NA,NA,NA,NA,NA,0.21708683473389356,LUBI,LUBI,2017-04-06
418,non_plot,vipe,1,1,8,2.5,0.1451,NA,0.0255,NA,6-Apr-17,vipe == Viola pedunculata,NA,NA,NA,NA,0.17574086836664368,VIPE,VIPE3,2017-04-06
