plot,year,scan_date,USDA_symbol,all,plant,leaf,count,total_area,petiole,file,notes
non_plot,2017,2017-04-06,ERMO7,FALSE,7,2,7,3.966,FALSE,data-raw/all-scans/scans-06042017/ermo_leaf_area_no_petiole.xls,no_petiole
non_plot,2017,2017-04-06,ERMO7,FALSE,7,3,9,4.17,FALSE,data-raw/all-scans/scans-06042017/ermo_leaf_area_no_petiole.xls,no_petiole
non_plot,2017,2017-04-06,ERMO7,TRUE,8,NA,18,16.236,FALSE,data-raw/all-scans/scans-06042017/ermo_leaf_area_no_petiole.xls,no_petiole
non_plot,2017,2017-04-06,ERMO7,FALSE,8,1,7,5.17,FALSE,data-raw/all-scans/scans-06042017/ermo_leaf_area_no_petiole.xls,no_petiole
non_plot,2017,2017-04-06,ERMO7,FALSE,8,2,4,4.212,FALSE,data-raw/all-scans/scans-06042017/ermo_leaf_area_no_petiole.xls,no_petiole
non_plot,2017,2017-04-06,ERMO7,FALSE,8,3,4,3.998,FALSE,data-raw/all-scans/scans-06042017/ermo_leaf_area_no_petiole.xls,no_petiole
non_plot,2017,2017-04-06,ERMO7,TRUE,1,NA,21,41.038,TRUE,data-raw/all-scans/scans-06042017/ermo_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,ERMO7,FALSE,1,1,1,9.427,TRUE,data-raw/all-scans/scans-06042017/ermo_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,ERMO7,FALSE,1,2,1,4.393,TRUE,data-raw/all-scans/scans-06042017/ermo_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,ERMO7,FALSE,1,3,1,5.59,TRUE,data-raw/all-scans/scans-06042017/ermo_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,ERMO7,TRUE,2,NA,28,88.924,TRUE,data-raw/all-scans/scans-06042017/ermo_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,ERMO7,FALSE,2,1,2,12.428,TRUE,data-raw/all-scans/scans-06042017/ermo_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,ERMO7,FALSE,2,2,1,6.17,TRUE,data-raw/all-scans/scans-06042017/ermo_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,ERMO7,FALSE,2,3,1,6.253,TRUE,data-raw/all-scans/scans-06042017/ermo_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,ERMO7,TRUE,3,NA,8,4.176,TRUE,data-raw/all-scans/scans-06042017/ermo_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,ERMO7,FALSE,3,1,5,5.483,TRUE,data-raw/all-scans/scans-06042017/ermo_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,ERMO7,FALSE,3,2,3,6.899,TRUE,data-raw/all-scans/scans-06042017/ermo_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,ERMO7,FALSE,3,3,6,3.778,TRUE,data-raw/all-scans/scans-06042017/ermo_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,ERMO7,TRUE,4,NA,43,48.082,TRUE,data-raw/all-scans/scans-06042017/ermo_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,ERMO7,FALSE,4,1,3,8.193,TRUE,data-raw/all-scans/scans-06042017/ermo_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,ERMO7,FALSE,4,2,1,10.486,TRUE,data-raw/all-scans/scans-06042017/ermo_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,ERMO7,FALSE,4,3,4,9.968,TRUE,data-raw/all-scans/scans-06042017/ermo_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,ERMO7,TRUE,5,NA,4,4.496,TRUE,data-raw/all-scans/scans-06042017/ermo_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,ERMO7,FALSE,5,1,6,6.431,TRUE,data-raw/all-scans/scans-06042017/ermo_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,ERMO7,FALSE,5,2,6,3.092,TRUE,data-raw/all-scans/scans-06042017/ermo_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,ERMO7,FALSE,5,3,6,3.682,TRUE,data-raw/all-scans/scans-06042017/ermo_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,ERMO7,TRUE,6,NA,27,40.864,TRUE,data-raw/all-scans/scans-06042017/ermo_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,ERMO7,FALSE,6,1,4,11.098,TRUE,data-raw/all-scans/scans-06042017/ermo_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,ERMO7,FALSE,6,2,7,6.408,TRUE,data-raw/all-scans/scans-06042017/ermo_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,ERMO7,FALSE,6,3,3,3.323,TRUE,data-raw/all-scans/scans-06042017/ermo_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,ERMO7,TRUE,7,NA,15,17.752,TRUE,data-raw/all-scans/scans-06042017/ermo_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,ERMO7,FALSE,7,1,6,7.093,TRUE,data-raw/all-scans/scans-06042017/ermo_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,ERMO7,FALSE,7,2,5,4.385,TRUE,data-raw/all-scans/scans-06042017/ermo_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,ERMO7,FALSE,7,3,7,4.617,TRUE,data-raw/all-scans/scans-06042017/ermo_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,ERMO7,TRUE,8,NA,14,18.503,TRUE,data-raw/all-scans/scans-06042017/ermo_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,ERMO7,FALSE,8,1,5,5.883,TRUE,data-raw/all-scans/scans-06042017/ermo_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,ERMO7,FALSE,8,2,1,4.968,TRUE,data-raw/all-scans/scans-06042017/ermo_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,ERMO7,FALSE,8,3,1,4.679,TRUE,data-raw/all-scans/scans-06042017/ermo_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,LUBI,TRUE,1,NA,38,13.419,TRUE,data-raw/all-scans/scans-06042017/lubi_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,LUBI,FALSE,1,1,1,2.07,TRUE,data-raw/all-scans/scans-06042017/lubi_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,LUBI,FALSE,1,2,1,1.178,TRUE,data-raw/all-scans/scans-06042017/lubi_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,LUBI,FALSE,1,3,1,1.149,TRUE,data-raw/all-scans/scans-06042017/lubi_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,LUBI,TRUE,2,NA,25,20.119,TRUE,data-raw/all-scans/scans-06042017/lubi_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,LUBI,FALSE,2,1,2,1.724,TRUE,data-raw/all-scans/scans-06042017/lubi_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,LUBI,FALSE,2,2,1,1.141,TRUE,data-raw/all-scans/scans-06042017/lubi_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,LUBI,FALSE,2,3,1,1.891,TRUE,data-raw/all-scans/scans-06042017/lubi_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,LUBI,TRUE,3,NA,13,7.237,TRUE,data-raw/all-scans/scans-06042017/lubi_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,LUBI,FALSE,3,1,1,1.233,TRUE,data-raw/all-scans/scans-06042017/lubi_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,LUBI,FALSE,3,2,1,0.662,TRUE,data-raw/all-scans/scans-06042017/lubi_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,LUBI,FALSE,3,3,1,0.98,TRUE,data-raw/all-scans/scans-06042017/lubi_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,LUBI,TRUE,4,NA,12,7.7,TRUE,data-raw/all-scans/scans-06042017/lubi_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,LUBI,FALSE,4,1,1,1.784,TRUE,data-raw/all-scans/scans-06042017/lubi_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,LUBI,FALSE,4,2,1,2.553,TRUE,data-raw/all-scans/scans-06042017/lubi_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,LUBI,FALSE,4,3,1,1.304,TRUE,data-raw/all-scans/scans-06042017/lubi_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,LUBI,TRUE,5,NA,9,4.729,TRUE,data-raw/all-scans/scans-06042017/lubi_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,LUBI,FALSE,5,1,1,1.367,TRUE,data-raw/all-scans/scans-06042017/lubi_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,LUBI,FALSE,5,2,1,0.816,TRUE,data-raw/all-scans/scans-06042017/lubi_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,LUBI,FALSE,5,3,1,0.67,TRUE,data-raw/all-scans/scans-06042017/lubi_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,LUBI,TRUE,6,NA,23,28.906,TRUE,data-raw/all-scans/scans-06042017/lubi_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,LUBI,FALSE,6,1,2,2.27,TRUE,data-raw/all-scans/scans-06042017/lubi_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,LUBI,FALSE,6,2,1,2.189,TRUE,data-raw/all-scans/scans-06042017/lubi_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,LUBI,FALSE,6,3,1,2.937,TRUE,data-raw/all-scans/scans-06042017/lubi_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,LUBI,TRUE,7,NA,14,3.691,TRUE,data-raw/all-scans/scans-06042017/lubi_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,LUBI,FALSE,7,1,2,2.132,TRUE,data-raw/all-scans/scans-06042017/lubi_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,LUBI,FALSE,7,2,1,1.307,TRUE,data-raw/all-scans/scans-06042017/lubi_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,LUBI,FALSE,7,3,2,1.007,TRUE,data-raw/all-scans/scans-06042017/lubi_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,LUBI,TRUE,8,NA,12,2.908,TRUE,data-raw/all-scans/scans-06042017/lubi_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,LUBI,FALSE,8,1,1,1.491,TRUE,data-raw/all-scans/scans-06042017/lubi_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,LUBI,FALSE,8,2,1,1.258,TRUE,data-raw/all-scans/scans-06042017/lubi_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,LUBI,FALSE,8,3,4,0.467,TRUE,data-raw/all-scans/scans-06042017/lubi_leaf_area_with_petiole.xls,with_petiole
non_plot,2017,2017-04-06,VIPE3,TRUE,1,NA,20,42.384,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,VIPE3,FALSE,1,1,1,5.995,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,VIPE3,FALSE,1,2,1,6.83,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,VIPE3,FALSE,1,3,1,3.83,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,VIPE3,TRUE,2,NA,34,86.409,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,VIPE3,FALSE,2,1,1,8.724,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,VIPE3,FALSE,2,2,1,6.442,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,VIPE3,FALSE,2,3,2,6.583,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,VIPE3,TRUE,3,NA,13,33.266,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,VIPE3,FALSE,3,1,3,2.671,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,VIPE3,FALSE,3,2,3,8.864,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,VIPE3,FALSE,3,3,2,7.065,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,VIPE3,TRUE,4,NA,39,81.773,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,VIPE3,TRUE,4,NA,41,74.967,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,VIPE3,FALSE,4,1,2,3.143,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,VIPE3,FALSE,4,2,2,5.613,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,VIPE3,FALSE,4,3,4,5.526,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,VIPE3,TRUE,5,NA,7,12.482,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,VIPE3,FALSE,5,1,1,2.936,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,VIPE3,FALSE,5,2,1,3.732,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,VIPE3,FALSE,5,3,1,4.003,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,VIPE3,TRUE,6,NA,15,23.125,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,VIPE3,FALSE,6,1,3,4.958,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,VIPE3,FALSE,6,2,3,2.745,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,VIPE3,FALSE,6,3,2,4.651,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,VIPE3,TRUE,7,NA,53,73.449,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,VIPE3,TRUE,7,NA,27,19.501,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,VIPE3,FALSE,7,1,1,2.421,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,VIPE3,FALSE,7,2,1,2.201,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,VIPE3,FALSE,7,3,1,2.809,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,VIPE3,TRUE,8,NA,55,97.107,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,VIPE3,FALSE,8,1,1,5.51,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,VIPE3,FALSE,8,2,3,8.08,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,VIPE3,FALSE,8,3,2,6.563,FALSE,data-raw/all-scans/scans-06042017/vipe_leaf_area.xls,
non_plot,2017,2017-04-06,FEMY2,TRUE,4,NA,20,18.613,FALSE,data-raw/all-scans/scans-06042017/vumy_leaf_area.xls,
non_plot,2017,2017-04-06,FEMY2,FALSE,4,1,3,1.796,FALSE,data-raw/all-scans/scans-06042017/vumy_leaf_area.xls,
non_plot,2017,2017-04-06,FEMY2,FALSE,4,2,1,1.543,FALSE,data-raw/all-scans/scans-06042017/vumy_leaf_area.xls,
non_plot,2017,2017-04-06,FEMY2,FALSE,4,3,3,1.561,FALSE,data-raw/all-scans/scans-06042017/vumy_leaf_area.xls,
non_plot,2017,2017-04-06,FEMY2,TRUE,5,NA,23,8.704,FALSE,data-raw/all-scans/scans-06042017/vumy_leaf_area.xls,
non_plot,2017,2017-04-06,FEMY2,FALSE,5,1,5,1.388,FALSE,data-raw/all-scans/scans-06042017/vumy_leaf_area.xls,
non_plot,2017,2017-04-06,FEMY2,FALSE,5,2,4,1.508,FALSE,data-raw/all-scans/scans-06042017/vumy_leaf_area.xls,
non_plot,2017,2017-04-06,FEMY2,FALSE,5,3,3,1.329,FALSE,data-raw/all-scans/scans-06042017/vumy_leaf_area.xls,
non_plot,2017,2017-04-06,FEMY2,TRUE,6,NA,36,8.669,FALSE,data-raw/all-scans/scans-06042017/vumy_leaf_area.xls,
non_plot,2017,2017-04-06,FEMY2,FALSE,6,1,1,0.27,FALSE,data-raw/all-scans/scans-06042017/vumy_leaf_area.xls,
non_plot,2017,2017-04-06,FEMY2,FALSE,6,2,2,0.561,FALSE,data-raw/all-scans/scans-06042017/vumy_leaf_area.xls,
non_plot,2017,2017-04-06,FEMY2,FALSE,6,3,3,0.381,FALSE,data-raw/all-scans/scans-06042017/vumy_leaf_area.xls,
non_plot,2017,2017-04-06,FEMY2,TRUE,7,NA,49,21.706,FALSE,data-raw/all-scans/scans-06042017/vumy_leaf_area.xls,
non_plot,2017,2017-04-06,FEMY2,FALSE,7,1,5,2.474,FALSE,data-raw/all-scans/scans-06042017/vumy_leaf_area.xls,
non_plot,2017,2017-04-06,FEMY2,FALSE,7,2,7,3.601,FALSE,data-raw/all-scans/scans-06042017/vumy_leaf_area.xls,
non_plot,2017,2017-04-06,FEMY2,FALSE,7,3,8,2.554,FALSE,data-raw/all-scans/scans-06042017/vumy_leaf_area.xls,
non_plot,2017,2017-04-06,FEMY2,TRUE,8,NA,31,11.429,FALSE,data-raw/all-scans/scans-06042017/vumy_leaf_area.xls,
non_plot,2017,2017-04-06,FEMY2,FALSE,8,1,3,1.446,FALSE,data-raw/all-scans/scans-06042017/vumy_leaf_area.xls,
non_plot,2017,2017-04-06,FEMY2,FALSE,8,2,3,1.317,FALSE,data-raw/all-scans/scans-06042017/vumy_leaf_area.xls,
non_plot,2017,2017-04-06,FEMY2,FALSE,8,3,3,1.2,FALSE,data-raw/all-scans/scans-06042017/vumy_leaf_area.xls,
non_plot,2017,2017-04-10,MIDO,TRUE,1,NA,4,8.094,FALSE,data-raw/all-scans/scans-10042017/microseris_leaf_area.xls,
non_plot,2017,2017-04-10,MIDO,FALSE,1,1,2,2.603,FALSE,data-raw/all-scans/scans-10042017/microseris_leaf_area.xls,
non_plot,2017,2017-04-10,MIDO,FALSE,1,2,1,2.538,FALSE,data-raw/all-scans/scans-10042017/microseris_leaf_area.xls,
non_plot,2017,2017-04-10,MIDO,FALSE,1,3,2,3.134,FALSE,data-raw/all-scans/scans-10042017/microseris_leaf_area.xls,
non_plot,2017,2017-04-10,MIDO,TRUE,2,NA,5,11.521,FALSE,data-raw/all-scans/scans-10042017/microseris_leaf_area.xls,
non_plot,2017,2017-04-10,MIDO,FALSE,2,1,1,4.271,FALSE,data-raw/all-scans/scans-10042017/microseris_leaf_area.xls,
non_plot,2017,2017-04-10,MIDO,FALSE,2,2,1,3.341,FALSE,data-raw/all-scans/scans-10042017/microseris_leaf_area.xls,
non_plot,2017,2017-04-10,MIDO,FALSE,2,3,1,3.494,FALSE,data-raw/all-scans/scans-10042017/microseris_leaf_area.xls,
non_plot,2017,2017-04-10,MIDO,TRUE,3,NA,9,12.474,FALSE,data-raw/all-scans/scans-10042017/microseris_leaf_area.xls,
non_plot,2017,2017-04-10,MIDO,FALSE,3,1,2,4.251,FALSE,data-raw/all-scans/scans-10042017/microseris_leaf_area.xls,
non_plot,2017,2017-04-10,MIDO,FALSE,3,2,1,2.677,FALSE,data-raw/all-scans/scans-10042017/microseris_leaf_area.xls,
non_plot,2017,2017-04-10,MIDO,FALSE,3,3,2,3.953,FALSE,data-raw/all-scans/scans-10042017/microseris_leaf_area.xls,
non_plot,2017,2017-04-10,MIDO,TRUE,4,NA,5,6.285,FALSE,data-raw/all-scans/scans-10042017/microseris_leaf_area.xls,
non_plot,2017,2017-04-10,MIDO,FALSE,4,1,1,1.539,FALSE,data-raw/all-scans/scans-10042017/microseris_leaf_area.xls,
non_plot,2017,2017-04-10,MIDO,FALSE,4,2,1,1.599,FALSE,data-raw/all-scans/scans-10042017/microseris_leaf_area.xls,
non_plot,2017,2017-04-10,MIDO,FALSE,4,3,1,1.591,FALSE,data-raw/all-scans/scans-10042017/microseris_leaf_area.xls,
non_plot,2017,2017-04-10,MIDO,TRUE,5,NA,6,12.79,FALSE,data-raw/all-scans/scans-10042017/microseris_leaf_area.xls,
non_plot,2017,2017-04-10,MIDO,FALSE,5,1,1,5.814,FALSE,data-raw/all-scans/scans-10042017/microseris_leaf_area.xls,
non_plot,2017,2017-04-10,MIDO,FALSE,5,2,3,6.289,FALSE,data-raw/all-scans/scans-10042017/microseris_leaf_area.xls,
non_plot,2017,2017-04-10,MIDO,FALSE,5,3,1,3.915,FALSE,data-raw/all-scans/scans-10042017/microseris_leaf_area.xls,
non_plot,2017,2017-04-10,MIDO,TRUE,6,NA,3,11.896,FALSE,data-raw/all-scans/scans-10042017/microseris_leaf_area.xls,
non_plot,2017,2017-04-10,MIDO,FALSE,6,1,2,5.694,FALSE,data-raw/all-scans/scans-10042017/microseris_leaf_area.xls,
non_plot,2017,2017-04-10,MIDO,FALSE,6,2,3,4.261,FALSE,data-raw/all-scans/scans-10042017/microseris_leaf_area.xls,
non_plot,2017,2017-04-10,MIDO,FALSE,6,3,3,1.942,FALSE,data-raw/all-scans/scans-10042017/microseris_leaf_area.xls,
non_plot,2017,2017-04-10,MIDO,TRUE,7,NA,5,11.162,FALSE,data-raw/all-scans/scans-10042017/microseris_leaf_area.xls,
non_plot,2017,2017-04-10,MIDO,FALSE,7,1,2,2.576,FALSE,data-raw/all-scans/scans-10042017/microseris_leaf_area.xls,
non_plot,2017,2017-04-10,MIDO,FALSE,7,2,3,3.108,FALSE,data-raw/all-scans/scans-10042017/microseris_leaf_area.xls,
non_plot,2017,2017-04-10,MIDO,FALSE,7,3,1,2.309,FALSE,data-raw/all-scans/scans-10042017/microseris_leaf_area.xls,
non_plot,2017,2017-04-10,MIDO,TRUE,8,NA,5,6.935,FALSE,data-raw/all-scans/scans-10042017/microseris_leaf_area.xls,
non_plot,2017,2017-04-10,MIDO,FALSE,8,1,1,2.669,FALSE,data-raw/all-scans/scans-10042017/microseris_leaf_area.xls,
non_plot,2017,2017-04-10,MIDO,FALSE,8,2,2,2.37,FALSE,data-raw/all-scans/scans-10042017/microseris_leaf_area.xls,
non_plot,2017,2017-04-10,MIDO,FALSE,8,3,1,2.021,FALSE,data-raw/all-scans/scans-10042017/microseris_leaf_area.xls,
non_plot,2017,2017-05-10,AVFA,TRUE,1,NA,32,67.457,FALSE,data-raw/all-scans/scans-10052017/avfa_leaf_area.csv,
non_plot,2017,2017-05-10,AVFA,FALSE,1,1,4,7.109,FALSE,data-raw/all-scans/scans-10052017/avfa_leaf_area.csv,
non_plot,2017,2017-05-10,AVFA,FALSE,1,2,4,8.253,FALSE,data-raw/all-scans/scans-10052017/avfa_leaf_area.csv,
non_plot,2017,2017-05-10,AVFA,FALSE,1,3,4,8.482,FALSE,data-raw/all-scans/scans-10052017/avfa_leaf_area.csv,
non_plot,2017,2017-05-10,AVFA,TRUE,2,NA,14,60.203,FALSE,data-raw/all-scans/scans-10052017/avfa_leaf_area.csv,
non_plot,2017,2017-05-10,AVFA,FALSE,2,1,3,4.82,FALSE,data-raw/all-scans/scans-10052017/avfa_leaf_area.csv,
non_plot,2017,2017-05-10,AVFA,FALSE,2,2,3,9.669,FALSE,data-raw/all-scans/scans-10052017/avfa_leaf_area.csv,
non_plot,2017,2017-05-10,AVFA,FALSE,2,3,3,8.937,FALSE,data-raw/all-scans/scans-10052017/avfa_leaf_area.csv,
non_plot,2017,2017-05-10,AVFA,TRUE,3,NA,24,94.819,FALSE,data-raw/all-scans/scans-10052017/avfa_leaf_area.csv,
non_plot,2017,2017-05-10,AVFA,FALSE,3,1,6,6.954,FALSE,data-raw/all-scans/scans-10052017/avfa_leaf_area.csv,
non_plot,2017,2017-05-10,AVFA,FALSE,3,2,6,11.603,FALSE,data-raw/all-scans/scans-10052017/avfa_leaf_area.csv,
non_plot,2017,2017-05-10,AVFA,FALSE,3,3,6,8.694,FALSE,data-raw/all-scans/scans-10052017/avfa_leaf_area.csv,
non_plot,2017,2017-05-10,AVFA,TRUE,4,NA,17,69.445,FALSE,data-raw/all-scans/scans-10052017/avfa_leaf_area.csv,
non_plot,2017,2017-05-10,AVFA,FALSE,4,1,4,14.06,FALSE,data-raw/all-scans/scans-10052017/avfa_leaf_area.csv,
non_plot,2017,2017-05-10,AVFA,FALSE,4,2,4,10.291,FALSE,data-raw/all-scans/scans-10052017/avfa_leaf_area.csv,
non_plot,2017,2017-05-10,AVFA,FALSE,4,3,5,18.342,FALSE,data-raw/all-scans/scans-10052017/avfa_leaf_area.csv,
non_plot,2017,2017-05-10,AVFA,TRUE,5,NA,24,66.162,FALSE,data-raw/all-scans/scans-10052017/avfa_leaf_area.csv,
non_plot,2017,2017-05-10,AVFA,FALSE,5,1,3,8.681,FALSE,data-raw/all-scans/scans-10052017/avfa_leaf_area.csv,
non_plot,2017,2017-05-10,AVFA,FALSE,5,2,5,10.809,FALSE,data-raw/all-scans/scans-10052017/avfa_leaf_area.csv,
non_plot,2017,2017-05-10,AVFA,FALSE,5,3,4,7.057,FALSE,data-raw/all-scans/scans-10052017/avfa_leaf_area.csv,
non_plot,2017,2017-05-10,AVFA,TRUE,6,NA,23,59.522,FALSE,data-raw/all-scans/scans-10052017/avfa_leaf_area.csv,
non_plot,2017,2017-05-10,AVFA,FALSE,6,1,8,9.024,FALSE,data-raw/all-scans/scans-10052017/avfa_leaf_area.csv,
non_plot,2017,2017-05-10,AVFA,FALSE,6,2,5,7.97,FALSE,data-raw/all-scans/scans-10052017/avfa_leaf_area.csv,
non_plot,2017,2017-05-10,AVFA,FALSE,6,3,6,8.841,FALSE,data-raw/all-scans/scans-10052017/avfa_leaf_area.csv,
non_plot,2017,2017-05-10,AVFA,TRUE,7,NA,25,81.023,FALSE,data-raw/all-scans/scans-10052017/avfa_leaf_area.csv,
non_plot,2017,2017-05-10,AVFA,FALSE,7,1,6,9.817,FALSE,data-raw/all-scans/scans-10052017/avfa_leaf_area.csv,
non_plot,2017,2017-05-10,AVFA,FALSE,7,2,5,12.572,FALSE,data-raw/all-scans/scans-10052017/avfa_leaf_area.csv,
