Slice,Count,Total Area,Average Size,%Area,Mean
CLPE_p1_l1.jpeg,2,3.010,1.505,0.570,254.972
CLPE_p1_l2.jpeg,2,3.025,1.512,0.573,254.991
CLPE_p1_l3.jpeg,3,2.713,0.904,0.514,254.972
CLPE_p1_lvs.jpeg,18,16.638,0.924,3.153,254.838
CLPE_p2_l1.jpeg,1,4.410,4.410,0.836,254.975
CLPE_p2_l2.jpeg,1,3.996,3.996,0.757,254.997
CLPE_p2_l3.jpeg,1,3.326,3.326,0.630,254.989
CLPE_p2_lvs.jpeg,17,16.578,0.975,3.142,254.633
CLPE_p3_l1.jpeg,2,6.215,3.108,1.178,254.974
CLPE_p3_l2.jpeg,2,5.536,2.768,1.049,254.855
CLPE_p3_l3.jpeg,2,5.186,2.593,0.983,254.359
CLPE_p3_lvs.jpeg,29,42.307,1.459,8.017,254.748
CLPE_p4_l1.jpeg,2,1.837,0.919,0.348,254.958
CLPE_p4_l2.jpeg,2,2.362,1.181,0.448,254.913
CLPE_p4_l3.jpeg,2,1.830,0.915,0.347,254.728
CLPE_p4_lvs.jpeg,15,9.434,0.629,1.788,254.552
CLPE_p5_l1.jpeg,2,1.416,0.708,0.268,254.748
CLPE_p5_l2.jpeg,2,1.457,0.728,0.276,253.972
CLPE_p5_l3.jpeg,2,1.383,0.692,0.262,254.996
CLPE_p5_lvs.jpeg,15,7.371,0.491,1.397,254.787
CLPE_p6_l1.jpeg,2,4.095,2.048,0.776,254.943
CLPE_p6_l2.jpeg,2,4.202,2.101,0.796,254.532
CLPE_p6_l3.jpeg,2,3.433,1.716,0.650,254.702
CLPE_p6_lvs.jpeg,16,19.261,1.204,3.650,254.277
CLPE_p7_l1.jpeg,3,3.957,1.319,0.750,254.699
CLPE_p7_l2.jpeg,2,3.785,1.893,0.717,254.837
CLPE_p7_l3.jpeg,2,3.314,1.657,0.628,254.537
CLPE_p7_lvs.jpeg,14,12.239,0.874,2.319,254.678
CLPE_p8_l1.jpeg,2,2.861,1.430,0.542,254.572
CLPE_p8_l2.jpeg,2,2.684,1.342,0.509,254.996
CLPE_p8_l3.jpeg,2,3.197,1.598,0.606,254.999
CLPE_p8_lvs.jpeg,17,16.301,0.959,3.089,253.627
CLPE_p9_l1.jpeg,2,2.442,1.221,0.463,254.999
CLPE_p9_l2.jpeg,3,3.185,1.062,0.604,254.952
CLPE_p9_l3.jpeg,3,2.044,0.681,0.387,254.661
CLPE_p9_lvs.jpeg,20,10.662,0.533,2.020,254.860
