Slice,Count,Total Area,Average Size,%Area,Mean
LOGA2_p1_l1.jpeg,2,0.457,0.229,0.080,255.000
LOGA2_p1_l2.jpeg,2,0.539,0.270,0.095,254.991
LOGA2_p1_l3.jpeg,2,0.339,0.169,0.060,254.942
LOGA2_p1_lvs.jpeg,11,1.770,0.161,0.312,254.909
LOGA2_p2_l1.jpeg,2,0.534,0.267,0.094,254.991
LOGA2_p2_l2.jpeg,2,0.552,0.276,0.097,255.000
LOGA2_p2_l3.jpeg,2,0.494,0.247,0.087,255.000
LOGA2_p2_lvs.jpeg,42,5.389,0.128,0.948,254.454
LOGA2_p3_l1.jpeg,2,0.506,0.253,0.089,254.915
LOGA2_p3_l2.jpeg,2,0.624,0.312,0.110,254.985
LOGA2_p3_l3.jpeg,2,0.601,0.300,0.106,254.976
LOGA2_p3_lvs.jpeg,41,5.734,0.140,1.009,253.991
LOGA2_p4_l1.jpeg,2,0.279,0.140,0.049,254.946
LOGA2_p4_l2.jpeg,2,0.548,0.274,0.096,254.948
LOGA2_p4_l3.jpeg,2,0.558,0.279,0.098,254.979
LOGA2_p4_lvs.jpeg,37,4.963,0.134,0.873,253.565
LOGA2_p5_l1.jpeg,2,0.506,0.253,0.089,255.000
LOGA2_p5_l2.jpeg,2,0.576,0.288,0.101,254.909
LOGA2_p5_l3.jpeg,2,0.576,0.288,0.101,254.988
LOGA2_p5_lvs.jpeg,39,6.364,0.163,1.120,253.982
LOGA2_p6_l1.jpeg,2,0.609,0.304,0.107,254.965
LOGA2_p6_l2.jpeg,2,0.586,0.293,0.103,255.000
LOGA2_p6_l3.jpeg,2,0.558,0.279,0.098,254.855
LOGA2_p6_lvs.jpeg,21,3.546,0.169,0.624,253.396
LOGA2_p7_l1.jpeg,2,0.809,0.404,0.142,254.945
LOGA2_p7_l2.jpeg,2,0.780,0.390,0.137,254.991
LOGA2_p7_l3.jpeg,2,0.777,0.389,0.137,254.976
LOGA2_p7_lvs.jpeg,52,11.642,0.224,2.049,254.177
LOGA2_p8_l1.jpeg,2,0.452,0.226,0.079,254.957
LOGA2_p8_l2.jpeg,2,0.383,0.192,0.067,254.615
LOGA2_p8_l3.jpeg,2,0.469,0.235,0.083,254.949
LOGA2_p8_lvs.jpeg,42,5.174,0.123,0.911,254.327
