Slice,Count,Total Area,Average Size,%Area,Mean
STME_p1_l1.jpeg,1,1.418,1.418,0.256,254.994
STME_p1_l2.jpeg,1,1.428,1.428,0.258,254.997
STME_p1_l3.jpeg,1,1.438,1.438,0.259,254.994
STME_p1_lvs.jpeg,32,17.644,0.551,3.182,254.911
STME_p2_l1.jpeg,1,1.775,1.775,0.320,254.995
STME_p2_l2.jpeg,1,2.132,2.132,0.385,255.000
STME_p2_l3.jpeg,1,0.992,0.992,0.179,255.000
STME_p2_lvs.jpeg,45,31.332,0.696,5.651,254.975
STME_p3_l1.jpeg,1,1.568,1.568,0.283,254.977
STME_p3_l2.jpeg,1,1.439,1.439,0.260,255.000
STME_p3_l3.jpeg,1,1.481,1.481,0.267,254.904
STME_p3_lvs.jpeg,47,22.370,0.476,4.035,254.972
STME_p4_l1.jpeg,1,1.410,1.410,0.254,255.000
STME_p4_l2.jpeg,1,1.310,1.310,0.236,254.986
STME_p4_l3.jpeg,1,1.315,1.315,0.237,254.997
STME_p4_lvs.jpeg,43,17.929,0.417,3.234,254.950
STME_p5_l1.jpeg,1,2.387,2.387,0.431,254.966
STME_p5_l2.jpeg,1,2.058,2.058,0.371,254.996
STME_p5_l3.jpeg,1,1.539,1.539,0.278,255.000
STME_p5_lvs.jpeg,44,29.738,0.676,5.363,254.967
STME_p6_l1.jpeg,1,1.613,1.613,0.291,255.000
STME_p6_l2.jpeg,1,0.968,0.968,0.175,254.991
STME_p6_l3.jpeg,1,1.318,1.318,0.238,254.990
STME_p6_lvs.jpeg,41,22.735,0.555,4.100,254.967
STME_p7_l1.jpeg,1,1.114,1.114,0.201,254.996
STME_p7_l2.jpeg,1,0.777,0.777,0.140,254.935
STME_p7_l3.jpeg,1,1.005,1.005,0.181,255.000
STME_p7_lvs.jpeg,34,12.601,0.371,2.273,254.987
STME_p8_l1.jpeg,1,1.175,1.175,0.212,254.992
STME_p8_l2.jpeg,1,1.825,1.825,0.329,255.000
STME_p8_l3.jpeg,1,1.562,1.562,0.282,255.000
STME_p8_lvs.jpeg,50,24.391,0.488,4.399,254.986
