Slice,Count,Total Area,Average Size,%Area,Mean
capy-p1-all',9,55.026,6.114,8.541,253.765
capy-p1-l1,2,26.346,13.173,4.089,253.726
capy-p1-l2,5,13.232,2.646,2.054,254.818
capy-p1-l3,1,19.124,19.124,2.968,254.186
capy-p2-all,13,134.990,10.384,20.953,254.216
capy-p2-l1,7,38.485,5.498,5.973,254.575
capy-p2-l2,6,23.654,3.942,3.671,254.475
capy-p2-l3,4,16.032,4.008,2.488,254.753
capy-p3-all-1,12,39.264,3.272,6.094,253.072
capy-p3-all-2,0,0.000,NaN,0.000,NaN
capy-p3-l1,2,38.128,19.064,5.918,253.054
capy-p3-l2,3,39.679,13.226,6.159,254.929
capy-p3-l3,4,10.031,2.508,1.557,254.647
capy-p4-all,11,93.861,8.533,14.569,254.897
capy-p4-l1,2,31.251,15.625,4.851,254.842
capy-p4-l2,1,21.694,21.694,3.367,254.916
capy-p4-l3,1,18.337,18.337,2.846,254.947
capy-p5-all,11,96.596,8.781,14.993,254.686
capy-p5-l1,2,29.529,14.764,4.583,254.975
capy-p5-l2,4,24.729,6.182,3.838,254.391
capy-p5-l3,2,11.016,5.508,1.710,254.896
capy-p5.1-all,12,98.983,8.249,15.364,254.441
capy-p5.1-l1,4,41.166,10.291,6.390,254.735
capy-p5.1-l2,2,28.761,14.381,4.464,254.838
capy-p6-all,10,156.394,15.639,24.275,251.539
capy-p6-l1,2,33.153,16.576,5.146,254.171
capy-p6-l2,1,20.604,20.604,3.198,254.961
capy-p6-l3,3,8.887,2.962,1.379,254.272
capy-p7-all,14,99.718,7.123,15.478,254.025
capy-p7-l1,2,31.542,15.771,4.896,254.588
capy-p7-l2,3,37.943,12.648,5.889,254.802
capy-p7-l3,3,25.549,8.516,3.966,254.890
capy-p8-l1,2,50.047,25.024,7.768,254.492
capy-p8-l2,6,42.796,7.133,6.643,254.636
capy-p8-l3,5,27.443,5.489,4.260,254.233
