Slice,Count,Total Area,Average Size,%Area,Mean
LUBI_P1_L1,8,2.801,0.350,0.887,254.884
LUBI_P1_L2,7,2.228,0.318,0.706,254.818
LUBI_P1_L3,8,3.548,0.444,1.124,254.861
LUBI_P2_L1,10,1.969,0.197,0.624,254.428
LUBI_P2_L2,7,2.052,0.293,0.650,254.853
LUBI_P2_L3,10,3.791,0.379,1.201,254.892
LUBI_P3_L1,9,3.840,0.427,1.216,254.883
LUBI_P3_L2,7,3.994,0.571,1.265,254.865
LUBI_P3_L3,7,2.134,0.305,0.676,254.877
LUBI_P4_L1,8,2.612,0.327,0.827,254.875
LUBI_P4_L2,9,2.577,0.286,0.816,254.830
LUBI_P4_L3,2,1.396,0.698,0.442,254.953
LUBI_P5_L1,9,2.562,0.285,0.811,254.914
LUBI_P5_L2,8,2.478,0.310,0.785,254.828
LUBI_P5_L3,2,1.544,0.772,0.489,254.990
LUBI_P6_L1,8,3.885,0.486,1.230,254.876
LUBI_P6_L2,8,2.264,0.283,0.717,254.806
LUBI_P6_L3,9,3.138,0.349,0.994,254.817
