plot,species,plant_number,leaf_number,leaf_length_cm,leaf_width_cm,wet_mass_g,petiole_mass_g,leaf_area_cm2,dry_mass_g,dry_mass_petiole_g,date_collected,height,Width_1,Width_2,notes
756,clpu,1,1,3,0.4,0.02664,,,,,,20,13,13,
756,clpu,1,2,2.4,0.3,0.01284,,,,,,,,,
756,clpu,1,3,3,0.4,0.02815,,,,,,,,,
756,clpu,2,1,3.9,0.5,0.05146,,,,,,24,12,9,
756,clpu,2,2,2.7,0.4,0.02831,,,,,,,,,
756,clpu,2,3,2.8,0.6,0.03821,,,,,,,,,
756,clpu,3,1,2.7,0.3,0.01895,,,,,,12,15,6,using half of plant
756,clpu,3,2,2.3,0.3,0.01823,,,,,,,,,
756,clpu,3,3,2.5,0.3,0.01791,,,,,,,,,
756,clpu,4,1,2.2,0.2,0.01225,,,,,,17,5,5,
756,clpu,4,2,1.7,0.2,0.00988,,,,,,,,,
756,clpu,4,3,2.2,0.2,0.01235,,,,,,,,,
756,clpu,5,1,2,0.2,0.01191,,,,,,11.5,3,2,
756,clpu,5,2,2.1,0.3,0.01505,,,,,,,,,
756,clpu,5,3,1.9,0.2,0.00971,,,,,,,,,
756,lopu,1,1,1.6,2,0.02865,,,,,,16,17,16,using half of plant
756,lopu,1,2,1.6,2,0.03209,,,,,,,,,
756,lopu,1,3,1.7,2.4,0.03794,,,,,,,,,
756,lopu,2,1,0.7,1,0.00622,,,,,,5,1,1,
756,lopu,2,2,0.7,1,0.00656,,,,,,,,,
756,lopu,2,3,0.7,1,0.00576,,,,,,,,,
756,lopu,3,1,0.7,1,0.00693,,,,,,6,1.5,1,
756,lopu,3,2,0.7,1,0.0058,,,,,,,,,
756,lopu,3,3,0.7,1,0.00599,,,,,,,,,
756,lopu,4,1,1.6,2,0.02339,,,,,,9,10,4,
756,lopu,4,2,1.6,2,0.02076,,,,,,,,,
756,lopu,4,3,1.6,1.8,0.01854,,,,,,,,,
756,lopu,5,1,1.2,1.6,0.01627,,,,,,13,2,1,
756,lopu,5,2,1.1,1.4,0.01573,,,,,,,,,
756,lopu,5,3,1.1,1.6,0.02082,,,,,,,,,
757,naat,1,1,2,0.9,0.01588,,,,,,9,12,8,using half of plant
757,naat,1,2,2,0.6,0.01383,,,,,,,,,
757,naat,1,3,1.6,0.6,0.00953,,,,,,,,,
757,naat,2,1,2.9,0.6,0.02728,,,,,,6,8,6,
757,naat,2,2,3,0.6,0.02562,,,,,,,,,
757,naat,2,3,1.3,0.7,0.00936,,,,,,,,,
757,naat,3,1,2.2,0.6,0.01464,,,,,,9,6,4,
757,naat,3,2,2,0.6,0.01384,,,,,,,,,
757,naat,3,3,2,0.5,0.01432,,,,,,,,,
757,naat,4,1,2.2,0.5,0.01695,,,,,,4,6,5,
757,naat,4,2,1.5,0.6,0.0086,,,,,,,,,
757,naat,4,3,1.7,0.6,0.01004,,,,,,,,,
757,naat,5,1,2,0.7,0.01361,,,,,,9,10,10,
757,naat,5,2,2.4,0.6,0.01465,,,,,,,,,
757,naat,5,3,1.6,0.6,0.00735,,,,,,,,,
756,clbo,1,1,2.5,0.1,0.00922,,,,,,32,2,2,
756,clbo,1,2,2.3,0.1,0.00882,,,,,,,,,
756,clbo,1,3,2.5,0.1,0.01093,,,,,,,,,
756,clbo,2,1,2.7,0.1,0.01046,,,,,,28,1,1,"leaf folding in half, double for leaf area"
756,clbo,2,2,2.8,0.2,0.01099,,,,,,,,,"leaf folding in half, double for leaf area"
756,clbo,2,3,2.6,0.2,0.00976,,,,,,,,,"leaf folding in half, double for leaf area"
756,clbo,3,1,2.2,0.1,0.00701,,,,,,23,1,1,"leaf folding in half, double for leaf area"
756,clbo,3,2,2,0.1,0.00595,,,,,,,,,"leaf folding in half, double for leaf area"
756,clbo,3,3,2.1,0.1,0.00588,,,,,,,,,"leaf folding in half, double for leaf area"
757,heco,1,1,7.7,0.9,0.14354,,,,,,14,8,5,
757,heco,1,2,7.4,0.9,0.10715,,,,,,,,,
757,heco,1,3,8.6,0.9,0.11721,,,,,,,,,
757,heco,2,1,7.6,0.7,0.10454,,,,,,10,8,9,
757,heco,2,2,7.1,0.6,0.10015,,,,,,,,,
757,heco,2,3,5.6,0.7,0.06718,,,,,,,,,
757,heco,3,1,6.8,0.8,0.09957,,,,,,10,9,6,
757,heco,3,2,7.6,0.6,0.11063,,,,,,,,,
757,heco,3,3,4.5,0.6,0.05541,,,,,,,,,
757,clbo,1,1,2.5,0.3,0.01213,,,,,,17,14,4,
757,clbo,1,2,2.6,0.4,0.01564,,,,,,,,,
757,clbo,1,3,2.4,0.2,0.01173,,,,,,,,,
757,clpu,1,1,2.9,0.3,0.02036,,,,,,11,8,6,
757,clpu,1,2,2.8,0.3,0.01635,,,,,,,,,
757,clpu,1,3,3,0.3,0.02485,,,,,,,,,
757,clpu,2,1,2.5,0.3,0.01687,,,,,,20,7,4,
757,clpu,2,2,2.5,3,0.01456,,,,,,,,,
757,clpu,2,3,2.4,0.3,0.01422,,,,,,,,,
757,clpu,3,1,2.6,0.3,0.01853,,,,,,23,10,6,
757,clpu,3,2,3,0.3,0.02247,,,,,,,,,
757,clpu,3,3,2.5,0.3,0.01953,,,,,,,,,
757,clpu,4,1,1.9,0.3,0.00995,,,,,,14,6,4,
757,clpu,4,2,2.4,0.3,0.01469,,,,,,,,,
757,clpu,4,3,2,0.3,0.01045,,,,,,,,,
757,clpu,5,1,2.8,0.3,0.02367,,,,,,13,10,6,
757,clpu,5,2,2.6,0.3,0.01912,,,,,,,,,
757,clpu,5,3,2.9,0.4,0.0236,,,,,,,,,
