Slice,Count,Total Area,Average Size,%Area,Mean
MIEL_p1_l1.jpeg,1,3.924,3.924,0.686,254.972
MIEL_p1_l2.jpeg,1,3.462,3.462,0.605,254.480
MIEL_p1_l3.jpeg,1,3.225,3.225,0.564,253.352
MIEL_p1_lvs.jpeg,14,22.378,1.598,3.910,254.908
MIEL_p2_l1.jpeg,3,3.891,1.297,0.680,254.653
MIEL_p2_l2.jpeg,1,2.495,2.495,0.436,254.903
MIEL_p2_l3.jpeg,3,4.024,1.341,0.703,252.825
MIEL_p2_lvs.jpeg,27,34.754,1.287,6.073,254.478
MIEL_p3_l1.jpeg,1,3.480,3.480,0.608,254.841
MIEL_p3_l2.jpeg,1,3.046,3.046,0.532,254.772
MIEL_p3_l3.jpeg,3,3.734,1.245,0.652,254.861
MIEL_p3_lvs.jpeg,19,29.840,1.571,5.214,254.383
MIEL_p4_l1.jpeg,2,5.243,2.622,0.916,254.997
MIEL_p4_l2.jpeg,1,2.964,2.964,0.518,253.100
MIEL_p4_l3.jpeg,1,4.306,4.306,0.752,254.986
MIEL_p4_lvs.jpeg,17,51.148,3.009,8.937,254.526
MIEL_p5_l1.jpeg,1,2.611,2.611,0.456,254.862
MIEL_p5_l2.jpeg,1,2.566,2.566,0.448,254.911
MIEL_p5_l3.jpeg,1,2.147,2.147,0.375,254.840
MIEL_p5_lvs.jpeg,13,16.959,1.305,2.963,254.645
MIEL_p6_l1.jpeg,1,1.536,1.536,0.268,254.750
MIEL_p6_l2.jpeg,1,1.162,1.162,0.203,252.220
MIEL_p6_l3.jpeg,1,1.347,1.347,0.235,254.915
MIEL_p6_lvs.jpeg,14,6.457,0.461,1.128,254.199
MIEL_p7_l1.jpeg,1,3.460,3.460,0.605,254.918
MIEL_p7_l2.jpeg,1,2.875,2.875,0.502,254.989
MIEL_p7_l3.jpeg,1,3.204,3.204,0.560,254.689
MIEL_p7_lvs.jpeg,13,21.817,1.678,3.812,254.699
