Slice,Count,Total Area,Average Size,%Area,Mean
LUBI_1_a,190,67.530,0.355,14.007,254.697
LUBI_1_b,186,65.554,0.352,13.598,254.771
LUBI_2,128,34.461,0.269,7.148,254.805
LUBI_3,134,68.844,0.514,14.280,254.894
LUBI_4,110,22.890,0.208,4.748,254.846
LUBI_5,149,33.442,0.224,6.937,254.646
LUBI_6,105,23.513,0.224,4.877,254.810
