plot,species,plant_number,leaf_number,leaf_length_cm,leaf_width_cm,wet_mass_g,petiole_mass_g,leaf_area_cm2,dry_mass_g,dry_mass_petiole_g,date_collected,height,Width_1,Width_2,notes
741,naat,5,1,1.5,0.6,0.01053,,,,,16-May-2017,10,18,13,using quarter of plant
741,naat,5,2,1.8,0.7,0.01869,,,,,16-May-2017,,,,
741,naat,5,3,1.5,0.9,0.01684,,,,,16-May-2017,,,,
741,lopu,1,1,2.4,1.7,0.03061,,,,,16-May-2017,7,9,3,
741,lopu,1,2,1.5,1.5,0.02025,,,,,16-May-2017,,,,
741,lopu,1,3,2,1.7,0.03622,,,,,16-May-2017,,,,
741,lopu,2,1,1.1,0.6,0.00744,,,,,16-May-2017,5,5,3,lots of herbivory on this plant
741,lopu,2,2,1.2,0.7,0.00723,,,,,16-May-2017,,,,
741,lopu,2,3,2,1.3,0.02344,,,,,16-May-2017,,,,"only used two leaflets for this leaf, herbivory on the third leaflet"
741,mepo,1,1,0.7,0.7,0.0449,,,,,16-May-2017,6,7,3,"only used two leaflets for this leaf, herbivory on the third leaflet"
741,mepo,1,2,0.5,1.3,0.0059,,,,,16-May-2017,,,,"only used two leaflets for this leaf, herbivory on the third leaflet"
741,mepo,1,3,0.4,1,0.00374,,,,,16-May-2017,,,,"only used two leaflets for this leaf, herbivory on the third leaflet"
740,naat,1,1,2.1,1,0.01218,,,,,16-May-2017,5.5,6,5,
740,naat,1,2,2.3,1,0.01101,,,,,16-May-2017,,,,
740,naat,1,3,2,1,0.00993,,,,,16-May-2017,,,,
740,naat,2,1,2.5,0.8,0.01208,,,,,16-May-2017,12,12,6,
740,naat,2,2,1.7,0.9,0.01108,,,,,16-May-2017,,,,
740,naat,2,3,2.5,1.2,0.01928,,,,,16-May-2017,,,,
740,naat,3,1,3.2,1,0.02158,,,,,16-May-2017,5,7,6,using half of plant
740,naat,3,2,3.5,0.8,0.02551,,,,,16-May-2017,,,,
740,naat,3,3,3,0.6,0.02198,,,,,16-May-2017,,,,
740,naat,4,1,2.5,0.5,0.01343,,,,,16-May-2017,5,9,7,using half of plant
740,naat,4,2,1.5,0.7,0.00635,,,,,16-May-2017,,,,
740,naat,4,3,1.7,0.7,0.00756,,,,,16-May-2017,,,,
740,naat,5,1,3.6,0.7,0.02144,,,,,16-May-2017,7,9,5,
740,naat,5,2,2.1,0.9,0.01157,,,,,16-May-2017,,,,
740,naat,5,3,2.7,0.7,0.01139,,,,,16-May-2017,,,,
749,lopu,1,1,2.3,3.1,0.04888,,,,,16-May-2017,11,21,7,
749,lopu,1,2,3,2,0.04208,,,,,16-May-2017,,,,
749,lopu,1,3,1.8,2.6,0.04489,,,,,16-May-2017,,,,
749,lopu,2,1,1.5,2.4,0.03727,,,,,16-May-2017,9,17,12,
749,lopu,2,2,2,2.4,0.02666,,,,,16-May-2017,,,,
749,lopu,2,3,2,2.4,0.02506,,,,,16-May-2017,,,,
749,lopu,3,1,2,2.5,0.03484,,,,,16-May-2017,8,12,10,
749,lopu,3,2,2,2.5,0.03102,,,,,16-May-2017,,,,
749,lopu,3,3,2.2,1.6,0.02728,,,,,16-May-2017,,,,leaflets in four pieces
749,lopu,4,1,2.5,3.2,0.06746,,,,,16-May-2017,18,29,20,a tiny LOPU was growing right next to this one but can use as a lambda plant
749,lopu,4,2,2,3.2,0.0616,,,,,16-May-2017,,,,
749,lopu,4,3,2.4,3,0.05683,,,,,16-May-2017,,,,
749,lopu,5,1,2,2.5,0.03458,,,,,16-May-2017,8,10,4,
749,lopu,5,2,1.6,2.2,0.02657,,,,,16-May-2017,,,,
749,lopu,5,3,1.5,2.2,0.02841,,,,,16-May-2017,,,,
749,erci,1,1,2.2,1,0.01587,,,,,16-May-2017,4,6,5,
749,erci,1,2,2.3,1,0.01559,,,,,16-May-2017,,,,
749,erci,1,3,2.1,1.1,0.01825,,,,,16-May-2017,,,,
749,erci,2,1,2.5,1.5,0.0315,,,,,16-May-2017,9,20,14,
749,erci,2,2,3.2,1.5,0.05391,,,,,16-May-2017,,,,
749,erci,2,3,2.1,1.5,0.02721,,,,,16-May-2017,,,,
749,erci,3,1,2.2,1.5,0.02222,,,,,16-May-2017,8,13,10,
749,erci,3,2,3,1.3,0.03716,,,,,16-May-2017,,,,
749,erci,3,3,3,1.5,0.03691,,,,,16-May-2017,,,,
749,erci,4,1,2.4,1.4,0.02706,,,,,16-May-2017,10,10,9,
749,erci,4,2,2.7,1.6,0.0398,,,,,16-May-2017,,,,
749,erci,4,3,2,1.1,0.01801,,,,,16-May-2017,,,,
749,erci,5,1,2.9,1.4,0.03189,,,,,16-May-2017,9,16,6,
749,erci,5,2,2.5,1.4,0.2581,,,,,16-May-2017,,,,
749,erci,5,3,2.4,1.2,0.02203,,,,,16-May-2017,,,,
749,naat,1,1,1.6,0.8,0.01223,,,,,16-May-2017,14,17,12,using quarter of plant
749,naat,1,2,1.7,0.9,0.01334,,,,,16-May-2017,,,,
749,naat,1,3,1.1,0.7,0.01218,,,,,16-May-2017,,,,
749,naat,2,1,2.5,0.6,0.01865,,,,,16-May-2017,11,18,16,
749,naat,2,2,1.5,0.7,0.00621,,,,,16-May-2017,,,,
749,naat,2,3,1.4,0.7,0.00642,,,,,16-May-2017,,,,
749,naat,3,1,2,0.7,0.01053,,,,,16-May-2017,6,9,3,
749,naat,3,2,2,0.8,0.01101,,,,,16-May-2017,,,,
749,naat,3,3,2.2,0.7,0.01079,,,,,16-May-2017,,,,
749,naat,4,1,1.2,0.5,0.00411,,,,,16-May-2017,7,4,4,
749,naat,4,2,1.4,0.4,0.00564,,,,,16-May-2017,,,,
749,naat,4,3,1.4,0.4,0.00495,,,,,16-May-2017,,,,
749,naat,5,1,1.5,0.7,0.00802,,,,,16-May-2017,7,4,4,
749,naat,5,2,1.5,0.7,0.00776,,,,,16-May-2017,,,,
749,naat,5,3,1.6,0.6,0.00864,,,,,16-May-2017,,,,
753,lopu,1,1,2.1,1.7,0.04608,,,,,16-May-2017,9,13,10,
753,lopu,1,2,2,2,0.03587,,,,,16-May-2017,,,,
753,lopu,1,3,2.4,2.7,0.04407,,,,,16-May-2017,,,,
754,lopu,1,1,2,2.5,0.02842,,,,,16-May-2017,7,8,5,
754,lopu,1,2,1.8,2.7,0.03082,,,,,16-May-2017,,,,
754,lopu,1,3,1.1,1.5,0.01786,,,,,16-May-2017,,,,
754,lopu,2,1,1.1,1.7,0.02037,,,,,16-May-2017,4,3,3,
754,lopu,2,2,1.1,1.7,0.02162,,,,,16-May-2017,,,,
754,lopu,2,3,1.1,1.7,0.02318,,,,,16-May-2017,,,,
754,lopu,3,1,1.7,2,0.02273,,,,,16-May-2017,6,6,4,
754,lopu,3,2,1.3,1.7,0.0175,,,,,16-May-2017,,,,
754,lopu,3,3,1.3,2,0.01741,,,,,16-May-2017,,,,
749,lopu,1,1,2.4,0.4,0.01891,,,,,16-May-2017,5,7,8,
749,lopu,1,2,2.3,0.4,0.01832,,,,,16-May-2017,,,,
749,lopu,1,3,2.4,0.4,0.02397,,,,,16-May-2017,,,,
