Slice,Count,Total Area,Average Size,%Area,Mean
TRLA_2_all,59,60.935,1.033,12.302,254.688
TRLA_3_all,51,43.765,0.858,8.836,254.796
TRLA_4_all,40,35.243,0.881,7.115,253.722
TRLA_5_all,52,33.332,0.641,6.729,254.762
TRLA_8_all,43,23.788,0.553,4.802,254.759
TRLA_1_1,1,4.185,4.185,4.11,254.999
TRLA_2_1,1,3.578,3.578,3.514,254.983
TRLA_3_1,1,3.415,3.415,3.354,254.991
TRLA_4_1,1,3.235,3.235,3.177,255
TRLA_5_1,1,1.932,1.932,1.897,254.993
TRLA_6_1,1,2.386,2.386,2.343,254.971
TRLA_7_1,1,2.122,2.122,2.084,254.998
TRLA_8_1,1,1.297,1.297,1.274,254.972
TRLA_1_2,1,3.985,3.985,4.206,254.994
TRLA_2_2,1,2.772,2.772,2.925,254.993
TRLA_3_2,1,3.016,3.016,3.184,254.948
TRLA_4_2,1,3.599,3.599,3.799,254.986
TRLA_5_2,1,2.538,2.538,2.678,254.932
TRLA_6_2,1,4.821,4.821,5.089,254.882
TRLA_7_2,1,1.18,1.18,1.245,254.996
TRLA_8_2,1,1.495,1.495,1.578,254.985
TRLA_1_3,1,4.596,4.596,2.573,254.998
TRLA_2_3,1,3.228,3.228,1.807,254.994
TRLA_3_3,1,1.644,1.644,0.92,254.997
TRLA_4_3,1,2.284,2.284,1.278,255
TRLA_5_3,1,2.846,2.846,1.593,254.973
TRLA_6_3,1,1.999,1.999,1.119,254.991
TRLA_7_3,1,1.405,1.405,0.787,255
TRLA_8_3,1,1.178,1.178,0.659,254.965
