Slice,Count,Total Area,Average Size,%Area,Mean
clpe-p1-all,4,49.809,12.452,7.667,254.904
clpe-p1-all,5,27.95,5.59,4.302,254.034
clpe-p2-all,8,56.343,7.043,8.672,254.889
clpe-p2-all,1,7.706,7.706,1.186,254.91
clpe-p3-all,6,83.031,13.838,12.78,254.936
clpe-p3-all,5,44.619,8.924,6.868,254.741
clpe-p4-all,4,19.326,4.831,2.975,254.972
clpe-p4-all,1,2.044,2.044,0.315,251.085
clpe-p5-all,7,23.899,3.414,3.679,254.954
clpe-p5-all,4,21.621,5.405,3.328,254.958
clpe-p6-all,5,61.109,12.222,9.406,251.573
clpe-p6-all,3,20.819,6.94,3.205,254.864
clpe-p7-all,7,55.175,7.882,8.493,254.06
clpe-p7-all,5,22.486,4.497,3.461,247.582
clpe-p8-all,5,50.243,10.049,7.734,254.715
clpe-p8-all,3,14.052,4.684,2.163,254.324
clpe-p1-l1,1,21.617,21.617,3.327,254.907
clpe-p1-l2,1,18.621,18.621,2.866,254.933
clpe-p1-l3,1,10,10,1.539,254.994
clpe-p2-l1,1,9.565,9.565,1.472,254.999
clpe-p2-l2,1,12.43,12.43,1.913,255
clpe-p2-l3,1,7.405,7.405,1.14,254.933
clpe-p3-l1,1,17.801,17.801,2.74,254.998
clpe-p3-l2,1,6.076,6.076,0.935,254.996
clpe-p3-l3,1,4.78,4.78,0.736,254.98
clpe-p4-l1,1,8.23,8.23,1.267,254.996
clpe-p4-l2,1,4.555,4.555,0.701,254.993
clpe-p4-l3,1,1.885,1.885,0.29,254.99
clpe-p5-l1,1,9.449,9.449,1.454,255
clpe-p5-l2,1,9.702,9.702,1.493,254.999
clpe-p5-l3,1,6.016,6.016,0.926,255
clpe-p6-l1,2,11.318,5.659,1.742,254.963
clpe-p6-l2,1,13.218,13.218,2.035,254.982
clpe-p6-l3,1,4.425,4.425,0.681,254.993
clpe-p7-l1,1,13.491,13.491,2.077,254.451
clpe-p7-l2,1,8.361,8.361,1.287,254.999
clpe-p7-l3,1,6.171,6.171,0.95,254.988
clpe-p8-l1,1,18.787,18.787,2.892,254.992
clpe-p8-l2,1,12.054,12.054,1.855,254.999
clpe-p8-l3,1,12.823,12.823,1.974,254.981
