Slice,Count,Total Area,Average Size,%Area,Mean
AGHE2_p1_l1.jpeg,1,7.687,7.687,1.374,254.903
AGHE2_p1_l2.jpeg,1,8.289,8.289,1.482,254.947
AGHE2_p1_l3.jpeg,1,8.028,8.028,1.435,254.993
AGHE2_p1_lvs.jpeg,19,68.573,3.609,12.261,254.659
AGHE2_p2_l1.jpeg,1,5.453,5.453,0.975,254.974
AGHE2_p2_l2.jpeg,1,5.626,5.626,1.006,254.998
AGHE2_p2_l3.jpeg,1,4.470,4.470,0.799,254.866
AGHE2_p2_lvs.jpeg,13,41.752,3.212,7.465,254.510
AGHE2_p3_l1.jpeg,1,3.950,3.950,0.706,254.665
AGHE2_p3_l2.jpeg,1,4.386,4.386,0.784,254.955
AGHE2_p3_l3.jpeg,1,3.587,3.587,0.641,254.763
AGHE2_p3_lvs.jpeg,16,48.174,3.011,8.614,253.866
AGHE2_p4_l1.jpeg,1,5.612,5.612,1.003,254.972
AGHE2_p4_l2.jpeg,1,5.409,5.409,0.967,254.937
AGHE2_p4_l3.jpeg,1,6.664,6.664,1.192,254.995
AGHE2_p4_lvs.jpeg,19,70.018,3.685,12.519,254.703
AGHE2_p5_l1.jpeg,1,3.922,3.922,0.701,253.674
AGHE2_p5_l2.jpeg,1,6.785,6.785,1.213,254.857
AGHE2_p5_l3.jpeg,1,5.795,5.795,1.036,254.864
AGHE2_p5_lvs.jpeg,12,35.883,2.990,6.416,254.487
AGHE2_p6_l1.jpeg,1,3.097,3.097,0.554,254.957
AGHE2_p6_l2.jpeg,1,3.498,3.498,0.626,254.871
AGHE2_p6_l3.jpeg,1,3.296,3.296,0.589,254.963
AGHE2_p6_lvs.jpeg,12,30.623,2.552,5.476,254.738
AGHE2_p7_l1.jpeg,1,5.208,5.208,0.931,254.997
AGHE2_p7_l2.jpeg,1,5.527,5.527,0.988,254.912
AGHE2_p7_l3.jpeg,1,4.206,4.206,0.752,254.767
AGHE2_p7_lvs.jpeg,13,36.054,2.773,6.447,254.629
AGHE2_p8_l1.jpeg,1,5.847,5.847,1.045,254.914
AGHE2_p8_l2.jpeg,1,5.433,5.433,0.971,254.990
AGHE2_p8_l3.jpeg,1,5.760,5.760,1.030,254.892
AGHE2_p8_lvs.jpeg,10,28.205,2.820,5.043,254.506
