slice,alias,plant_number,leaf_number,all,count,total_area,scan_date,notes,USDA_symbol,petiole,plot
napu-p6-l2,NAPU,6,2,FALSE,8,8.251,2017-05-11,,STPU2,FALSE,non_plot
napu-p6-l3,NAPU,6,3,FALSE,7,6.559,2017-05-11,,STPU2,FALSE,non_plot
napu-p7-all,NAPU,7,NA,TRUE,23,45.514,2017-05-11,,STPU2,FALSE,non_plot
napu-p7-l1,NAPU,7,1,FALSE,9,7.296,2017-05-11,,STPU2,FALSE,non_plot
napu-p7-l2,NAPU,7,2,FALSE,7,7.165,2017-05-11,,STPU2,FALSE,non_plot
napu-p7-l3,NAPU,7,3,FALSE,7,8.993,2017-05-11,,STPU2,FALSE,non_plot
napu-p8-all,NAPU,8,NA,TRUE,69,80.72,2017-05-11,,STPU2,FALSE,non_plot
napu-p8-l1,NAPU,8,1,FALSE,13,11.115,2017-05-11,,STPU2,FALSE,non_plot
napu-p8-l2,NAPU,8,2,FALSE,5,2.343,2017-05-11,,STPU2,FALSE,non_plot
napu-p8-l3,NAPU,8,3,FALSE,12,4.272,2017-05-11,,STPU2,FALSE,non_plot
caco-p1-l1,CACO,1,1,FALSE,3,2.429,2017-05-12,,CACO35,FALSE,non_plot
caco-p1-l2,CACO,1,2,FALSE,2,2.84,2017-05-12,,CACO35,FALSE,non_plot
caco-p1-l3,CACO,1,3,FALSE,2,2.613,2017-05-12,,CACO35,FALSE,non_plot
caco-p2-l1,CACO,2,1,FALSE,3,3.965,2017-05-12,,CACO35,FALSE,non_plot
caco-p2-l2,CACO,2,2,FALSE,3,3.294,2017-05-12,,CACO35,FALSE,non_plot
caco-p2-l3,CACO,2,3,FALSE,3,2.824,2017-05-12,,CACO35,FALSE,non_plot
caco-p3-l1,CACO,3,1,FALSE,2,1.638,2017-05-12,,CACO35,FALSE,non_plot
caco-p3-l2,CACO,3,2,FALSE,3,1.851,2017-05-12,,CACO35,FALSE,non_plot
caco-p3-l3,CACO,3,3,FALSE,1,1.449,2017-05-12,,CACO35,FALSE,non_plot
caco-p4-l1,CACO,4,1,FALSE,3,1.346,2017-05-12,,CACO35,FALSE,non_plot
caco-p4-l2,CACO,4,2,FALSE,2,1.694,2017-05-12,,CACO35,FALSE,non_plot
caco-p4-l3,CACO,4,3,FALSE,2,1.535,2017-05-12,,CACO35,FALSE,non_plot
caco-p5-all,CACO,5,NA,TRUE,49,31.502,2017-05-12,,CACO35,FALSE,non_plot
caco-p5-l1,CACO,5,1,FALSE,2,2.305,2017-05-12,,CACO35,FALSE,non_plot
caco-p5-l2,CACO,5,2,FALSE,2,1.772,2017-05-12,,CACO35,FALSE,non_plot
caco-p5-l3,CACO,5,3,FALSE,2,2.207,2017-05-12,,CACO35,FALSE,non_plot
caco-p6-all,CACO,6,NA,TRUE,72,62.452,2017-05-12,,CACO35,FALSE,non_plot
caco-p6-l1,CACO,6,1,FALSE,2,2.735,2017-05-12,,CACO35,FALSE,non_plot
caco-p6-l2,CACO,6,2,FALSE,2,2.355,2017-05-12,,CACO35,FALSE,non_plot
caco-p6-l3,CACO,6,3,FALSE,2,1.891,2017-05-12,,CACO35,FALSE,non_plot
caco-p7-all,CACO,7,NA,TRUE,36,30.511,2017-05-12,,CACO35,FALSE,non_plot
caco-p7-l1,CACO,7,1,FALSE,3,2.693,2017-05-12,,CACO35,FALSE,non_plot
caco-p7-l2,CACO,7,2,FALSE,3,1.984,2017-05-12,,CACO35,FALSE,non_plot
caco-p7-l3,CACO,7,3,FALSE,2,2.045,2017-05-12,,CACO35,FALSE,non_plot
caco-p8-all,CACO,8,NA,TRUE,61,32.613,2017-05-12,,CACO35,FALSE,non_plot
caco-p8-l1,CACO,8,1,FALSE,2,1.303,2017-05-12,,CACO35,FALSE,non_plot
caco-p8-l2,CACO,8,2,FALSE,1,1.391,2017-05-12,,CACO35,FALSE,non_plot
caco-p8-l3,CACO,8,3,FALSE,2,1.657,2017-05-12,,CACO35,FALSE,non_plot
chpo-p1-all,CHPO,1,NA,TRUE,14,63.923,2017-05-12,,CHPO3,FALSE,non_plot
chpo-p1-l1,CHPO,1,1,FALSE,6,33.044,2017-05-12,,CHPO3,FALSE,non_plot
chpo-p1-l2,CHPO,1,2,FALSE,10,30.898,2017-05-12,,CHPO3,FALSE,non_plot
chpo-p1-l3,CHPO,1,3,FALSE,9,31.302,2017-05-12,,CHPO3,FALSE,non_plot
chpo-p2-all,CHPO,2,NA,TRUE,13,47.127,2017-05-12,,CHPO3,FALSE,non_plot
chpo-p2-l1,CHPO,2,1,FALSE,11,36.392,2017-05-12,,CHPO3,FALSE,non_plot
chpo-p2-l2,CHPO,2,2,FALSE,8,19.537,2017-05-12,,CHPO3,FALSE,non_plot
chpo-p2-l3,CHPO,2,3,FALSE,7,20.018,2017-05-12,,CHPO3,FALSE,non_plot
chpo-p3-l1,CHPO,3,1,FALSE,6,26.071,2017-05-12,,CHPO3,FALSE,non_plot
chpo-p3-l2,CHPO,3,2,FALSE,10,29.129,2017-05-12,,CHPO3,FALSE,non_plot
chpo-p3-l3,CHPO,3,3,FALSE,11,21.265,2017-05-12,,CHPO3,FALSE,non_plot
chpo-p4-all,CHPO,4,NA,TRUE,16,50.492,2017-05-12,,CHPO3,FALSE,non_plot
chpo-p4-l1,CHPO,4,1,FALSE,9,32.719,2017-05-12,,CHPO3,FALSE,non_plot
chpo-p4-l2,CHPO,4,2,FALSE,10,39.436,2017-05-12,,CHPO3,FALSE,non_plot
chpo-p4-l3,CHPO,4,3,FALSE,6,20.889,2017-05-12,,CHPO3,FALSE,non_plot
chpo-p5-all,CHPO,5,NA,TRUE,7,14.9,2017-05-12,,CHPO3,FALSE,non_plot
chpo-p5-l1,CHPO,5,1,FALSE,8,34.021,2017-05-12,,CHPO3,FALSE,non_plot
chpo-p5-l2,CHPO,5,2,FALSE,8,26.187,2017-05-12,,CHPO3,FALSE,non_plot
chpo-p5-l3,CHPO,5,3,FALSE,6,31.511,2017-05-12,,CHPO3,FALSE,non_plot
chpo-p6-all,CHPO,6,NA,TRUE,40,152.766,2017-05-12,,CHPO3,FALSE,non_plot
chpo-p6-l1,CHPO,6,1,FALSE,6,19.179,2017-05-12,,CHPO3,FALSE,non_plot
chpo-p6-l2,CHPO,6,2,FALSE,9,33.876,2017-05-12,,CHPO3,FALSE,non_plot
chpo-p6-l3,CHPO,6,3,FALSE,9,42.03,2017-05-12,,CHPO3,FALSE,non_plot
chpo-p7-all,CHPO,7,NA,TRUE,11,47.274,2017-05-12,,CHPO3,FALSE,non_plot
chpo-p7-l1,CHPO,7,1,FALSE,5,27.657,2017-05-12,,CHPO3,FALSE,non_plot
chpo-p7-l2,CHPO,7,2,FALSE,8,35.097,2017-05-12,,CHPO3,FALSE,non_plot
chpo-p7-l3,CHPO,7,3,FALSE,8,22.668,2017-05-12,,CHPO3,FALSE,non_plot
chpo-p8-all,CHPO,8,NA,TRUE,36,113.436,2017-05-12,,CHPO3,FALSE,non_plot
chpo-p8-l1,CHPO,8,1,FALSE,8,39.932,2017-05-12,,CHPO3,FALSE,non_plot
chpo-p8-l2,CHPO,8,2,FALSE,11,40.521,2017-05-12,,CHPO3,FALSE,non_plot
chpo-p8-l3,CHPO,8,3,FALSE,10,45.685,2017-05-12,,CHPO3,FALSE,non_plot
croton-p1-all,CROTON,1,NA,TRUE,9,23.252,2017-05-12,,CRSE11,FALSE,non_plot
croton-p1-l1,CROTON,1,1,FALSE,1,4.208,2017-05-12,,CRSE11,FALSE,non_plot
croton-p1-l2,CROTON,1,2,FALSE,1,4.447,2017-05-12,,CRSE11,FALSE,non_plot
croton-p1-l3,CROTON,1,3,FALSE,1,2.889,2017-05-12,,CRSE11,FALSE,non_plot
croton-p2-all,CROTON,2,NA,TRUE,14,16.123,2017-05-12,,CRSE11,FALSE,non_plot
croton-p2-l1,CROTON,2,1,FALSE,1,2.551,2017-05-12,,CRSE11,FALSE,non_plot
croton-p2-l2,CROTON,2,2,FALSE,1,2.387,2017-05-12,,CRSE11,FALSE,non_plot
croton-p2-l3,CROTON,2,3,FALSE,1,1.359,2017-05-12,,CRSE11,FALSE,non_plot
croton-p3-all,CROTON,3,NA,TRUE,18,60.541,2017-05-12,,CRSE11,FALSE,non_plot
croton-p3-l1,CROTON,3,1,FALSE,1,7.383,2017-05-12,,CRSE11,FALSE,non_plot
croton-p3-l2,CROTON,3,2,FALSE,1,8.781,2017-05-12,,CRSE11,FALSE,non_plot
croton-p3-l3,CROTON,3,3,FALSE,1,1.676,2017-05-12,,CRSE11,FALSE,non_plot
croton-p4-all,CROTON,4,NA,TRUE,27,50.124,2017-05-12,,CRSE11,FALSE,non_plot
croton-p4-l1,CROTON,4,1,FALSE,1,5.936,2017-05-12,,CRSE11,FALSE,non_plot
croton-p4-l2,CROTON,4,2,FALSE,1,5.512,2017-05-12,,CRSE11,FALSE,non_plot
croton-p4-l3,CROTON,4,3,FALSE,1,4.765,2017-05-12,,CRSE11,FALSE,non_plot
croton-p5-all,CROTON,5,NA,TRUE,9,9.558,2017-05-12,,CRSE11,FALSE,non_plot
croton-p5-l1,CROTON,5,1,FALSE,1,3.241,2017-05-12,,CRSE11,FALSE,non_plot
croton-p5-l2,CROTON,5,2,FALSE,1,0.763,2017-05-12,,CRSE11,FALSE,non_plot
croton-p5-l3,CROTON,5,3,FALSE,1,1.878,2017-05-12,,CRSE11,FALSE,non_plot
croton-p6-all,CROTON,6,NA,TRUE,17,25.367,2017-05-12,,CRSE11,FALSE,non_plot
croton-p6-l1,CROTON,6,1,FALSE,1,3.066,2017-05-12,,CRSE11,FALSE,non_plot
croton-p6-l2,CROTON,6,2,FALSE,1,2.026,2017-05-12,,CRSE11,FALSE,non_plot
croton-p6-l3,CROTON,6,3,FALSE,1,3.727,2017-05-12,,CRSE11,FALSE,non_plot
croton-p7-all,CROTON,7,NA,TRUE,9,12.933,2017-05-12,,CRSE11,FALSE,non_plot
croton-p7-l1,CROTON,7,1,FALSE,1,2.977,2017-05-12,,CRSE11,FALSE,non_plot
croton-p7-l2,CROTON,7,2,FALSE,1,2.84,2017-05-12,,CRSE11,FALSE,non_plot
croton-p7-l3,CROTON,7,3,FALSE,1,1.055,2017-05-12,,CRSE11,FALSE,non_plot
croton-p8-all,CROTON,8,NA,TRUE,9,12.638,2017-05-12,,CRSE11,FALSE,non_plot
croton-p8-l1,CROTON,8,1,FALSE,1,2.258,2017-05-12,,CRSE11,FALSE,non_plot
croton-p8-l2,CROTON,8,2,FALSE,1,2.493,2017-05-12,,CRSE11,FALSE,non_plot
croton-p8-l3,CROTON,8,3,FALSE,1,2.375,2017-05-12,,CRSE11,FALSE,non_plot
lara-p1-all,LARA,1,NA,TRUE,25,26.743,2017-05-12,,LARA,FALSE,non_plot
lara-p1-l1,LARA,1,1,FALSE,1,3.148,2017-05-12,,LARA,FALSE,non_plot
lara-p1-l2,LARA,1,2,FALSE,1,3.407,2017-05-12,,LARA,FALSE,non_plot
lara-p1-l3,LARA,1,3,FALSE,1,2.19,2017-05-12,,LARA,FALSE,non_plot
lara-p2-all,LARA,2,NA,TRUE,30,21.558,2017-05-12,,LARA,FALSE,non_plot
lara-p2-l1,LARA,2,1,FALSE,1,2.42,2017-05-12,,LARA,FALSE,non_plot
lara-p2-l2,LARA,2,2,FALSE,1,2.202,2017-05-12,,LARA,FALSE,non_plot
lara-p2-l3,LARA,2,3,FALSE,1,3.315,2017-05-12,,LARA,FALSE,non_plot
lara-p3-all,LARA,3,NA,TRUE,13,16.132,2017-05-12,,LARA,FALSE,non_plot
lara-p3-l1,LARA,3,1,FALSE,1,2.324,2017-05-12,,LARA,FALSE,non_plot
lara-p3-l2,LARA,3,2,FALSE,2,1.915,2017-05-12,,LARA,FALSE,non_plot
lara-p3-l3,LARA,3,3,FALSE,2,1.867,2017-05-12,,LARA,FALSE,non_plot
lara-p4-all,LARA,4,NA,TRUE,10,3.983,2017-05-12,,LARA,FALSE,non_plot
lara-p4-l1,LARA,4,1,FALSE,2,0.959,2017-05-12,,LARA,FALSE,non_plot
lara-p4-l2,LARA,4,2,FALSE,2,1.029,2017-05-12,,LARA,FALSE,non_plot
lara-p4-l3,LARA,4,3,FALSE,1,0.658,2017-05-12,,LARA,FALSE,non_plot
lara-p5-all,LARA,5,NA,TRUE,19,26.847,2017-05-12,,LARA,FALSE,non_plot
lara-p5-l1,LARA,5,1,FALSE,1,3.596,2017-05-12,,LARA,FALSE,non_plot
lara-p5-l2,LARA,5,2,FALSE,2,4.433,2017-05-12,,LARA,FALSE,non_plot
lara-p5-l3,LARA,5,3,FALSE,1,2.629,2017-05-12,,LARA,FALSE,non_plot
lara-p6-all-1,LARA,6,NA,TRUE,45,35.422,2017-05-12,,LARA,FALSE,non_plot
lara-p6-all-2,LARA,6,NA,TRUE,21,7.905,2017-05-12,,LARA,FALSE,non_plot
lara-p6-l1,LARA,6,1,FALSE,2,4.063,2017-05-12,,LARA,FALSE,non_plot
lara-p6-l2,LARA,6,2,FALSE,1,3.138,2017-05-12,,LARA,FALSE,non_plot
lara-p6-l3,LARA,6,3,FALSE,1,2.28,2017-05-12,,LARA,FALSE,non_plot
lara-p7-all,LARA,7,NA,TRUE,51,31.265,2017-05-12,,LARA,FALSE,non_plot
lara-p7-l1,LARA,7,1,FALSE,1,3.033,2017-05-12,,LARA,FALSE,non_plot
lara-p7-l2,LARA,7,2,FALSE,2,2.006,2017-05-12,,LARA,FALSE,non_plot
lara-p7-l3,LARA,7,3,FALSE,2,1.368,2017-05-12,,LARA,FALSE,non_plot
lara-p8-all,LARA,8,NA,TRUE,11,6.233,2017-05-12,,LARA,FALSE,non_plot
lara-p8-l1,LARA,8,1,FALSE,2,1.688,2017-05-12,,LARA,FALSE,non_plot
lara-p8-l2,LARA,8,2,FALSE,1,1.67,2017-05-12,,LARA,FALSE,non_plot
lara-p8-l3,LARA,8,3,FALSE,1,1.178,2017-05-12,,LARA,FALSE,non_plot
siga-p1-all,SIGA,1,NA,TRUE,13,4.457,2017-05-12,,SIGA,FALSE,non_plot
siga-p1-l1,SIGA,1,1,FALSE,1,1.614,2017-05-12,,SIGA,FALSE,non_plot
siga-p1-l2,SIGA,1,2,FALSE,1,1.331,2017-05-12,,SIGA,FALSE,non_plot
siga-p1-l3,SIGA,1,3,FALSE,1,0.984,2017-05-12,,SIGA,FALSE,non_plot
siga-p2-all,SIGA,2,NA,TRUE,45,23.011,2017-05-12,,SIGA,FALSE,non_plot
siga-p2-l1,SIGA,2,1,FALSE,1,1.219,2017-05-12,,SIGA,FALSE,non_plot
siga-p2-l2,SIGA,2,2,FALSE,1,2.094,2017-05-12,,SIGA,FALSE,non_plot
siga-p2-l3,SIGA,2,3,FALSE,1,0.718,2017-05-12,,SIGA,FALSE,non_plot
siga-p3-all,SIGA,3,NA,TRUE,45,29.449,2017-05-12,,SIGA,FALSE,non_plot
siga-p3-l1,SIGA,3,1,FALSE,1,2.079,2017-05-12,,SIGA,FALSE,non_plot
siga-p3-l2,SIGA,3,2,FALSE,1,0.878,2017-05-12,,SIGA,FALSE,non_plot
siga-p3-l3,SIGA,3,3,FALSE,3,2.897,2017-05-12,,SIGA,FALSE,non_plot
siga-p4-all,SIGA,4,NA,TRUE,73,39.322,2017-05-12,,SIGA,FALSE,non_plot
siga-p4-l1,SIGA,4,1,FALSE,1,1.308,2017-05-12,,SIGA,FALSE,non_plot
siga-p4-l2,SIGA,4,2,FALSE,1,0.974,2017-05-12,,SIGA,FALSE,non_plot
siga-p4-l3,SIGA,4,3,FALSE,2,1.587,2017-05-12,,SIGA,FALSE,non_plot
siga-p5-all,SIGA,5,NA,TRUE,42,17.408,2017-05-12,,SIGA,FALSE,non_plot
siga-p5-l1,SIGA,5,1,FALSE,1,1.387,2017-05-12,,SIGA,FALSE,non_plot
siga-p5-l2,SIGA,5,2,FALSE,1,1.925,2017-05-12,,SIGA,FALSE,non_plot
siga-p5-l3,SIGA,5,3,FALSE,1,0.506,2017-05-12,,SIGA,FALSE,non_plot
siga-p6-all,SIGA,6,NA,TRUE,32,20.607,2017-05-12,,SIGA,FALSE,non_plot
siga-p6-l1,SIGA,6,1,FALSE,1,1.874,2017-05-12,,SIGA,FALSE,non_plot
siga-p6-l2,SIGA,6,2,FALSE,1,0.812,2017-05-12,,SIGA,FALSE,non_plot
siga-p6-l3,SIGA,6,3,FALSE,1,0.852,2017-05-12,,SIGA,FALSE,non_plot
siga-p7-all,SIGA,7,NA,TRUE,56,34.193,2017-05-12,,SIGA,FALSE,non_plot
siga-p7-l1,SIGA,7,1,FALSE,1,2.009,2017-05-12,,SIGA,FALSE,non_plot
siga-p7-l2,SIGA,7,2,FALSE,2,1.478,2017-05-12,,SIGA,FALSE,non_plot
siga-p7-l3,SIGA,7,3,FALSE,1,1.404,2017-05-12,,SIGA,FALSE,non_plot
siga-p8-all,SIGA,8,NA,TRUE,12,4.505,2017-05-12,,SIGA,FALSE,non_plot
siga-p8-l1,SIGA,8,1,FALSE,1,0.795,2017-05-12,,SIGA,FALSE,non_plot
siga-p8-l2,SIGA,8,2,FALSE,1,0.761,2017-05-12,,SIGA,FALSE,non_plot
siga-p8-l3,SIGA,8,3,FALSE,1,0.41,2017-05-12,,SIGA,FALSE,non_plot
anar-p1-all,ANAR,1,NA,TRUE,61,36.32,2017-04-14,,ANAR,FALSE,non_plot
anar-p1-l1,ANAR,1,1,FALSE,1,0.644,2017-04-14,,ANAR,FALSE,non_plot
anar-p1-l2,ANAR,1,2,FALSE,1,1.159,2017-04-14,,ANAR,FALSE,non_plot
anar-p1-l3,ANAR,1,3,FALSE,1,0.661,2017-04-14,,ANAR,FALSE,non_plot
anar-p2-all,ANAR,2,NA,TRUE,32,14.155,2017-04-14,,ANAR,FALSE,non_plot
anar-p2-l1,ANAR,2,1,FALSE,1,0.783,2017-04-14,,ANAR,FALSE,non_plot
anar-p2-l2,ANAR,2,2,FALSE,1,0.641,2017-04-14,,ANAR,FALSE,non_plot
anar-p2-l3,ANAR,2,3,FALSE,1,0.598,2017-04-14,,ANAR,FALSE,non_plot
anar-p3-all,ANAR,3,NA,TRUE,76,41.316,2017-04-14,,ANAR,FALSE,non_plot
anar-p3-l1,ANAR,3,1,FALSE,2,1.168,2017-04-14,,ANAR,FALSE,non_plot
anar-p3-l2,ANAR,3,2,FALSE,2,1.474,2017-04-14,,ANAR,FALSE,non_plot
anar-p3-l3,ANAR,3,3,FALSE,1,1.385,2017-04-14,,ANAR,FALSE,non_plot
anar-p4-all,ANAR,4,NA,TRUE,70,23.616,2017-04-14,,ANAR,FALSE,non_plot
anar-p4-l1,ANAR,4,1,FALSE,1,1.122,2017-04-14,,ANAR,FALSE,non_plot
anar-p4-l2,ANAR,4,2,FALSE,1,1.262,2017-04-14,,ANAR,FALSE,non_plot
anar-p4-l3,ANAR,4,3,FALSE,1,0.477,2017-04-14,,ANAR,FALSE,non_plot
anar-p5-all,ANAR,5,NA,TRUE,58,16.409,2017-04-14,,ANAR,FALSE,non_plot
anar-p5-l1,ANAR,5,1,FALSE,1,0.817,2017-04-14,,ANAR,FALSE,non_plot
anar-p5-l2,ANAR,5,2,FALSE,1,0.773,2017-04-14,,ANAR,FALSE,non_plot
anar-p5-l3,ANAR,5,3,FALSE,1,0.726,2017-04-14,,ANAR,FALSE,non_plot
anar-p6-all,ANAR,6,NA,TRUE,60,26.602,2017-04-14,,ANAR,FALSE,non_plot
anar-p6-l1,ANAR,6,1,FALSE,2,1.158,2017-04-14,,ANAR,FALSE,non_plot
anar-p6-l2,ANAR,6,2,FALSE,2,1.588,2017-04-14,,ANAR,FALSE,non_plot
anar-p6-l3,ANAR,6,3,FALSE,1,0.639,2017-04-14,,ANAR,FALSE,non_plot
anar-p7-all,ANAR,7,NA,TRUE,105,32.699,2017-04-14,,ANAR,FALSE,non_plot
anar-p7-l1,ANAR,7,1,FALSE,1,0.952,2017-04-14,,ANAR,FALSE,non_plot
anar-p7-l2,ANAR,7,2,FALSE,1,0.756,2017-04-14,,ANAR,FALSE,non_plot
anar-p7-l3,ANAR,7,3,FALSE,1,0.636,2017-04-14,,ANAR,FALSE,non_plot
anar-p8-all,ANAR,8,NA,TRUE,76,24.968,2017-04-14,,ANAR,FALSE,non_plot
anar-p8-l1,ANAR,8,1,FALSE,1,0.617,2017-04-14,,ANAR,FALSE,non_plot
anar-p8-l2,ANAR,8,2,FALSE,1,0.551,2017-04-14,,ANAR,FALSE,non_plot
anar-p8-l3,ANAR,8,3,FALSE,1,0.488,2017-04-14,,ANAR,FALSE,non_plot
chpa-p1-all-big,CHPA,1,NA,TRUE,76,63.414,2017-05-17,,CHPA8,FALSE,non_plot
chpa-p1-all-small,CHPA,1,NA,TRUE,115,16.049,2017-05-17,,CHPA8,FALSE,non_plot
chpa-p1-l1,CHPA,1,1,FALSE,5,36.237,2017-05-17,,CHPA8,FALSE,non_plot
chpa-p1-l2,CHPA,1,2,FALSE,5,18.008,2017-05-17,,CHPA8,FALSE,non_plot
chpa-p1-l3,CHPA,1,3,FALSE,2,5.332,2017-05-17,,CHPA8,FALSE,non_plot
chpa-p2-all-big,CHPA,2,NA,TRUE,63,39.44,2017-05-17,,CHPA8,FALSE,non_plot
chpa-p2-all-small,CHPA,2,NA,TRUE,92,11.419,2017-05-17,,CHPA8,FALSE,non_plot
chpa-p2-l1,CHPA,2,1,FALSE,2,7.548,2017-05-17,,CHPA8,FALSE,non_plot
chpa-p2-l2,CHPA,2,2,FALSE,4,11.761,2017-05-17,,CHPA8,FALSE,non_plot
chpa-p2-l3,CHPA,2,3,FALSE,2,7.078,2017-05-17,,CHPA8,FALSE,non_plot
chpa-p3-all,CHPA,3,NA,TRUE,37,13.169,2017-05-17,,CHPA8,FALSE,non_plot
chpa-p3-l1,CHPA,3,1,FALSE,1,2.585,2017-05-17,,CHPA8,FALSE,non_plot
chpa-p3-l2,CHPA,3,2,FALSE,2,3.486,2017-05-17,,CHPA8,FALSE,non_plot
chpa-p3-l3,CHPA,3,3,FALSE,2,1.614,2017-05-17,,CHPA8,FALSE,non_plot
chpa-p4-all,CHPA,4,NA,TRUE,43,18.816,2017-05-17,,CHPA8,FALSE,non_plot
chpa-p4-l1,CHPA,4,1,FALSE,1,1.259,2017-05-17,,CHPA8,FALSE,non_plot
chpa-p4-l2,CHPA,4,2,FALSE,1,1.947,2017-05-17,,CHPA8,FALSE,non_plot
chpa-p4-l3,CHPA,4,3,FALSE,1,1.739,2017-05-17,,CHPA8,FALSE,non_plot
chpa-p5-all,CHPA,5,NA,TRUE,54,27.541,2017-05-17,,CHPA8,FALSE,non_plot
chpa-p5-l1,CHPA,5,1,FALSE,2,1.948,2017-05-17,,CHPA8,FALSE,non_plot
chpa-p5-l2,CHPA,5,2,FALSE,3,2.003,2017-05-17,,CHPA8,FALSE,non_plot
chpa-p5-l3,CHPA,5,3,FALSE,4,1.853,2017-05-17,,CHPA8,FALSE,non_plot
chpa-p6-all,CHPA,6,NA,TRUE,119,41.487,2017-05-17,,CHPA8,FALSE,non_plot
chpa-p6-l1,CHPA,6,1,FALSE,1,2.689,2017-05-17,,CHPA8,FALSE,non_plot
chpa-p6-l2,CHPA,6,2,FALSE,1,2.408,2017-05-17,,CHPA8,FALSE,non_plot
chpa-p6-l3,CHPA,6,3,FALSE,3,3.332,2017-05-17,,CHPA8,FALSE,non_plot
chpa-p7-all,CHPA,7,NA,TRUE,43,10.346,2017-05-17,,CHPA8,FALSE,non_plot
chpa-p7-l1,CHPA,7,1,FALSE,1,1.835,2017-05-17,,CHPA8,FALSE,non_plot
chpa-p7-l2,CHPA,7,2,FALSE,1,1.304,2017-05-17,,CHPA8,FALSE,non_plot
chpa-p7-l3,CHPA,7,3,FALSE,1,0.781,2017-05-17,,CHPA8,FALSE,non_plot
chpa-p8-all,CHPA,8,NA,TRUE,133,53.534,2017-05-17,,CHPA8,FALSE,non_plot
chpa-p8-l1,CHPA,8,1,FALSE,1,3.54,2017-05-17,,CHPA8,FALSE,non_plot
chpa-p8-l2,CHPA,8,2,FALSE,2,4.819,2017-05-17,,CHPA8,FALSE,non_plot
chpa-p8-l3,CHPA,8,3,FALSE,1,1.368,2017-05-17,,CHPA8,FALSE,non_plot
ACMO-p1_ALL,ACMO,1,NA,TRUE,19,11.168,2017-04-20,,ACMO2,FALSE,non_plot
ACMO-p1-l1,ACMO,1,1,FALSE,1,1.821,2017-04-20,,ACMO2,FALSE,non_plot
ACMO-p1-l2,ACMO,1,2,FALSE,1,1.425,2017-04-20,,ACMO2,FALSE,non_plot
ACMO-p1-l3,ACMO,1,3,FALSE,1,2.053,2017-04-20,,ACMO2,FALSE,non_plot
ACMO-p2_ALL,ACMO,2,NA,TRUE,39,29.494,2017-04-20,,ACMO2,FALSE,non_plot
ACMO-p2-l1,ACMO,2,1,FALSE,1,1.131,2017-04-20,,ACMO2,FALSE,non_plot
ACMO-p2-l2,ACMO,2,2,FALSE,1,1.226,2017-04-20,,ACMO2,FALSE,non_plot
ACMO-p2-l3,ACMO,2,3,FALSE,1,1.855,2017-04-20,,ACMO2,FALSE,non_plot
ACMO-p3_ALL,ACMO,3,NA,TRUE,48,34.518,2017-04-20,,ACMO2,FALSE,non_plot
ACMO-p3-l1,ACMO,3,1,FALSE,1,2.085,2017-04-20,,ACMO2,FALSE,non_plot
ACMO-p3-l2,ACMO,3,2,FALSE,1,2.335,2017-04-20,,ACMO2,FALSE,non_plot
ACMO-p3-l3,ACMO,3,3,FALSE,1,2.018,2017-04-20,,ACMO2,FALSE,non_plot
ACMO-p4_ALL,ACMO,4,NA,TRUE,66,60.702,2017-04-20,,ACMO2,FALSE,non_plot
ACMO-p4-l1,ACMO,4,1,FALSE,1,2.649,2017-04-20,,ACMO2,FALSE,non_plot
ACMO-p4-l2,ACMO,4,2,FALSE,1,2.457,2017-04-20,,ACMO2,FALSE,non_plot
ACMO-p4-l3,ACMO,4,3,FALSE,1,1.998,2017-04-20,,ACMO2,FALSE,non_plot
ACMO-p5_ALL,ACMO,5,NA,TRUE,61,39.008,2017-04-20,,ACMO2,FALSE,non_plot
ACMO-p5-l1,ACMO,5,1,FALSE,1,2.475,2017-04-20,,ACMO2,FALSE,non_plot
ACMO-p5-l2,ACMO,5,2,FALSE,1,2.165,2017-04-20,,ACMO2,FALSE,non_plot
ACMO-p5-l3,ACMO,5,3,FALSE,1,1.855,2017-04-20,,ACMO2,FALSE,non_plot
ACMO-p6_ALL,ACMO,6,NA,TRUE,21,12.943,2017-04-20,,ACMO2,FALSE,non_plot
ACMO-p6-l1,ACMO,6,1,FALSE,2,3,2017-04-20,,ACMO2,FALSE,non_plot
ACMO-p6-l2,ACMO,6,2,FALSE,1,1.107,2017-04-20,,ACMO2,FALSE,non_plot
ACMO-p6-l3,ACMO,6,3,FALSE,1,1.261,2017-04-20,,ACMO2,FALSE,non_plot
ACMO-p7_ALL,ACMO,7,NA,TRUE,24,15.684,2017-04-20,,ACMO2,FALSE,non_plot
ACMO-p7-l1,ACMO,7,1,FALSE,2,1.341,2017-04-20,,ACMO2,FALSE,non_plot
ACMO-p7-l2,ACMO,7,2,FALSE,1,1.007,2017-04-20,,ACMO2,FALSE,non_plot
ACMO-p7-l3,ACMO,7,3,FALSE,1,0.962,2017-04-20,,ACMO2,FALSE,non_plot
ACMO-p8_ALL,ACMO,8,NA,TRUE,15,10.296,2017-04-20,,ACMO2,FALSE,non_plot
ACMO-p8-l1,ACMO,8,1,FALSE,1,1.529,2017-04-20,,ACMO2,FALSE,non_plot
ACMO-p8-l2,ACMO,8,2,FALSE,1,0.725,2017-04-20,,ACMO2,FALSE,non_plot
ACMO-p8-l3,ACMO,8,3,FALSE,1,0.996,2017-04-20,,ACMO2,FALSE,non_plot
