slice,alias,plant_number,leaf_number,all,count,total_area,scan_date,notes,USDA_symbol,petiole,plot
lubi-p2-l1,LUBI,2,1,FALSE,2,1.724,2017-04-06,with_petiole,LUBI,TRUE,non_plot
lubi-p2-l2,LUBI,2,2,FALSE,1,1.141,2017-04-06,with_petiole,LUBI,TRUE,non_plot
lubi-p2-l3,LUBI,2,3,FALSE,1,1.891,2017-04-06,with_petiole,LUBI,TRUE,non_plot
lubi-p3-all,LUBI,3,NA,TRUE,13,7.237,2017-04-06,with_petiole,LUBI,TRUE,non_plot
lubi-p3-l1,LUBI,3,1,FALSE,1,1.233,2017-04-06,with_petiole,LUBI,TRUE,non_plot
lubi-p3-l2,LUBI,3,2,FALSE,1,0.662,2017-04-06,with_petiole,LUBI,TRUE,non_plot
lubi-p3-l3,LUBI,3,3,FALSE,1,0.98,2017-04-06,with_petiole,LUBI,TRUE,non_plot
lubi-p4-all,LUBI,4,NA,TRUE,12,7.7,2017-04-06,with_petiole,LUBI,TRUE,non_plot
lubi-p4-l1,LUBI,4,1,FALSE,1,1.784,2017-04-06,with_petiole,LUBI,TRUE,non_plot
lubi-p4-l2,LUBI,4,2,FALSE,1,2.553,2017-04-06,with_petiole,LUBI,TRUE,non_plot
lubi-p4-l3,LUBI,4,3,FALSE,1,1.304,2017-04-06,with_petiole,LUBI,TRUE,non_plot
lubi-p5-all,LUBI,5,NA,TRUE,9,4.729,2017-04-06,with_petiole,LUBI,TRUE,non_plot
lubi-p5-l1,LUBI,5,1,FALSE,1,1.367,2017-04-06,with_petiole,LUBI,TRUE,non_plot
lubi-p5-l2,LUBI,5,2,FALSE,1,0.816,2017-04-06,with_petiole,LUBI,TRUE,non_plot
lubi-p5-l3,LUBI,5,3,FALSE,1,0.67,2017-04-06,with_petiole,LUBI,TRUE,non_plot
lubi-p6-all,LUBI,6,NA,TRUE,23,28.906,2017-04-06,with_petiole,LUBI,TRUE,non_plot
lubi-p6-l1,LUBI,6,1,FALSE,2,2.27,2017-04-06,with_petiole,LUBI,TRUE,non_plot
lubi-p6-l2,LUBI,6,2,FALSE,1,2.189,2017-04-06,with_petiole,LUBI,TRUE,non_plot
lubi-p6-l3,LUBI,6,3,FALSE,1,2.937,2017-04-06,with_petiole,LUBI,TRUE,non_plot
lubi-p7-all,LUBI,7,NA,TRUE,14,3.691,2017-04-06,with_petiole,LUBI,TRUE,non_plot
lubi-p7-l1,LUBI,7,1,FALSE,2,2.132,2017-04-06,with_petiole,LUBI,TRUE,non_plot
lubi-p7-l2,LUBI,7,2,FALSE,1,1.307,2017-04-06,with_petiole,LUBI,TRUE,non_plot
lubi-p7-l3,LUBI,7,3,FALSE,2,1.007,2017-04-06,with_petiole,LUBI,TRUE,non_plot
lubi-p8-all,LUBI,8,NA,TRUE,12,2.908,2017-04-06,with_petiole,LUBI,TRUE,non_plot
lubi-p8-l1,LUBI,8,1,FALSE,1,1.491,2017-04-06,with_petiole,LUBI,TRUE,non_plot
lubi-p8-l2,LUBI,8,2,FALSE,1,1.258,2017-04-06,with_petiole,LUBI,TRUE,non_plot
lubi-p8-l3,LUBI,8,3,FALSE,4,0.467,2017-04-06,with_petiole,LUBI,TRUE,non_plot
vipe-p1-l1,VIPE,1,1,FALSE,1,5.01,2017-04-06,no_petiole,VIPE3,FALSE,non_plot
vipe-p1-l2,VIPE,1,2,FALSE,1,5.796,2017-04-06,no_petiole,VIPE3,FALSE,non_plot
vipe-p1-l3,VIPE,1,3,FALSE,1,3.253,2017-04-06,no_petiole,VIPE3,FALSE,non_plot
vipe-p2-l1,VIPE,2,1,FALSE,1,7.526,2017-04-06,no_petiole,VIPE3,FALSE,non_plot
vipe-p2-l2,VIPE,2,2,FALSE,1,5.517,2017-04-06,no_petiole,VIPE3,FALSE,non_plot
vipe-p2-l3,VIPE,2,3,FALSE,1,5.874,2017-04-06,no_petiole,VIPE3,FALSE,non_plot
vipe-p3-l1,VIPE,3,1,FALSE,3,2.228,2017-04-06,no_petiole,VIPE3,FALSE,non_plot
vipe-p3-l2,VIPE,3,2,FALSE,3,7.96,2017-04-06,no_petiole,VIPE3,FALSE,non_plot
vipe-p3-l3,VIPE,3,3,FALSE,1,6.24,2017-04-06,no_petiole,VIPE3,FALSE,non_plot
vipe-p4-l1,VIPE,4,1,FALSE,1,2.715,2017-04-06,no_petiole,VIPE3,FALSE,non_plot
vipe-p4-l2,VIPE,4,2,FALSE,1,5.003,2017-04-06,no_petiole,VIPE3,FALSE,non_plot
vipe-p4-l3,VIPE,4,3,FALSE,3,4.905,2017-04-06,no_petiole,VIPE3,FALSE,non_plot
vipe-p5-l1,VIPE,5,1,FALSE,1,2.57,2017-04-06,no_petiole,VIPE3,FALSE,non_plot
vipe-p5-l2,VIPE,5,2,FALSE,1,3.142,2017-04-06,no_petiole,VIPE3,FALSE,non_plot
vipe-p5-l3,VIPE,5,3,FALSE,1,3.442,2017-04-06,no_petiole,VIPE3,FALSE,non_plot
vipe-p6-l1,VIPE,6,1,FALSE,3,4.309,2017-04-06,no_petiole,VIPE3,FALSE,non_plot
vipe-p6-l2,VIPE,6,2,FALSE,3,2.425,2017-04-06,no_petiole,VIPE3,FALSE,non_plot
vipe-p6-l3,VIPE,6,3,FALSE,2,3.96,2017-04-06,no_petiole,VIPE3,FALSE,non_plot
vipe-p7-l1,VIPE,7,1,FALSE,1,1.855,2017-04-06,no_petiole,VIPE3,FALSE,non_plot
vipe-p7-l2,VIPE,7,2,FALSE,1,1.749,2017-04-06,no_petiole,VIPE3,FALSE,non_plot
vipe-p7-l3,VIPE,7,3,FALSE,1,2.065,2017-04-06,no_petiole,VIPE3,FALSE,non_plot
vipe-p8-l1,VIPE,8,1,FALSE,1,4.825,2017-04-06,no_petiole,VIPE3,FALSE,non_plot
vipe-p8-l2,VIPE,8,2,FALSE,2,6.993,2017-04-06,no_petiole,VIPE3,FALSE,non_plot
vipe-p8-l3,VIPE,8,3,FALSE,2,5.728,2017-04-06,no_petiole,VIPE3,FALSE,non_plot
vumy-p4-all,VUMY,4,NA,TRUE,20,18.613,2017-04-06,,FEMY2,FALSE,non_plot
vumy-p4-l1,VUMY,4,1,FALSE,3,1.796,2017-04-06,,FEMY2,FALSE,non_plot
vumy-p4-l2,VUMY,4,2,FALSE,1,1.543,2017-04-06,,FEMY2,FALSE,non_plot
vumy-p4-l3,VUMY,4,3,FALSE,3,1.561,2017-04-06,,FEMY2,FALSE,non_plot
vumy-p5-all,VUMY,5,NA,TRUE,23,8.704,2017-04-06,,FEMY2,FALSE,non_plot
vumy-p5-l1,VUMY,5,1,FALSE,5,1.388,2017-04-06,,FEMY2,FALSE,non_plot
vumy-p5-l2,VUMY,5,2,FALSE,4,1.508,2017-04-06,,FEMY2,FALSE,non_plot
vumy-p5-l3,VUMY,5,3,FALSE,3,1.329,2017-04-06,,FEMY2,FALSE,non_plot
vumy-p6-all,VUMY,6,NA,TRUE,36,8.669,2017-04-06,,FEMY2,FALSE,non_plot
vumy-p6-l1,VUMY,6,1,FALSE,1,0.27,2017-04-06,,FEMY2,FALSE,non_plot
vumy-p6-l2,VUMY,6,2,FALSE,2,0.561,2017-04-06,,FEMY2,FALSE,non_plot
vumy-p6-l3,VUMY,6,3,FALSE,3,0.381,2017-04-06,,FEMY2,FALSE,non_plot
vumy-p7-all,VUMY,7,NA,TRUE,49,21.706,2017-04-06,,FEMY2,FALSE,non_plot
vumy-p7-l1,VUMY,7,1,FALSE,5,2.474,2017-04-06,,FEMY2,FALSE,non_plot
vumy-p7-l2,VUMY,7,2,FALSE,7,3.601,2017-04-06,,FEMY2,FALSE,non_plot
vumy-p7-l3,VUMY,7,3,FALSE,8,2.554,2017-04-06,,FEMY2,FALSE,non_plot
vumy-p8-all,VUMY,8,NA,TRUE,31,11.429,2017-04-06,,FEMY2,FALSE,non_plot
vumy-p8-l1,VUMY,8,1,FALSE,3,1.446,2017-04-06,,FEMY2,FALSE,non_plot
vumy-p8-l2,VUMY,8,2,FALSE,3,1.317,2017-04-06,,FEMY2,FALSE,non_plot
vumy-p8-l3,VUMY,8,3,FALSE,3,1.2,2017-04-06,,FEMY2,FALSE,non_plot
microseris-p1-all,MICROSERIS,1,NA,TRUE,4,8.094,2017-04-10,,MIDO,FALSE,non_plot
microseris-p1-l1,MICROSERIS,1,1,FALSE,2,2.603,2017-04-10,,MIDO,FALSE,non_plot
microseris-p1-l2,MICROSERIS,1,2,FALSE,1,2.538,2017-04-10,,MIDO,FALSE,non_plot
microseris-p1-l3,MICROSERIS,1,3,FALSE,2,3.134,2017-04-10,,MIDO,FALSE,non_plot
microseris-p2-all,MICROSERIS,2,NA,TRUE,5,11.521,2017-04-10,,MIDO,FALSE,non_plot
microseris-p2-l1,MICROSERIS,2,1,FALSE,1,4.271,2017-04-10,,MIDO,FALSE,non_plot
microseris-p2-l2,MICROSERIS,2,2,FALSE,1,3.341,2017-04-10,,MIDO,FALSE,non_plot
microseris-p2-l3,MICROSERIS,2,3,FALSE,1,3.494,2017-04-10,,MIDO,FALSE,non_plot
microseris-p3-all,MICROSERIS,3,NA,TRUE,9,12.474,2017-04-10,,MIDO,FALSE,non_plot
microseris-p3-l1,MICROSERIS,3,1,FALSE,2,4.251,2017-04-10,,MIDO,FALSE,non_plot
microseris-p3-l2,MICROSERIS,3,2,FALSE,1,2.677,2017-04-10,,MIDO,FALSE,non_plot
microseris-p3-l3,MICROSERIS,3,3,FALSE,2,3.953,2017-04-10,,MIDO,FALSE,non_plot
microseris-p4-all,MICROSERIS,4,NA,TRUE,5,6.285,2017-04-10,,MIDO,FALSE,non_plot
microseris-p4-l1,MICROSERIS,4,1,FALSE,1,1.539,2017-04-10,,MIDO,FALSE,non_plot
microseris-p4-l2,MICROSERIS,4,2,FALSE,1,1.599,2017-04-10,,MIDO,FALSE,non_plot
microseris-p4-l3,MICROSERIS,4,3,FALSE,1,1.591,2017-04-10,,MIDO,FALSE,non_plot
microseris-p5-all,MICROSERIS,5,NA,TRUE,6,12.79,2017-04-10,,MIDO,FALSE,non_plot
microseris-p5-l1,MICROSERIS,5,1,FALSE,1,5.814,2017-04-10,,MIDO,FALSE,non_plot
microseris-p5-l2,MICROSERIS,5,2,FALSE,3,6.289,2017-04-10,,MIDO,FALSE,non_plot
microseris-p5-l3,MICROSERIS,5,3,FALSE,1,3.915,2017-04-10,,MIDO,FALSE,non_plot
microseris-p6-all,MICROSERIS,6,NA,TRUE,3,11.896,2017-04-10,,MIDO,FALSE,non_plot
microseris-p6-l1,MICROSERIS,6,1,FALSE,2,5.694,2017-04-10,,MIDO,FALSE,non_plot
microseris-p6-l2,MICROSERIS,6,2,FALSE,3,4.261,2017-04-10,,MIDO,FALSE,non_plot
microseris-p6-l3,MICROSERIS,6,3,FALSE,3,1.942,2017-04-10,,MIDO,FALSE,non_plot
microseris-p7-all,MICROSERIS,7,NA,TRUE,5,11.162,2017-04-10,,MIDO,FALSE,non_plot
microseris-p7-l1,MICROSERIS,7,1,FALSE,2,2.576,2017-04-10,,MIDO,FALSE,non_plot
microseris-p7-l2,MICROSERIS,7,2,FALSE,3,3.108,2017-04-10,,MIDO,FALSE,non_plot
microseris-p7-l3,MICROSERIS,7,3,FALSE,1,2.309,2017-04-10,,MIDO,FALSE,non_plot
microseris-p8-all,MICROSERIS,8,NA,TRUE,5,6.935,2017-04-10,,MIDO,FALSE,non_plot
microseris-p8-l1,MICROSERIS,8,1,FALSE,1,2.669,2017-04-10,,MIDO,FALSE,non_plot
microseris-p8-l2,MICROSERIS,8,2,FALSE,2,2.37,2017-04-10,,MIDO,FALSE,non_plot
microseris-p8-l3,MICROSERIS,8,3,FALSE,1,2.021,2017-04-10,,MIDO,FALSE,non_plot
avfa-p1-all,AVFA,1,NA,TRUE,30,67.39,2017-05-10,,AVFA,FALSE,non_plot
avfa-p1-l1,AVFA,1,1,FALSE,4,7.109,2017-05-10,,AVFA,FALSE,non_plot
avfa-p1-l2,AVFA,1,2,FALSE,4,8.253,2017-05-10,,AVFA,FALSE,non_plot
avfa-p1-l3,AVFA,1,3,FALSE,4,8.482,2017-05-10,,AVFA,FALSE,non_plot
avfa-p2-all,AVFA,2,NA,TRUE,14,60.203,2017-05-10,,AVFA,FALSE,non_plot
avfa-p2-l1,AVFA,2,1,FALSE,3,4.82,2017-05-10,,AVFA,FALSE,non_plot
avfa-p2-l2,AVFA,2,2,FALSE,3,9.669,2017-05-10,,AVFA,FALSE,non_plot
avfa-p2-l3,AVFA,2,3,FALSE,3,8.937,2017-05-10,,AVFA,FALSE,non_plot
avfa-p3-all,AVFA,3,NA,TRUE,24,94.819,2017-05-10,,AVFA,FALSE,non_plot
avfa-p3-l1,AVFA,3,1,FALSE,6,6.954,2017-05-10,,AVFA,FALSE,non_plot
avfa-p3-l2,AVFA,3,2,FALSE,6,11.603,2017-05-10,,AVFA,FALSE,non_plot
avfa-p3-l3,AVFA,3,3,FALSE,6,8.694,2017-05-10,,AVFA,FALSE,non_plot
avfa-p4-all,AVFA,4,NA,TRUE,17,69.445,2017-05-10,,AVFA,FALSE,non_plot
avfa-p4-l1,AVFA,4,1,FALSE,4,14.06,2017-05-10,,AVFA,FALSE,non_plot
avfa-p4-l2,AVFA,4,2,FALSE,4,10.291,2017-05-10,,AVFA,FALSE,non_plot
avfa-p4-l3,AVFA,4,3,FALSE,5,18.342,2017-05-10,,AVFA,FALSE,non_plot
avfa-p5-all,AVFA,5,NA,TRUE,24,66.162,2017-05-10,,AVFA,FALSE,non_plot
avfa-p5-l1,AVFA,5,1,FALSE,3,8.681,2017-05-10,,AVFA,FALSE,non_plot
avfa-p5-l2,AVFA,5,2,FALSE,5,10.809,2017-05-10,,AVFA,FALSE,non_plot
avfa-p5-l3,AVFA,5,3,FALSE,3,7.02,2017-05-10,,AVFA,FALSE,non_plot
avfa-p6-all,AVFA,6,NA,TRUE,23,59.522,2017-05-10,,AVFA,FALSE,non_plot
avfa-p6-l1,AVFA,6,1,FALSE,8,9.024,2017-05-10,,AVFA,FALSE,non_plot
avfa-p6-l2,AVFA,6,2,FALSE,5,7.97,2017-05-10,,AVFA,FALSE,non_plot
avfa-p6-l3,AVFA,6,3,FALSE,6,8.841,2017-05-10,,AVFA,FALSE,non_plot
avfa-p7-all,AVFA,7,NA,TRUE,25,81.023,2017-05-10,,AVFA,FALSE,non_plot
avfa-p7-l1,AVFA,7,1,FALSE,6,9.817,2017-05-10,,AVFA,FALSE,non_plot
avfa-p7-l2,AVFA,7,2,FALSE,5,12.572,2017-05-10,,AVFA,FALSE,non_plot
avfa-p7-l3,AVFA,7,3,FALSE,4,6.79,2017-05-10,,AVFA,FALSE,non_plot
avfa-p8-all,AVFA,8,NA,TRUE,18,44.907,2017-05-10,,AVFA,FALSE,non_plot
avfa-p8-l1,AVFA,8,1,FALSE,3,6.386,2017-05-10,,AVFA,FALSE,non_plot
avfa-p8-l2,AVFA,8,2,FALSE,5,5.09,2017-05-10,,AVFA,FALSE,non_plot
avfa-p8-l3,AVFA,8,3,FALSE,7,16.759,2017-05-10,,AVFA,FALSE,non_plot
lase-p1-all,LASE,1,NA,TRUE,4,9.932,2017-05-10,,LASE,FALSE,non_plot
lase-p1-l1,LASE,1,1,FALSE,3,13.447,2017-05-10,,LASE,FALSE,non_plot
lase-p1-l2,LASE,1,2,FALSE,2,13.639,2017-05-10,,LASE,FALSE,non_plot
lase-p1-l3,LASE,1,3,FALSE,2,13.89,2017-05-10,,LASE,FALSE,non_plot
lase-p2-all,LASE,2,NA,TRUE,8,38.947,2017-05-10,,LASE,FALSE,non_plot
lase-p2-l1,LASE,2,1,FALSE,3,11.378,2017-05-10,,LASE,FALSE,non_plot
lase-p2-l2,LASE,2,2,FALSE,3,14.433,2017-05-10,,LASE,FALSE,non_plot
lase-p2-l3,LASE,2,3,FALSE,2,18.856,2017-05-10,,LASE,FALSE,non_plot
lase-p3-all,LASE,3,NA,TRUE,8,93.939,2017-05-10,,LASE,FALSE,non_plot
lase-p3-l1,LASE,3,1,FALSE,1,19.006,2017-05-10,,LASE,FALSE,non_plot
lase-p3-l2,LASE,3,2,FALSE,1,18.61,2017-05-10,,LASE,FALSE,non_plot
lase-p3-l3,LASE,3,3,FALSE,1,13.977,2017-05-10,,LASE,FALSE,non_plot
lase-p4-all,LASE,4,NA,TRUE,19,116.971,2017-05-10,,LASE,FALSE,non_plot
lase-p4-l1,LASE,4,1,FALSE,2,15.803,2017-05-10,,LASE,FALSE,non_plot
lase-p4-l2,LASE,4,2,FALSE,3,22.595,2017-05-10,,LASE,FALSE,non_plot
lase-p4-l3,LASE,4,3,FALSE,4,17.758,2017-05-10,,LASE,FALSE,non_plot
lase-p5-all,LASE,5,NA,TRUE,6,25.802,2017-05-10,,LASE,FALSE,non_plot
lase-p5-l1,LASE,5,1,FALSE,4,11.408,2017-05-10,,LASE,FALSE,non_plot
lase-p5-l2,LASE,5,2,FALSE,1,9.861,2017-05-10,,LASE,FALSE,non_plot
lase-p5-l3,LASE,5,3,FALSE,1,13.541,2017-05-10,,LASE,FALSE,non_plot
lase-p6-all,LASE,6,NA,TRUE,6,36.456,2017-05-10,,LASE,FALSE,non_plot
lase-p6-l1,LASE,6,1,FALSE,1,14.983,2017-05-10,,LASE,FALSE,non_plot
lase-p6-l2,LASE,6,2,FALSE,2,20.983,2017-05-10,,LASE,FALSE,non_plot
lase-p6-l3,LASE,6,3,FALSE,2,19.129,2017-05-10,,LASE,FALSE,non_plot
lase-p7-all-1,LASE,7,NA,TRUE,6,13.59,2017-05-10,,LASE,FALSE,non_plot
lase-p7-all-2,LASE,7,NA,TRUE,0,0,2017-05-10,,LASE,FALSE,non_plot
lase-p7-all,LASE,7,NA,TRUE,6,13.617,2017-05-10,,LASE,FALSE,non_plot
lase-p7-l1,LASE,7,1,FALSE,2,6.255,2017-05-10,,LASE,FALSE,non_plot
lase-p7-l2,LASE,7,2,FALSE,3,8.997,2017-05-10,,LASE,FALSE,non_plot
lase-p7-l3,LASE,7,3,FALSE,1,8.996,2017-05-10,,LASE,FALSE,non_plot
lase-p8-all,LASE,8,NA,TRUE,5,24.337,2017-05-10,,LASE,FALSE,non_plot
lase-p8-l1,LASE,8,1,FALSE,1,9.899,2017-05-10,,LASE,FALSE,non_plot
lase-p8-l2,LASE,8,2,FALSE,3,13.016,2017-05-10,,LASE,FALSE,non_plot
lomu-p1-l1,LOMU,1,1,FALSE,3,2.368,2017-05-10,,LOPE,FALSE,non_plot
lomu-p1-l2,LOMU,1,2,FALSE,2,2.161,2017-05-10,,LOPE,FALSE,non_plot
lomu-p1-l3,LOMU,1,3,FALSE,4,2.709,2017-05-10,,LOPE,FALSE,non_plot
lomu-p2-all,LOMU,2,NA,TRUE,70,74.398,2017-05-10,,LOPE,FALSE,non_plot
lomu-p2-l1,LOMU,2,1,FALSE,3,2.67,2017-05-10,,LOPE,FALSE,non_plot
lomu-p2-l2,LOMU,2,2,FALSE,3,3.203,2017-05-10,,LOPE,FALSE,non_plot
lomu-p2-l3,LOMU,2,3,FALSE,3,2.793,2017-05-10,,LOPE,FALSE,non_plot
lomu-p3-all,LOMU,3,NA,TRUE,30,36.046,2017-05-10,,LOPE,FALSE,non_plot
lomu-p1-all,LOMU,1,NA,TRUE,61,75.131,2017-05-10,,LOPE,FALSE,non_plot
lomu-p3-l2,LOMU,3,2,FALSE,3,2.661,2017-05-10,,LOPE,FALSE,non_plot
lomu-p3-l3,LOMU,3,3,FALSE,4,2.235,2017-05-10,,LOPE,FALSE,non_plot
lomu-p4-all,LOMU,4,NA,TRUE,31,30.821,2017-05-10,,LOPE,FALSE,non_plot
lomu-p4-l1,LOMU,4,1,FALSE,2,2.254,2017-05-10,,LOPE,FALSE,non_plot
lomu-p4-l2,LOMU,4,2,FALSE,4,2.174,2017-05-10,,LOPE,FALSE,non_plot
lomu-p4-l3,LOMU,4,3,FALSE,3,2.365,2017-05-10,,LOPE,FALSE,non_plot
lomu-p5-all,LOMU,5,NA,TRUE,15,17.561,2017-05-10,,LOPE,FALSE,non_plot
lomu-p5-l1,LOMU,5,1,FALSE,5,4.567,2017-05-10,,LOPE,FALSE,non_plot
lomu-p5-l2,LOMU,5,2,FALSE,2,2.191,2017-05-10,,LOPE,FALSE,non_plot
lomu-p5-l3,LOMU,5,3,FALSE,2,2.663,2017-05-10,,LOPE,FALSE,non_plot
lomu-p6-all,LOMU,6,NA,TRUE,23,23.966,2017-05-10,,LOPE,FALSE,non_plot
lomu-p6-l1,LOMU,6,1,FALSE,6,5.011,2017-05-10,,LOPE,FALSE,non_plot
lomu-p6-l2,LOMU,6,2,FALSE,3,2.341,2017-05-10,,LOPE,FALSE,non_plot
lomu-p6-l3,LOMU,6,3,FALSE,3,3.132,2017-05-10,,LOPE,FALSE,non_plot
lomu-p7-all,LOMU,7,NA,TRUE,37,76.64,2017-05-10,,LOPE,FALSE,non_plot
lomu-p7-l1,LOMU,7,1,FALSE,2,2.64,2017-05-10,,LOPE,FALSE,non_plot
lomu-p7-l2,LOMU,7,2,FALSE,3,2.097,2017-05-10,,LOPE,FALSE,non_plot
lomu-p7-l3,LOMU,7,3,FALSE,3,4.08,2017-05-10,,LOPE,FALSE,non_plot
lomu-p8-all,LOMU,8,NA,TRUE,11,11.082,2017-05-10,,LOPE,FALSE,non_plot
lomu-p8-l1,LOMU,8,1,FALSE,3,2.069,2017-05-10,,LOPE,FALSE,non_plot
lomu-p8-l2,LOMU,8,2,FALSE,4,3.815,2017-05-10,,LOPE,FALSE,non_plot
lomu-p8-l3,LOMU,8,3,FALSE,2,1.487,2017-05-10,,LOPE,FALSE,non_plot
capy-p1-all,CAPY,1,NA,TRUE,9,55.026,2017-05-11,,CAPY2,FALSE,non_plot
capy-p1-l1,CAPY,1,1,FALSE,2,26.459,2017-05-11,,CAPY2,FALSE,non_plot
capy-p1-l2,CAPY,1,2,FALSE,5,13.211,2017-05-11,,CAPY2,FALSE,non_plot
capy-p1-l3,CAPY,1,3,FALSE,1,19.124,2017-05-11,,CAPY2,FALSE,non_plot
capy-p2-all,CAPY,2,NA,TRUE,12,132.61,2017-05-11,,CAPY2,FALSE,non_plot
capy-p2-l1,CAPY,2,1,FALSE,7,38.485,2017-05-11,,CAPY2,FALSE,non_plot
capy-p2-l2,CAPY,2,2,FALSE,6,23.654,2017-05-11,,CAPY2,FALSE,non_plot
capy-p2-l3,CAPY,2,3,FALSE,4,16.032,2017-05-11,,CAPY2,FALSE,non_plot
capy-p3-all-1,CAPY,3,NA,TRUE,15,173.799,2017-05-11,,CAPY2,FALSE,non_plot
capy-p3-all-2,CAPY,3,NA,TRUE,0,0,2017-05-11,,CAPY2,FALSE,non_plot
capy-p3-l1,CAPY,3,1,FALSE,2,38.072,2017-05-11,,CAPY2,FALSE,non_plot
capy-p3-l2,CAPY,3,2,FALSE,3,39.491,2017-05-11,,CAPY2,FALSE,non_plot
capy-p3-l3,CAPY,3,3,FALSE,4,9.952,2017-05-11,,CAPY2,FALSE,non_plot
capy-p4-all,CAPY,4,NA,TRUE,10,91.53,2017-05-11,,CAPY2,FALSE,non_plot
capy-p4-l1,CAPY,4,1,FALSE,2,31.251,2017-05-11,,CAPY2,FALSE,non_plot
capy-p4-l2,CAPY,4,2,FALSE,1,21.673,2017-05-11,,CAPY2,FALSE,non_plot
capy-p4-l3,CAPY,4,3,FALSE,1,18.294,2017-05-11,,CAPY2,FALSE,non_plot
capy-p5-all,CAPY,5,NA,TRUE,11,95.181,2017-05-11,,CAPY2,FALSE,non_plot
capy-p5-l1,CAPY,5,1,FALSE,2,29.585,2017-05-11,,CAPY2,FALSE,non_plot
capy-p5-l2,CAPY,5,2,FALSE,4,24.828,2017-05-11,,CAPY2,FALSE,non_plot
capy-p5-l3,CAPY,5,3,FALSE,2,11.002,2017-05-11,,CAPY2,FALSE,non_plot
Capy-p9-all,CAPY,9,NA,TRUE,13,95.45,2017-05-11,,CAPY2,FALSE,non_plot
Capy-p9-l1,CAPY,9,1,FALSE,4,41.035,2017-05-11,,CAPY2,FALSE,non_plot
Capy-p9-l2,CAPY,9,2,FALSE,2,28.646,2017-05-11,,CAPY2,FALSE,non_plot
capy-p6-all,CAPY,6,NA,TRUE,11,151.959,2017-05-11,,CAPY2,FALSE,non_plot
capy-p6-l1,CAPY,6,1,FALSE,2,33.153,2017-05-11,,CAPY2,FALSE,non_plot
capy-p6-l2,CAPY,6,2,FALSE,1,20.489,2017-05-11,,CAPY2,FALSE,non_plot
capy-p6-l3,CAPY,6,3,FALSE,3,8.887,2017-05-11,,CAPY2,FALSE,non_plot
capy-p7-all,CAPY,7,NA,TRUE,14,97.503,2017-05-11,,CAPY2,FALSE,non_plot
capy-p7-l1,CAPY,7,1,FALSE,2,31.542,2017-05-11,,CAPY2,FALSE,non_plot
capy-p7-l2,CAPY,7,2,FALSE,3,37.943,2017-05-11,,CAPY2,FALSE,non_plot
capy-p7-l3,CAPY,7,3,FALSE,2,25.486,2017-05-11,,CAPY2,FALSE,non_plot
capy-p8-l1,CAPY,8,1,FALSE,2,49.794,2017-05-11,,CAPY2,FALSE,non_plot
capy-p8-l2,CAPY,8,2,FALSE,6,42.277,2017-05-11,,CAPY2,FALSE,non_plot
capy-p8-l3,CAPY,8,3,FALSE,5,27.201,2017-05-11,,CAPY2,FALSE,non_plot
napu-p1-all-1,NAPU,1,NA,TRUE,46,54.533,2017-05-11,,STPU2,FALSE,non_plot
napu-p1-all-2,NAPU,1,NA,TRUE,28,34.024,2017-05-11,,STPU2,FALSE,non_plot
napu-p1-l1,NAPU,1,1,FALSE,8,8.569,2017-05-11,,STPU2,FALSE,non_plot
napu-p1-l2,NAPU,1,2,FALSE,8,6.434,2017-05-11,,STPU2,FALSE,non_plot
napu-p1-l3,NAPU,1,3,FALSE,3,3.165,2017-05-11,,STPU2,FALSE,non_plot
napu-p2-all,NAPU,2,NA,TRUE,11,28.086,2017-05-11,,STPU2,FALSE,non_plot
napu-p2-l1,NAPU,2,1,FALSE,4,7.855,2017-05-11,,STPU2,FALSE,non_plot
napu-p2-l2,NAPU,2,2,FALSE,2,4.686,2017-05-11,,STPU2,FALSE,non_plot
napu-p2-l3,NAPU,2,3,FALSE,7,5.639,2017-05-11,,STPU2,FALSE,non_plot
napu-p3-all,NAPU,3,NA,TRUE,21,57.994,2017-05-11,,STPU2,FALSE,non_plot
napu-p3-l1,NAPU,3,1,FALSE,6,5.263,2017-05-11,,STPU2,FALSE,non_plot
napu-p3-l2,NAPU,3,2,FALSE,5,3.362,2017-05-11,,STPU2,FALSE,non_plot
napu-p3-l3,NAPU,3,3,FALSE,6,7.129,2017-05-11,,STPU2,FALSE,non_plot
napu-p4-all,NAPU,4,NA,TRUE,24,29.79,2017-05-11,,STPU2,FALSE,non_plot
napu-p4-l1,NAPU,4,1,FALSE,4,3.888,2017-05-11,,STPU2,FALSE,non_plot
napu-p4-l2,NAPU,4,2,FALSE,3,4.043,2017-05-11,,STPU2,FALSE,non_plot
napu-p4-l3,NAPU,4,3,FALSE,3,3.431,2017-05-11,,STPU2,FALSE,non_plot
napu-p5-all,NAPU,5,NA,TRUE,20,31.694,2017-05-11,,STPU2,FALSE,non_plot
napu-p5-l1,NAPU,5,1,FALSE,5,3.362,2017-05-11,,STPU2,FALSE,non_plot
napu-p5-l2,NAPU,5,2,FALSE,7,6.229,2017-05-11,,STPU2,FALSE,non_plot
napu-p5-l3,NAPU,5,3,FALSE,7,6.373,2017-05-11,,STPU2,FALSE,non_plot
napu-p6-all,NAPU,6,NA,TRUE,39,75.05,2017-05-11,,STPU2,FALSE,non_plot
napu-p6-l1,NAPU,6,1,FALSE,7,6.028,2017-05-11,,STPU2,FALSE,non_plot
