sequence,date,species,USDA_symbol,plot,plant_number,leaf_number,petiole,leaf_length_cm,leaf_width_cm,wet_mass_g,dry_mass_g,SLA,LDMC,LA,censor
768,2017-04-12,pler,PLER3,762,1,3,FALSE,4.5,0.2,0.02035,0.00513,NA,0.2520884520884521,NA,FALSE
769,2017-04-12,pler,PLER3,762,2,1,FALSE,6.8,0.3,0.03386,0.00904,NA,0.2669816893089191,NA,FALSE
770,2017-04-12,pler,PLER3,762,2,2,FALSE,6,0.4,0.04896,0.01243,NA,0.2538807189542484,NA,FALSE
771,2017-04-12,pler,PLER3,762,2,3,FALSE,5.6,0.3,0.02604,0.0087,NA,0.3341013824884792,NA,FALSE
772,2017-04-12,pler,PLER3,762,3,1,FALSE,9.4,0.4,0.07468,0.01662,NA,0.2225495447241564,NA,FALSE
773,2017-04-12,pler,PLER3,762,3,2,FALSE,8.2,0.3,0.05294,0.01233,NA,0.23290517567057045,NA,FALSE
774,2017-04-12,pler,PLER3,762,3,3,FALSE,6.5,0.4,0.04731,0.00973,NA,0.20566476432043967,NA,FALSE
775,2017-04-12,pler,PLER3,762,4,1,FALSE,6.6,0.4,0.05755,0.01243,NA,0.21598609904430932,NA,FALSE
776,2017-04-12,pler,PLER3,762,4,2,FALSE,5.5,0.4,0.0407,0.0087,NA,0.21375921375921375,NA,FALSE
777,2017-04-12,pler,PLER3,762,4,3,FALSE,5.1,0.3,0.03364,0.00712,NA,0.21165279429250888,NA,FALSE
778,2017-04-14,brma,BRMA3,760,1,1,FALSE,3.5,0.3,0.01016,NA,NA,NA,0.778,FALSE
778,2017-04-14,brma,BRMA3,760,1,1,FALSE,3.5,0.3,0.01016,NA,NA,NA,1.1,FALSE
778,2017-04-14,brma,BRMA3,760,1,1,FALSE,3.5,0.3,0.01016,NA,NA,NA,0.599,FALSE
779,2017-04-14,brma,BRMA3,760,1,2,FALSE,3.8,0.5,0.01711,NA,NA,NA,NA,FALSE
780,2017-04-14,brma,BRMA3,760,1,3,FALSE,3,0.3,0.00739,NA,NA,NA,NA,FALSE
781,2017-04-14,brma,BRMA3,760,2,1,FALSE,4.1,0.3,0.01401,NA,NA,NA,NA,FALSE
782,2017-04-14,brma,BRMA3,760,2,2,FALSE,4.5,0.5,0.01939,NA,NA,NA,1.014,FALSE
782,2017-04-14,brma,BRMA3,760,2,2,FALSE,4.5,0.5,0.01939,NA,NA,NA,1.357,FALSE
782,2017-04-14,brma,BRMA3,760,2,2,FALSE,4.5,0.5,0.01939,NA,NA,NA,1.133,FALSE
783,2017-04-14,brma,BRMA3,760,2,3,FALSE,4.4,0.4,0.01621,NA,NA,NA,NA,FALSE
784,2017-04-14,brma,BRMA3,760,3,1,FALSE,3.8,0.3,0.01034,NA,NA,NA,NA,FALSE
785,2017-04-14,brma,BRMA3,760,3,2,FALSE,4.5,0.3,0.01367,NA,NA,NA,NA,FALSE
786,2017-04-14,brma,BRMA3,760,3,3,FALSE,5,0.5,0.02157,NA,NA,NA,0.903,FALSE
786,2017-04-14,brma,BRMA3,760,3,3,FALSE,5,0.5,0.02157,NA,NA,NA,0.97,FALSE
786,2017-04-14,brma,BRMA3,760,3,3,FALSE,5,0.5,0.02157,NA,NA,NA,1.628,FALSE
787,2017-04-14,brma,BRMA3,760,4,1,FALSE,5.5,0.6,0.02911,NA,NA,NA,NA,FALSE
788,2017-04-14,brma,BRMA3,760,4,2,FALSE,4.6,0.4,0.01705,NA,NA,NA,NA,FALSE
789,2017-04-14,brma,BRMA3,760,4,3,FALSE,5.8,0.4,0.02606,NA,NA,NA,NA,FALSE
790,2017-04-14,brma,BRMA3,760,5,1,FALSE,4.7,0.4,0.01969,NA,NA,NA,NA,FALSE
791,2017-04-14,brma,BRMA3,760,5,2,FALSE,4.5,0.4,0.01971,NA,NA,NA,NA,FALSE
792,2017-04-14,brma,BRMA3,760,5,3,FALSE,4.5,0.3,0.01644,NA,NA,NA,NA,FALSE
793,2017-04-14,lowr,LOWR2,760,1,1,FALSE,1,0.5,0.04489,0.00972,NA,0.21652929382936065,NA,FALSE
794,2017-04-14,lowr,LOWR2,760,1,2,FALSE,1.2,0.6,0.03006,0.00648,NA,0.21556886227544908,NA,FALSE
795,2017-04-14,lowr,LOWR2,760,1,3,FALSE,1.6,0.8,0.04876,0.01086,NA,0.22272354388843316,NA,FALSE
796,2017-04-14,lowr,LOWR2,760,2,1,FALSE,1.4,1.3,0.06757,0.01264,NA,0.18706526565043657,NA,FALSE
797,2017-04-14,lowr,LOWR2,760,2,2,FALSE,1.3,1,0.04088,0.00893,NA,0.21844422700587085,NA,FALSE
798,2017-04-14,lowr,LOWR2,760,2,3,FALSE,1.3,1,0.06741,0.01248,NA,0.1851357365376057,NA,FALSE
799,2017-04-14,lowr,LOWR2,760,3,1,FALSE,1.5,0.9,0.04038,0.00928,NA,0.22981674096087173,NA,FALSE
800,2017-04-14,lowr,LOWR2,760,3,2,FALSE,1.6,0.8,0.04042,0.00879,NA,0.21746660069272636,NA,FALSE
801,2017-04-14,lowr,LOWR2,760,3,3,FALSE,1.5,0.7,0.03083,0.00711,NA,0.2306195264352903,NA,FALSE
802,2017-04-14,lowr,LOWR2,760,4,1,FALSE,1.5,1.2,0.07889,0.01523,NA,0.1930536189631132,NA,FALSE
803,2017-04-14,lowr,LOWR2,760,4,2,FALSE,1.3,1,0.03493,0.00641,NA,0.18350987689665044,NA,FALSE
804,2017-04-14,lowr,LOWR2,760,4,3,FALSE,1.6,0.8,0.02559,0.00535,NA,0.20906604142243063,NA,FALSE
805,2017-04-14,lowr,LOWR2,760,5,1,FALSE,1.2,0.8,0.03455,0.00684,NA,0.1979739507959479,NA,FALSE
806,2017-04-14,lowr,LOWR2,760,5,2,FALSE,1.7,1.5,0.07669,0.01452,NA,0.18933368105359238,NA,FALSE
807,2017-04-14,lowr,LOWR2,760,5,3,FALSE,1.3,1.2,0.0376,0.00711,NA,0.18909574468085105,NA,FALSE
808,2017-04-14,saco,SACO6,760,1,1,FALSE,6.3,3.7,0.31192,0.07474,NA,0.23961272121056684,NA,FALSE
809,2017-04-14,saco,SACO6,760,1,2,FALSE,6.5,3.9,0.31761,0.08204,NA,0.25830420956519,NA,FALSE
810,2017-04-14,saco,SACO6,760,1,3,FALSE,5.1,2.4,0.15889,0.04141,NA,0.2606205551010133,NA,FALSE
811,2017-04-14,saco,SACO6,760,2,1,FALSE,6,2.5,0.19105,0.03494,NA,0.18288406176393615,NA,FALSE
812,2017-04-14,saco,SACO6,760,2,2,FALSE,3,1.2,0.06019,0.0115,NA,0.1910616381458714,NA,FALSE
813,2017-04-14,saco,SACO6,760,2,3,FALSE,6.5,2.5,0.22975,0.04377,NA,0.1905114254624592,NA,FALSE
814,2017-04-14,saco,SACO6,760,3,1,FALSE,5.1,2.1,0.20403,0.04378,NA,0.21457628780081361,NA,FALSE
815,2017-04-14,saco,SACO6,760,3,2,FALSE,4.8,1.9,0.16726,0.03611,NA,0.2158914265215832,NA,FALSE
816,2017-04-14,saco,SACO6,760,3,3,FALSE,4.4,1.6,0.13787,0.03122,NA,0.22644520200188586,NA,FALSE
817,2017-04-14,saco,SACO6,760,4,1,FALSE,4.4,1.5,0.0997,0.02084,NA,0.2090270812437312,NA,FALSE
818,2017-04-14,saco,SACO6,760,4,2,FALSE,4.5,1.6,0.07927,0.01622,NA,0.20461713132332535,NA,FALSE
819,2017-04-14,saco,SACO6,760,4,3,FALSE,2.1,1.3,0.03714,0.00786,NA,0.21163166397415187,NA,FALSE
820,2017-04-14,saco,SACO6,760,5,1,FALSE,2.6,1.8,0.11184,0.02319,NA,0.20734978540772533,NA,FALSE
821,2017-04-14,saco,SACO6,760,5,2,FALSE,4.1,2,0.14235,0.03114,NA,0.21875658587987354,NA,FALSE
822,2017-04-14,saco,SACO6,760,5,3,FALSE,2.6,1.1,0.04516,0.010166,NA,0.22511071744906996,NA,FALSE
823,2017-04-14,chgl,CHGL,760,1,1,FALSE,2.9,1.6,0.05609,0.01213,NA,0.2162595828133357,NA,FALSE
824,2017-04-14,chgl,CHGL,760,1,2,FALSE,3.2,1.1,0.05536,0.00972,NA,0.1755780346820809,NA,FALSE
825,2017-04-14,chgl,CHGL,760,1,3,FALSE,2.9,0.6,0.05235,0.01113,NA,0.21260744985673352,NA,FALSE
826,2017-04-14,chgl,CHGL,760,2,1,FALSE,2.7,1.1,0.07976,0.01336,NA,0.1675025075225677,NA,FALSE
827,2017-04-14,chgl,CHGL,760,2,2,FALSE,3.6,1,0.08746,0.01472,NA,0.16830551109078437,NA,FALSE
828,2017-04-14,chgl,CHGL,760,2,3,FALSE,3,1,0.08464,0.01522,NA,0.17982041587901698,NA,FALSE
829,2017-04-14,chgl,CHGL,760,3,1,FALSE,4,0.9,0.07915,0.01239,NA,0.15653821857233102,NA,FALSE
830,2017-04-14,chgl,CHGL,760,3,2,FALSE,3.5,0.5,0.06652,0.00975,NA,0.14657245941070357,NA,FALSE
831,2017-04-14,chgl,CHGL,760,3,3,FALSE,1.6,0.5,0.02125,0.00366,NA,0.17223529411764704,NA,FALSE
832,2017-04-14,chgl,CHGL,760,4,1,FALSE,1.6,0.3,0.01404,0.00216,NA,0.15384615384615385,NA,FALSE
833,2017-04-14,chgl,CHGL,760,4,2,FALSE,1.6,0.2,0.01262,0.00183,NA,0.14500792393026943,NA,FALSE
834,2017-04-14,chgl,CHGL,760,4,3,FALSE,1.5,0.2,0.01118,0.00183,NA,0.16368515205724507,NA,FALSE
835,2017-04-14,laca,LACA7,760,1,1,FALSE,1.2,0.1,0.00314,5e-4,NA,0.1592356687898089,NA,FALSE
836,2017-04-14,laca,LACA7,760,1,2,FALSE,1.6,0.1,0.00675,9.5e-4,NA,0.14074074074074075,NA,FALSE
837,2017-04-14,laca,LACA7,760,1,3,FALSE,1.2,0.1,0.00299,5.8e-4,NA,0.1939799331103679,NA,FALSE
838,2017-04-14,laca,LACA7,760,2,1,FALSE,0.7,0.1,0.0014,3.5e-4,NA,0.25,NA,FALSE
839,2017-04-14,laca,LACA7,760,2,2,FALSE,0.8,0.1,0.00157,3.9e-4,NA,0.2484076433121019,NA,FALSE
840,2017-04-14,laca,LACA7,760,2,3,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
841,2017-04-14,laca,LACA7,760,3,1,FALSE,1.6,0.1,0.00517,0.00132,NA,0.2553191489361702,NA,FALSE
842,2017-04-14,laca,LACA7,760,3,2,FALSE,1.3,0.1,0.00232,6.1e-4,NA,0.2629310344827586,NA,FALSE
843,2017-04-14,laca,LACA7,760,3,3,FALSE,1.1,0.1,0.00247,6.3e-4,NA,0.2550607287449393,NA,FALSE
844,2017-04-14,laca,LACA7,760,4,1,FALSE,1.4,0.1,0.00519,0.00124,NA,0.23892100192678226,NA,FALSE
845,2017-04-14,laca,LACA7,760,4,2,FALSE,1,0.2,0.00441,0.00114,NA,0.2585034013605442,NA,FALSE
846,2017-04-14,laca,LACA7,760,4,3,FALSE,1,0.2,0.00367,8.6e-4,NA,0.23433242506811988,NA,FALSE
847,2017-04-14,pler,PLER3,760,1,1,FALSE,7.8,0.2,0.04372,0.01136,NA,0.2598353156450137,NA,FALSE
848,2017-04-14,pler,PLER3,760,1,2,FALSE,6,0.2,0.0201,0.00441,NA,0.21940298507462686,NA,FALSE
849,2017-04-14,pler,PLER3,760,1,3,FALSE,4.5,0.1,0.01363,0.00285,NA,0.2090975788701394,NA,FALSE
850,2017-04-14,pler,PLER3,760,2,1,FALSE,8,0.2,0.04806,0.01131,NA,0.23533083645443198,NA,FALSE
851,2017-04-14,pler,PLER3,760,2,2,FALSE,7.2,0.2,0.03314,0.0094,NA,0.2836451418225709,NA,FALSE
852,2017-04-14,pler,PLER3,760,2,3,FALSE,7.3,0.3,0.04212,0.00787,NA,0.1868471035137702,NA,FALSE
853,2017-04-14,pler,PLER3,760,3,1,FALSE,6.5,0.3,0.03935,0.01064,NA,0.2703939008894536,NA,FALSE
854,2017-04-14,pler,PLER3,760,3,2,FALSE,5.8,0.3,0.03048,0.00849,NA,0.2785433070866141,NA,FALSE
855,2017-04-14,pler,PLER3,760,3,3,FALSE,5.8,0.2,0.02348,0.00709,NA,0.30195911413969334,NA,FALSE
856,2017-04-14,pler,PLER3,760,4,1,FALSE,6.6,0.4,0.05436,0.01359,NA,0.25,NA,FALSE
857,2017-04-14,pler,PLER3,760,4,2,FALSE,6.5,0.3,0.03905,0.0101,NA,0.2586427656850192,NA,FALSE
858,2017-04-14,pler,PLER3,760,4,3,FALSE,4.6,0.2,0.02044,0.00578,NA,0.2827788649706458,NA,FALSE
859,2017-04-14,pler,PLER3,760,5,1,FALSE,7.5,0.3,0.04061,0.01092,NA,0.2688992858901748,NA,FALSE
860,2017-04-14,pler,PLER3,760,5,2,FALSE,8.4,0.3,0.05526,0.01447,NA,0.2618530582699964,NA,FALSE
861,2017-04-14,pler,PLER3,760,5,3,FALSE,5.2,0.2,0.02219,0.0063,NA,0.28391167192429023,NA,FALSE
862,2017-04-14,anar,ANAR,non_plot,1,1,FALSE,1,0.75,0.01548,0.0027,238.5185185185185,0.1744186046511628,0.644,FALSE
863,2017-04-14,anar,ANAR,non_plot,1,2,FALSE,1.25,1,0.0297,0.0037,313.2432432432432,0.12457912457912458,1.159,FALSE
864,2017-04-14,anar,ANAR,non_plot,1,3,FALSE,1,0.75,0.01273,0.0018,367.22222222222223,0.14139827179890024,0.661,FALSE
865,2017-04-14,anar,ANAR,non_plot,2,1,FALSE,1,2,0.01445,0.0026,301.1538461538462,0.17993079584775087,0.783,FALSE
866,2017-04-14,anar,ANAR,non_plot,2,2,FALSE,0.75,0.5,0.00858,0.0017,377.05882352941177,0.19813519813519812,0.641,FALSE
867,2017-04-14,anar,ANAR,non_plot,2,3,FALSE,1,0.5,0.01089,0.0014,427.1428571428571,0.12855831037649218,0.598,FALSE
868,2017-04-14,anar,ANAR,non_plot,3,1,FALSE,1.25,1,0.01974,0.0031,376.7741935483871,0.1570415400202634,1.168,FALSE
869,2017-04-14,anar,ANAR,non_plot,3,2,FALSE,1.5,1,0.02193,0.004,368.5,0.1823985408116735,1.474,FALSE
870,2017-04-14,anar,ANAR,non_plot,3,3,FALSE,1.25,1,0.02191,0.0036,384.72222222222223,0.1643085349155637,1.385,FALSE
871,2017-04-14,anar,ANAR,non_plot,4,1,FALSE,1.25,1,0.02013,0.0038,295.2631578947369,0.18877297565822157,1.122,FALSE
872,2017-04-14,anar,ANAR,non_plot,4,2,FALSE,1.25,1,0.02387,0.0043,293.48837209302326,0.18014243820695436,1.262,FALSE
873,2017-04-14,anar,ANAR,non_plot,4,3,FALSE,0.75,0.75,0.00941,0.0019,251.05263157894737,0.20191285866099895,0.477,FALSE
874,2017-04-14,anar,ANAR,non_plot,5,1,FALSE,1.25,1,0.01396,0.002,408.49999999999994,0.14326647564469913,0.817,FALSE
875,2017-04-14,anar,ANAR,non_plot,5,2,FALSE,1.25,0.75,0.01327,0.0019,406.8421052631579,0.14318010550113036,0.773,FALSE
876,2017-04-14,anar,ANAR,non_plot,5,3,FALSE,1.25,0.75,0.01242,0.0019,382.10526315789474,0.15297906602254427,0.726,FALSE
877,2017-04-14,anar,ANAR,non_plot,6,1,FALSE,1.5,1,0.02092,0.0044,263.18181818181813,0.21032504780114722,1.158,FALSE
878,2017-04-14,anar,ANAR,non_plot,6,2,FALSE,1.5,1.25,0.03204,0.0062,256.1290322580645,0.19350811485642946,1.588,FALSE
879,2017-04-14,anar,ANAR,non_plot,6,3,FALSE,1.1,0.75,0.01216,0.0024,266.25000000000006,0.19736842105263155,0.639,FALSE
880,2017-04-14,anar,ANAR,non_plot,7,1,FALSE,1.25,1,0.02223,0.0027,352.59259259259255,0.12145748987854252,0.952,FALSE
881,2017-04-14,anar,ANAR,non_plot,7,2,FALSE,1.1,1,0.01318,0.0028,270,0.212443095599393,0.756,FALSE
882,2017-04-14,anar,ANAR,non_plot,7,3,FALSE,1,0.75,0.01318,0.003,212,0.2276176024279211,0.636,FALSE
883,2017-04-14,anar,ANAR,non_plot,8,1,FALSE,1.1,0.75,0.01098,0.0025,246.79999999999998,0.22768670309653916,0.617,FALSE
884,2017-04-14,anar,ANAR,non_plot,8,2,FALSE,1,0.75,0.00974,0.0019,290,0.19507186858316222,0.551,FALSE
885,2017-04-14,anar,ANAR,non_plot,8,3,FALSE,1,0.75,0.00724,0.0019,256.84210526315786,0.26243093922651933,0.488,FALSE
886,2017-04-15,vuma,NA,741,1,1,FALSE,4.35,0.2,0.01025,0.00359,NA,0.35024390243902437,NA,FALSE
887,2017-04-15,vuma,NA,741,1,2,FALSE,3.5,0.1,0.00518,0.00192,NA,0.3706563706563707,NA,FALSE
888,2017-04-15,vuma,NA,741,1,3,FALSE,4.25,0.1,0.00767,0.00285,NA,0.3715775749674055,NA,FALSE
889,2017-04-15,vuma,NA,741,2,1,FALSE,4.5,0.1,0.01167,0.00462,NA,0.39588688946015427,NA,FALSE
890,2017-04-15,vuma,NA,741,2,2,FALSE,4,0.1,0.00784,0.00305,NA,0.389030612244898,NA,FALSE
891,2017-04-15,vuma,NA,741,2,3,FALSE,3,0.2,0.01063,0.00364,NA,0.34242709313264347,NA,FALSE
892,2017-04-15,vuma,NA,741,3,1,FALSE,4,0.2,0.01131,0.00427,NA,0.3775419982316534,NA,FALSE
893,2017-04-15,vuma,NA,741,3,2,FALSE,3.75,0.2,0.01015,0.0037200000000000002,NA,0.36650246305418727,NA,FALSE
894,2017-04-15,vuma,NA,741,3,3,FALSE,6,0.2,0.02003,0.00772,NA,0.38542186719920124,NA,NA
895,2017-04-15,vuma,NA,741,4,1,FALSE,4,0.2,0.01268,0.00417,NA,0.32886435331230285,NA,FALSE
896,2017-04-15,vuma,NA,741,4,2,FALSE,3.75,0.2,0.00719,0.0021,NA,0.2920723226703755,NA,FALSE
897,2017-04-15,vuma,NA,741,4,3,FALSE,7,0.3,0.02821,0.0112,NA,0.3970223325062035,NA,FALSE
898,2017-04-15,vuma,NA,741,5,1,FALSE,3,0.2,0.00687,0.00236,NA,0.3435225618631732,NA,FALSE
899,2017-04-15,vuma,NA,741,5,2,FALSE,3,0.2,0.00627,0.00224,NA,0.35725677830940983,NA,FALSE
900,2017-04-15,vuma,NA,741,5,3,FALSE,2.75,0.1,0.00571,0.0023,NA,0.4028021015761821,NA,FALSE
901,2017-04-15,brma,BRMA3,741,1,1,FALSE,5,0.4,0.01898,0.00619,230.21001615508885,0.3261327713382508,1.425,FALSE
901,2017-04-15,brma,BRMA3,741,1,1,FALSE,5,0.4,0.01898,0.00619,191.92245557350563,0.3261327713382508,1.188,FALSE
901,2017-04-15,brma,BRMA3,741,1,1,FALSE,5,0.4,0.01898,0.00619,354.7657512116317,0.3261327713382508,2.196,FALSE
902,2017-04-15,brma,BRMA3,741,1,2,FALSE,4.5,0.4,0.01728,0.00476,NA,0.27546296296296297,NA,FALSE
903,2017-04-15,brma,BRMA3,741,1,3,FALSE,5.5,0.4,0.02927,0.01027,NA,0.35087119918004783,NA,FALSE
904,2017-04-15,brma,BRMA3,741,2,1,FALSE,4.5,0.4,0.01015,0.00259,NA,0.25517241379310346,NA,FALSE
905,2017-04-15,brma,BRMA3,741,2,2,FALSE,4,0.3,0.00896,0.00237,262.44725738396625,0.2645089285714286,0.622,FALSE
905,2017-04-15,brma,BRMA3,741,2,2,FALSE,4,0.3,0.00896,0.00237,253.58649789029533,0.2645089285714286,0.601,FALSE
905,2017-04-15,brma,BRMA3,741,2,2,FALSE,4,0.3,0.00896,0.00237,285.2320675105485,0.2645089285714286,0.676,FALSE
906,2017-04-15,brma,BRMA3,741,2,3,FALSE,3,0.3,0.01126,0.00268,NA,0.2380106571936057,NA,FALSE
907,2017-04-15,brma,BRMA3,741,3,1,FALSE,4,0.3,0.00909,0.00285,NA,0.3135313531353135,NA,FALSE
908,2017-04-15,brma,BRMA3,741,3,2,FALSE,3.25,0.4,0.01584,0.00562,NA,0.3547979797979798,NA,FALSE
909,2017-04-15,brma,BRMA3,741,3,3,FALSE,3,0.3,0.00916,0.00283,201.41342756183744,0.3089519650655022,0.57,FALSE
909,2017-04-15,brma,BRMA3,741,3,3,FALSE,3,0.3,0.00916,0.00283,371.7314487632509,0.3089519650655022,1.052,FALSE
909,2017-04-15,brma,BRMA3,741,3,3,FALSE,3,0.3,0.00916,0.00283,222.96819787985865,0.3089519650655022,0.631,FALSE
910,2017-04-15,brma,BRMA3,741,4,1,FALSE,2,0.2,0.00463,0.00146,NA,0.31533477321814257,NA,FALSE
911,2017-04-15,brma,BRMA3,741,4,2,FALSE,1.5,0.2,0.00295,0.001,NA,0.33898305084745767,NA,FALSE
912,2017-04-15,brma,BRMA3,741,4,3,FALSE,NA,NA,NA,NA,NA,NA,NA,FALSE
913,2017-04-15,brma,BRMA3,741,5,1,FALSE,2,0.2,0.00923,0.00259,NA,0.2806067172264355,NA,FALSE
914,2017-04-15,brma,BRMA3,741,5,2,FALSE,2,0.2,0.00656,0.00214,NA,0.32621951219512196,NA,FALSE
915,2017-04-15,brma,BRMA3,741,5,3,FALSE,2,0.2,0.00806,0.00239,NA,0.29652605459057074,NA,FALSE
916,2017-04-15,homu,HOMU,741,1,1,FALSE,3.25,0.5,0.02364,0.00551,317.2413793103448,0.23307952622673433,1.748,FALSE
916,2017-04-15,homu,HOMU,741,1,1,FALSE,3.25,0.5,0.02364,0.00551,407.0780399274047,0.23307952622673433,2.243,FALSE
916,2017-04-15,homu,HOMU,741,1,1,FALSE,3.25,0.5,0.02364,0.00551,430.12704174228674,0.23307952622673433,2.37,FALSE
916,2017-04-15,homu,HOMU,741,1,1,FALSE,3.25,0.5,0.02364,0.00551,317.2413793103448,0.23307952622673433,1.748,FALSE
916,2017-04-15,homu,HOMU,741,1,1,FALSE,3.25,0.5,0.02364,0.00551,407.0780399274047,0.23307952622673433,2.243,FALSE
916,2017-04-15,homu,HOMU,741,1,1,FALSE,3.25,0.5,0.02364,0.00551,430.3085299455535,0.23307952622673433,2.371,FALSE
917,2017-04-15,homu,HOMU,741,1,2,FALSE,4.5,0.5,0.03127,0.00745,NA,0.23824752158618484,NA,FALSE
918,2017-04-15,homu,HOMU,741,1,3,FALSE,5.5,0.5,0.03635,0.00942,NA,0.2591471801925722,NA,FALSE
919,2017-04-15,homu,HOMU,741,2,1,FALSE,4,0.4,0.02344,0.00532,NA,0.22696245733788398,NA,FALSE
920,2017-04-15,homu,HOMU,741,2,2,FALSE,3,0.4,0.01573,0.00404,315.09900990099004,0.25683407501589317,1.273,FALSE
920,2017-04-15,homu,HOMU,741,2,2,FALSE,3,0.4,0.01573,0.00404,272.2772277227723,0.25683407501589317,1.1,FALSE
920,2017-04-15,homu,HOMU,741,2,2,FALSE,3,0.4,0.01573,0.00404,425.2475247524752,0.25683407501589317,1.718,FALSE
920,2017-04-15,homu,HOMU,741,2,2,FALSE,3,0.4,0.01573,0.00404,315.09900990099004,0.25683407501589317,1.273,FALSE
920,2017-04-15,homu,HOMU,741,2,2,FALSE,3,0.4,0.01573,0.00404,272.2772277227723,0.25683407501589317,1.1,FALSE
920,2017-04-15,homu,HOMU,741,2,2,FALSE,3,0.4,0.01573,0.00404,425.2475247524752,0.25683407501589317,1.718,FALSE
921,2017-04-15,homu,HOMU,741,2,3,FALSE,3.5,0.4,0.03087,0.00781,NA,0.25299643666990607,NA,FALSE
922,2017-04-15,homu,HOMU,741,3,1,FALSE,4.25,0.4,0.02394,0.00554,NA,0.23141186299081035,NA,FALSE
923,2017-04-15,homu,HOMU,741,3,2,FALSE,4.25,0.4,0.02399,0.005,NA,0.20842017507294705,NA,FALSE
924,2017-04-15,homu,HOMU,741,3,3,FALSE,4.25,0.4,0.02741,0.00624,247.91666666666666,0.2276541408245166,1.547,FALSE
924,2017-04-15,homu,HOMU,741,3,3,FALSE,4.25,0.4,0.02741,0.00624,233.81410256410257,0.2276541408245166,1.459,FALSE
924,2017-04-15,homu,HOMU,741,3,3,FALSE,4.25,0.4,0.02741,0.00624,257.3717948717949,0.2276541408245166,1.606,FALSE
924,2017-04-15,homu,HOMU,741,3,3,FALSE,4.25,0.4,0.02741,0.00624,248.0769230769231,0.2276541408245166,1.548,FALSE
924,2017-04-15,homu,HOMU,741,3,3,FALSE,4.25,0.4,0.02741,0.00624,233.97435897435898,0.2276541408245166,1.46,FALSE
924,2017-04-15,homu,HOMU,741,3,3,FALSE,4.25,0.4,0.02741,0.00624,257.3717948717949,0.2276541408245166,1.606,FALSE
925,2017-04-15,homu,HOMU,741,4,1,FALSE,4.5,0.4,0.03712,0.00835,NA,0.22494612068965517,NA,FALSE
926,2017-04-15,homu,HOMU,741,4,2,FALSE,3.5,0.4,0.02215,0.00525,NA,0.23702031602708806,NA,FALSE
927,2017-04-15,homu,HOMU,741,4,3,FALSE,5.5,0.4,0.03577,0.00824,NA,0.2303606374056472,NA,FALSE
928,2017-04-15,homu,HOMU,741,5,1,FALSE,5.5,0.4,0.03226,0.00777,NA,0.24085554866708,NA,FALSE
929,2017-04-15,homu,HOMU,741,5,2,FALSE,4,0.4,0.024140000000000002,0.00597,NA,0.2473073736536868,NA,FALSE
930,2017-04-15,homu,HOMU,741,5,3,FALSE,5.5,0.4,0.0277,0.00665,NA,0.24007220216606498,NA,FALSE
931,2017-04-15,eupe,EUSP,741,1,1,FALSE,1.3,0.6,0.00839,0.00245,232.6530612244898,0.29201430274135876,0.57,FALSE
931,2017-04-15,eupe,EUSP,741,1,1,FALSE,1.3,0.6,0.00839,0.00245,331.42857142857144,0.29201430274135876,0.812,FALSE
931,2017-04-15,eupe,EUSP,741,1,1,FALSE,1.3,0.6,0.00839,0.00245,307.7551020408163,0.29201430274135876,0.754,FALSE
932,2017-04-15,eupe,EUSP,741,1,2,FALSE,1.5,0.7,0.01258,0.00359,NA,0.28537360890302066,NA,FALSE
933,2017-04-15,eupe,EUSP,741,1,3,FALSE,1.3,0.7,0.01135,0.00322,NA,0.28370044052863436,NA,FALSE
934,2017-04-15,eupe,EUSP,741,2,1,FALSE,1.3,0.9,0.01741,0.00402,NA,0.23090178058587021,NA,FALSE
935,2017-04-15,eupe,EUSP,741,2,2,FALSE,1,0.8,0.00805,0.00215,513.953488372093,0.2670807453416149,1.105,FALSE
935,2017-04-15,eupe,EUSP,741,2,2,FALSE,1,0.8,0.00805,0.00215,291.16279069767444,0.2670807453416149,0.626,FALSE
935,2017-04-15,eupe,EUSP,741,2,2,FALSE,1,0.8,0.00805,0.00215,446.9767441860465,0.2670807453416149,0.961,FALSE
936,2017-04-15,eupe,EUSP,741,2,3,FALSE,1.3,1,0.0146,0.00342,NA,0.23424657534246573,NA,FALSE
937,2017-04-15,eupe,EUSP,741,3,1,FALSE,1.3,0.7,0.01048,0.00241,NA,0.22996183206106868,NA,FALSE
938,2017-04-15,eupe,EUSP,741,3,2,FALSE,1,0.7,0.00761,0.0018600000000000001,NA,0.24441524310118268,NA,FALSE
939,2017-04-15,eupe,EUSP,741,3,3,FALSE,1,0.7,0.00653,0.00169,449.11242603550295,0.25880551301684535,0.759,FALSE
939,2017-04-15,eupe,EUSP,741,3,3,FALSE,1,0.7,0.00653,0.00169,326.62721893491124,0.25880551301684535,0.552,FALSE
939,2017-04-15,eupe,EUSP,741,3,3,FALSE,1,0.7,0.00653,0.00169,310.0591715976331,0.25880551301684535,0.524,FALSE
940,2017-04-15,saco,SACO6,741,1,1,FALSE,3.2,2,0.10505,0.01804,206.0421286031042,0.17172774869109947,3.717,FALSE
940,2017-04-15,saco,SACO6,741,1,1,FALSE,3.2,2,0.10505,0.01804,161.529933481153,0.17172774869109947,2.914,FALSE
940,2017-04-15,saco,SACO6,741,1,1,FALSE,3.2,2,0.10505,0.01804,135.6430155210643,0.17172774869109947,2.447,FALSE
