sequence,date,species,USDA_symbol,plot,plant_number,leaf_number,petiole,leaf_length_cm,leaf_width_cm,wet_mass_g,dry_mass_g,SLA,LDMC,LA,censor
2532,2017-05-18,lopu,LOAM5,763,4,1,FALSE,1,1.2,0.01376,0.0048,NA,0.34883720930232553,NA,FALSE
2533,2017-05-18,lopu,LOAM5,763,4,2,FALSE,1,1.3,0.01175,0.0037,NA,0.3148936170212766,NA,FALSE
2534,2017-05-18,lopu,LOAM5,763,4,3,FALSE,1,1.2,0.01288,0.0043,NA,0.3338509316770186,NA,FALSE
2535,2017-05-18,lopu,LOAM5,763,5,1,FALSE,0.8,0.8,0.006,0.0027,NA,0.45,NA,FALSE
2536,2017-05-18,lopu,LOAM5,763,5,2,FALSE,0.8,0.8,0.00578,0.0026,NA,0.4498269896193771,NA,FALSE
2537,2017-05-18,lopu,LOAM5,763,5,3,FALSE,0.7,0.8,0.004,0.0018,NA,0.44999999999999996,NA,FALSE
2538,2017-05-18,heco,HECO7,763,1,1,FALSE,2.3,0.4,0.01664,0.0057,NA,0.342548076923077,NA,FALSE
2539,2017-05-18,heco,HECO7,763,1,2,FALSE,2.1,0.2,0.01229,0.0041,NA,0.3336045565500407,NA,FALSE
2540,2017-05-18,heco,HECO7,763,1,3,FALSE,2,0.4,0.01762,0.0056,NA,0.3178206583427923,NA,FALSE
2541,2017-05-18,heco,HECO7,763,2,1,FALSE,1.6,0.3,0.00917,0.003,NA,0.3271537622682661,NA,FALSE
2542,2017-05-18,heco,HECO7,763,2,2,FALSE,1.5,0.3,0.00845,0.0026,NA,0.3076923076923077,NA,FALSE
2543,2017-05-18,heco,HECO7,763,2,3,FALSE,1,0.2,0.00512,0.0013,NA,0.25390624999999994,NA,FALSE
2544,2017-05-18,heco,HECO7,763,3,1,FALSE,2.9,0.4,0.02178,0.0076,NA,0.34894398530762166,NA,FALSE
2545,2017-05-18,heco,HECO7,763,3,2,FALSE,2,0.3,0.0106,0.0038,NA,0.3584905660377358,NA,FALSE
2546,2017-05-18,heco,HECO7,763,3,3,FALSE,1.9,0.3,0.01111,0.0038,NA,0.342034203420342,NA,FALSE
2547,2017-05-18,heco,HECO7,763,4,1,FALSE,2.6,0.4,0.02383,0.0079,NA,0.331514897188418,NA,FALSE
2548,2017-05-18,heco,HECO7,763,4,2,FALSE,2,0.3,0.01542,0.0045,NA,0.29182879377431903,NA,FALSE
2549,2017-05-18,heco,HECO7,763,4,3,FALSE,2.1,0.3,0.0131,0.0045,NA,0.34351145038167935,NA,FALSE
2550,2017-05-18,clbo,CLBO,763,1,1,FALSE,2.2,0.2,0.00937,0.0027,NA,0.288153681963714,NA,FALSE
2551,2017-05-18,clbo,CLBO,763,1,2,FALSE,2.3,0.2,0.01066,0.0029,NA,0.27204502814258913,NA,FALSE
2552,2017-05-18,clbo,CLBO,763,1,3,FALSE,2.2,0.2,0.00887,0.0028,NA,0.3156708004509583,NA,FALSE
2553,2017-05-22,CEME,CEME2,760,1,1,FALSE,2.5,0.5,0.01703,0.00634,NA,0.37228420434527304,NA,FALSE
2554,2017-05-22,CEME,CEME2,760,1,2,FALSE,2.9,0.6,0.0239,0.00793,NA,0.33179916317991626,NA,FALSE
2555,2017-05-22,CEME,CEME2,760,1,3,FALSE,3.1,0.6,0.03006,0.01088,NA,0.36194278110445777,NA,FALSE
2556,2017-05-22,CEME,CEME2,760,2,1,FALSE,4,0.8,0.06311,0.01792,NA,0.2839486610679765,NA,FALSE
2557,2017-05-22,CEME,CEME2,760,2,2,FALSE,4.2,1,0.05863,0.01669,NA,0.2846665529592359,NA,FALSE
2558,2017-05-22,CEME,CEME2,760,2,3,FALSE,2.2,0.4,0.01799,0.00494,NA,0.2745969983324069,NA,FALSE
2559,2017-05-22,CEME,CEME2,760,3,1,FALSE,2.7,0.5,0.02677,0.00745,NA,0.2782966006723945,NA,FALSE
2560,2017-05-22,CEME,CEME2,760,3,2,FALSE,3.7,0.6,0.05078,0.01351,NA,0.2660496258369437,NA,FALSE
2561,2017-05-22,CEME,CEME2,760,3,3,FALSE,3.9,0.6,0.05145,0.01455,NA,0.282798833819242,NA,FALSE
2562,2017-05-22,CEME,CEME2,760,4,1,FALSE,3,0.5,0.03008,0.00795,NA,0.26429521276595747,NA,FALSE
2563,2017-05-22,CEME,CEME2,760,4,2,FALSE,2.7,0.4,0.02315,0.00654,NA,0.28250539956803455,NA,FALSE
2564,2017-05-22,CEME,CEME2,760,4,3,FALSE,3.3,0.5,0.02946,0.00854,NA,0.28988458927359134,NA,FALSE
2565,2017-05-22,CEME,CEME2,760,5,1,FALSE,3.9,0.6,0.04426,0.01222,NA,0.27609579755987346,NA,FALSE
2566,2017-05-22,CEME,CEME2,760,5,2,FALSE,3,0.8,0.03346,0.01002,NA,0.29946204423191874,NA,FALSE
2567,2017-05-22,CEME,CEME2,760,5,3,FALSE,3.9,0.6,0.04246,0.01221,NA,0.28756476683937826,NA,FALSE
2568,2017-05-22,clpu,CLPU2,760,1,1,FALSE,2.3,0.3,0.01789,0.00431,NA,0.24091671324762434,NA,FALSE
2569,2017-05-22,clpu,CLPU2,760,1,2,FALSE,2.5,0.3,0.02155,0.00548,NA,0.254292343387471,NA,FALSE
2570,2017-05-22,clpu,CLPU2,760,1,3,FALSE,2,0.2,0.0121,0.00314,NA,0.25950413223140495,NA,FALSE
2571,2017-05-22,clpu,CLPU2,760,2,1,FALSE,1.5,0.2,0.00878,0.00223,NA,0.2539863325740319,NA,FALSE
2572,2017-05-22,clpu,CLPU2,760,2,2,FALSE,1.4,0.3,0.012070000000000001,0.00299,NA,0.24772162386081192,NA,FALSE
2573,2017-05-22,clpu,CLPU2,760,2,3,FALSE,1.9,0.2,0.01323,0.00327,NA,0.24716553287981857,NA,FALSE
2574,2017-05-22,clpu,CLPU2,760,3,1,FALSE,2.5,0.4,0.0255,0.00773,NA,0.3031372549019608,NA,FALSE
2575,2017-05-22,clpu,CLPU2,760,3,2,FALSE,2.5,0.4,0.0248,0.00737,NA,0.2971774193548387,NA,FALSE
2576,2017-05-22,clpu,CLPU2,760,3,3,FALSE,2.4,0.4,0.02544,0.00787,NA,0.3093553459119497,NA,FALSE
2577,2017-05-22,clpu,CLPU2,760,4,1,FALSE,1.8,0.2,0.01027,0.00274,NA,0.2667964946445959,NA,FALSE
2578,2017-05-22,clpu,CLPU2,760,4,2,FALSE,1.7,0.2,0.00879,0.00237,NA,0.2696245733788396,NA,FALSE
2579,2017-05-22,clpu,CLPU2,760,4,3,FALSE,1.5,0.2,0.00716,0.00206,NA,0.28770949720670397,NA,FALSE
2580,2017-05-22,clpu,CLPU2,760,5,1,FALSE,1.4,0.2,0.00793,0.0024,NA,0.3026481715006305,NA,FALSE
2581,2017-05-22,clpu,CLPU2,760,5,2,FALSE,1.3,0.2,0.00839,0.00257,NA,0.3063170441001192,NA,FALSE
2582,2017-05-22,clpu,CLPU2,760,5,3,FALSE,1.3,0.2,0.00591,0.00184,NA,0.311336717428088,NA,FALSE
2583,2017-05-22,heco,HECO7,760,1,1,FALSE,9,0.8,0.148,0.04295,NA,0.2902027027027027,NA,FALSE
2584,2017-05-22,heco,HECO7,760,1,2,FALSE,6.3,0.6,0.08673,0.02619,NA,0.30197163611207195,NA,FALSE
2585,2017-05-22,heco,HECO7,760,1,3,FALSE,2.8,0.8,0.134,0.03771,NA,0.28141791044776115,NA,FALSE
2586,2017-05-22,heco,HECO7,760,2,1,FALSE,8,0.6,0.11005,0.0357,NA,0.32439800090867793,NA,FALSE
2587,2017-05-22,heco,HECO7,760,2,2,FALSE,8.4,0.9,0.138,0.04446,NA,0.32217391304347825,NA,FALSE
2588,2017-05-22,heco,HECO7,760,2,3,FALSE,5.8,0.5,0.06162,0.01956,NA,0.317429406037001,NA,FALSE
2589,2017-05-22,heco,HECO7,760,3,1,FALSE,7.5,1,0.1769,0.05284,NA,0.2986998304126625,NA,FALSE
2590,2017-05-22,heco,HECO7,760,3,2,FALSE,7.9,1,0.15981,0.04691,NA,0.29353607408797944,NA,FALSE
2591,2017-05-22,heco,HECO7,760,3,3,FALSE,6.6,0.8,0.1125,0.03295,NA,0.29288888888888887,NA,FALSE
2592,2017-05-22,heco,HECO7,760,4,1,FALSE,10.4,0.9,0.21344,0.06526,NA,0.30575337331334335,NA,FALSE
2593,2017-05-22,heco,HECO7,760,4,2,FALSE,8.2,0.8,0.14435,0.04543,NA,0.314721163837894,NA,FALSE
2594,2017-05-22,heco,HECO7,760,4,3,FALSE,9.3,1,0.229,0.06467,NA,0.2824017467248908,NA,FALSE
2595,2017-05-22,heco,HECO7,760,5,1,FALSE,4.5,0.6,0.05676,0.01691,NA,0.29792107117688515,NA,FALSE
2596,2017-05-22,heco,HECO7,760,5,2,FALSE,4.7,0.6,0.0648,0.01819,NA,0.2807098765432099,NA,FALSE
2597,2017-05-22,heco,HECO7,760,5,3,FALSE,2.8,0.6,0.02983,0.00881,NA,0.2953402614817298,NA,FALSE
2598,2017-05-22,ceme,CEME2,761,1,1,FALSE,3.3,0.6,0.02907,0.00785,NA,0.2700378396972824,NA,FALSE
2599,2017-05-22,ceme,CEME2,761,1,2,FALSE,2.9,0.5,0.02378,0.00674,NA,0.28343145500420525,NA,FALSE
2600,2017-05-22,ceme,CEME2,761,1,3,FALSE,3.5,0.7,0.03183,0.00803,NA,0.252277725416274,NA,FALSE
2601,2017-05-22,ceme,CEME2,761,2,1,FALSE,2.6,0.6,0.03208,0.00758,NA,0.236284289276808,NA,FALSE
2602,2017-05-22,ceme,CEME2,761,2,2,FALSE,2.4,0.5,0.02348,0.00554,NA,0.23594548551959113,NA,FALSE
2603,2017-05-22,ceme,CEME2,761,2,3,FALSE,2.6,0.6,0.02317,0.006,NA,0.2589555459646094,NA,FALSE
2604,2017-05-22,ceme,CEME2,761,3,1,FALSE,2.2,0.3,0.01521,0.00383,NA,0.2518080210387903,NA,FALSE
2605,2017-05-22,ceme,CEME2,761,3,2,FALSE,2.5,0.5,0.02313,0.006,NA,0.25940337224383914,NA,FALSE
2606,2017-05-22,ceme,CEME2,761,3,3,FALSE,2,0.5,0.01986,0.00497,NA,0.2502517623363545,NA,FALSE
2607,2017-05-22,ceme,CEME2,761,4,1,FALSE,5.4,0.9,0.0926,0.02302,NA,0.2485961123110151,NA,FALSE
2608,2017-05-22,ceme,CEME2,761,4,2,FALSE,5.9,1.1,0.109,0.02546,NA,0.23357798165137614,NA,FALSE
2609,2017-05-22,ceme,CEME2,761,4,3,FALSE,2.9,0.3,0.02722,0.00686,NA,0.2520205731080088,NA,FALSE
2610,2017-05-22,ceme,CEME2,761,5,1,FALSE,3,0.6,0.0386,0.00903,NA,0.23393782383419687,NA,FALSE
2611,2017-05-22,ceme,CEME2,761,5,2,FALSE,2.8,0.6,0.03944,0.0098,NA,0.24847870182555779,NA,FALSE
2612,2017-05-22,ceme,CEME2,761,5,3,FALSE,3,0.6,0.03933,0.0099,NA,0.2517162471395881,NA,FALSE
2613,2017-05-23,heco,HECO7,761,1,1,FALSE,7,0.8,0.0789,0.02277,NA,0.2885931558935361,NA,FALSE
2614,2017-05-23,heco,HECO7,761,1,2,FALSE,6.5,0.6,0.08682,0.02744,NA,0.31605620824694775,NA,FALSE
2615,2017-05-23,heco,HECO7,761,1,3,FALSE,5.9,0.8,0.08224,0.02348,NA,0.2855058365758755,NA,FALSE
2616,2017-05-23,heco,HECO7,761,2,1,FALSE,6.4,0.6,0.07233,0.02205,NA,0.3048527581916217,NA,FALSE
2617,2017-05-23,heco,HECO7,761,2,2,FALSE,5.5,0.6,0.05473,0.01396,NA,0.255070345331628,NA,FALSE
2618,2017-05-23,heco,HECO7,761,2,3,FALSE,6,0.7,0.07578,0.0205,NA,0.27051992610187386,NA,FALSE
2619,2017-05-23,heco,HECO7,761,3,1,FALSE,5,1,0.086,0.02912,NA,0.3386046511627907,NA,FALSE
2620,2017-05-23,heco,HECO7,761,3,2,FALSE,4.4,0.8,0.07361,0.02587,NA,0.3514468142915365,NA,FALSE
2621,2017-05-23,heco,HECO7,761,3,3,FALSE,4.8,0.7,0.05722,0.02004,NA,0.35022719328905977,NA,FALSE
2622,2017-05-23,heco,HECO7,761,4,1,FALSE,7.8,0.6,0.11737,0.02724,NA,0.23208656385788531,NA,FALSE
2623,2017-05-23,heco,HECO7,761,4,2,FALSE,6.3,0.6,0.06097,0.01547,NA,0.25373134328358204,NA,FALSE
2624,2017-05-23,heco,HECO7,761,4,3,FALSE,5.6,0.6,0.05061,0.01278,NA,0.25251926496739774,NA,FALSE
2625,2017-05-23,heco,HECO7,761,5,1,FALSE,6.4,0.5,0.04781,0.0127,NA,0.2656348044342188,NA,FALSE
2626,2017-05-23,heco,HECO7,761,5,2,FALSE,6.8,0.4,0.04606,0.01381,NA,0.2998263135041251,NA,FALSE
2627,2017-05-23,heco,HECO7,761,5,3,FALSE,7,0.4,0.04981,0.01577,NA,0.3166030917486448,NA,FALSE
2628,2017-05-23,clpu,CLPU2,761,1,1,FALSE,1.9,0.2,0.01049,0.00236,NA,0.224976167778837,NA,FALSE
2629,2017-05-23,clpu,CLPU2,761,1,2,FALSE,2.1,0.2,0.01425,0.00349,NA,0.2449122807017544,NA,FALSE
2630,2017-05-23,clpu,CLPU2,761,1,3,FALSE,1.6,0.2,0.00565,0.00146,NA,0.2584070796460177,NA,FALSE
2631,2017-05-23,clpu,CLPU2,761,2,1,FALSE,1.5,0.3,0.01036,0.00235,NA,0.22683397683397685,NA,FALSE
2632,2017-05-23,clpu,CLPU2,761,2,2,FALSE,2,0.3,0.01051,0.00233,NA,0.22169362511893434,NA,FALSE
2633,2017-05-23,clpu,CLPU2,761,2,3,FALSE,1.4,0.2,0.00563,0.00125,NA,0.22202486678507996,NA,FALSE
2634,2017-05-23,clpu,CLPU2,761,3,1,FALSE,1.5,0.3,0.00819,0.00168,NA,0.20512820512820515,NA,FALSE
2635,2017-05-23,clpu,CLPU2,761,3,2,FALSE,1.8,0.3,0.01066,0.00221,NA,0.20731707317073172,NA,FALSE
2636,2017-05-23,clpu,CLPU2,761,3,3,FALSE,2.1,0.3,0.01277,0.00265,NA,0.20751761942051683,NA,FALSE
2637,2017-05-23,clpu,CLPU2,761,4,1,FALSE,2.1,0.2,0.01236,0.00283,NA,0.2289644012944984,NA,FALSE
2638,2017-05-23,clpu,CLPU2,761,4,2,FALSE,2,0.2,0.01031,0.00238,NA,0.23084384093113483,NA,FALSE
2639,2017-05-23,clpu,CLPU2,761,4,3,FALSE,2,0.3,0.01193,0.00388,NA,0.3252305113160101,NA,FALSE
2640,2017-05-23,lopu,LOAM5,761,1,1,FALSE,1.7,1.1,0.02129,0.00616,NA,0.28933771723813995,NA,FALSE
2641,2017-05-23,lopu,LOAM5,761,1,2,FALSE,2,1.1,0.03088,0.00898,NA,0.29080310880829013,NA,FALSE
2642,2017-05-23,lopu,LOAM5,761,1,3,FALSE,1.2,1.1,0.01253,0.00328,NA,0.26177174780526735,NA,FALSE
2643,2017-05-23,lopu,LOAM5,761,2,1,FALSE,1.1,0.9,0.01348,0.00451,NA,0.33456973293768544,NA,FALSE
2644,2017-05-23,lopu,LOAM5,761,2,2,FALSE,1.5,1.1,0.01363,0.0048,NA,0.3521643433602348,NA,FALSE
2645,2017-05-23,lopu,LOAM5,761,2,3,FALSE,1,0.9,0.00777,0.00257,NA,0.3307593307593307,NA,FALSE
2646,2017-05-23,naat,NAAT,760,1,1,FALSE,1.1,0.6,0.00707,0.003,NA,0.4243281471004243,NA,FALSE
2647,2017-05-23,naat,NAAT,760,1,2,FALSE,1.1,0.6,0.00726,0.00301,NA,0.41460055096418735,NA,FALSE
2648,2017-05-23,naat,NAAT,760,1,3,FALSE,1,0.6,0.00694,0.0029,NA,0.4178674351585014,NA,FALSE
2649,2017-05-23,naat,NAAT,760,2,1,FALSE,1,0.6,0.00695,0.0029,NA,0.4172661870503597,NA,FALSE
2650,2017-05-23,naat,NAAT,760,2,2,FALSE,1.2,0.7,0.00805,0.00301,NA,0.3739130434782609,NA,FALSE
2651,2017-05-23,naat,NAAT,760,2,3,FALSE,1.2,0.6,0.00811,0.00281,NA,0.3464858199753391,NA,FALSE
2652,2017-05-23,naat,NAAT,760,3,1,FALSE,1,0.5,0.00541,0.00201,NA,0.3715341959334566,NA,FALSE
2653,2017-05-23,naat,NAAT,760,3,2,FALSE,1.1,0.6,0.00488,0.00188,NA,0.38524590163934425,NA,FALSE
2654,2017-05-23,naat,NAAT,760,3,3,FALSE,1,0.6,0.00569,0.00234,NA,0.41124780316344467,NA,FALSE
2655,2017-05-23,naat,NAAT,760,4,1,FALSE,1,0.6,0.00506,0.00212,NA,0.41897233201581024,NA,FALSE
2656,2017-05-23,naat,NAAT,760,4,2,FALSE,1.3,0.7,0.00957,0.00333,NA,0.34796238244514105,NA,FALSE
2657,2017-05-23,naat,NAAT,760,4,3,FALSE,13,0.7,0.01014,0.00376,NA,0.3708086785009862,NA,FALSE
2658,2017-05-23,naat,NAAT,761,1,1,FALSE,1.1,0.6,0.00653,0.00233,NA,0.3568147013782542,NA,FALSE
2659,2017-05-23,naat,NAAT,761,1,2,FALSE,1.1,0.6,0.00538,0.00177,NA,0.32899628252788105,NA,FALSE
2660,2017-05-23,naat,NAAT,761,1,3,FALSE,1,0.6,0.00631,0.00228,NA,0.3613312202852615,NA,FALSE
2661,2017-05-23,naat,NAAT,761,2,1,FALSE,1.4,0.9,0.01509,0.00419,NA,0.27766732935719024,NA,FALSE
2662,2017-05-23,naat,NAAT,761,2,2,FALSE,1.4,0.9,0.01002,0.004,NA,0.3992015968063873,NA,FALSE
2663,2017-05-23,naat,NAAT,761,2,3,FALSE,1.4,0.8,0.01273,0.00438,NA,0.3440691280439906,NA,FALSE
2664,2017-05-23,lopu,LOAM5,760,1,1,FALSE,1,1.1,0.0072,0.00239,NA,0.3319444444444445,NA,FALSE
2665,2017-05-23,lopu,LOAM5,760,1,2,FALSE,1.7,1.2,0.01579,0.00506,NA,0.3204559848005067,NA,FALSE
2666,2017-05-23,lopu,LOAM5,760,1,3,FALSE,0.8,1.1,0.00564,0.00189,NA,0.3351063829787234,NA,FALSE
2667,2017-05-23,lopu,LOAM5,760,2,1,FALSE,1.5,2,0.03208,0.00929,NA,0.28958852867830426,NA,FALSE
2668,2017-05-23,lopu,LOAM5,760,2,2,FALSE,1.5,2.3,0.03612,0.01004,NA,0.2779623477297896,NA,FALSE
2669,2017-05-23,lopu,LOAM5,760,2,3,FALSE,1.7,2.1,0.03343,0.00953,NA,0.2850732874663476,NA,FALSE
2670,2017-05-23,lopu,LOAM5,760,3,1,FALSE,1.2,2,0.02427,0.00843,NA,0.3473423980222497,NA,FALSE
2671,2017-05-23,lopu,LOAM5,760,3,2,FALSE,1.3,1.7,0.02539,0.00842,NA,0.3316266246553762,NA,FALSE
2672,2017-05-23,lopu,LOAM5,760,3,3,FALSE,1.2,1.7,0.0178,0.0065,NA,0.3651685393258427,NA,FALSE
2673,2017-05-23,naat,NAAT,762,1,1,FALSE,1.5,0.7,0.00832,0.00244,NA,0.2932692307692308,NA,FALSE
2674,2017-05-23,naat,NAAT,762,1,2,FALSE,1.3,0.3,0.00622,0.00181,NA,0.2909967845659164,NA,FALSE
2675,2017-05-23,naat,NAAT,762,1,3,FALSE,1.3,0.6,0.00742,0.00219,NA,0.29514824797843664,NA,FALSE
2676,2017-05-23,lopu,LOAM5,762,2,1,FALSE,1.4,1.6,0.02055,0.00657,NA,0.3197080291970803,NA,FALSE
2677,2017-05-23,lopu,LOAM5,762,2,2,FALSE,1.3,1.9,0.02013,0.00687,NA,0.34128166915052166,NA,FALSE
2678,2017-05-23,lopu,LOAM5,762,2,3,FALSE,1.2,1.9,0.02042,0.00707,NA,0.3462291870714985,NA,FALSE
2679,2017-05-23,lopu,LOAM5,762,3,1,FALSE,2,2.2,0.04016,0.01362,NA,0.3391434262948207,NA,FALSE
2680,2017-05-23,lopu,LOAM5,762,3,2,FALSE,1.8,2.2,0.03826,0.01286,NA,0.3361212754835337,NA,FALSE
2681,2017-05-23,lopu,LOAM5,762,3,3,FALSE,2,1.7,0.03946,0.01386,NA,0.35124176381145467,NA,FALSE
2682,2017-05-23,lopu,LOAM5,762,4,1,FALSE,2.4,2,0.05409,0.01522,NA,0.2813828803845443,NA,FALSE
2683,2017-05-23,lopu,LOAM5,762,4,2,FALSE,1.8,2.4,0.0543,0.01505,NA,0.2771639042357274,NA,FALSE
2684,2017-05-23,lopu,LOAM5,762,4,3,FALSE,1.8,2.3,0.03624,0.01129,NA,0.3115342163355408,NA,FALSE
2685,2017-05-23,lopu,LOAM5,762,5,1,FALSE,2.5,2.3,0.07252,0.02404,NA,0.3314947600661886,NA,FALSE
2686,2017-05-23,lopu,LOAM5,762,5,2,FALSE,2.6,2.4,0.06976,0.02203,NA,0.31579701834862384,NA,FALSE
2687,2017-05-23,lopu,LOAM5,762,5,3,FALSE,2,2,0.05658,0.01866,NA,0.3297985153764581,NA,FALSE
2688,2017-05-23,ceme,CEME2,762,1,1,FALSE,3.9,0.9,0.05871,0.01418,NA,0.24152614546073922,NA,FALSE
2689,2017-05-23,ceme,CEME2,762,1,2,FALSE,3.2,0.8,0.04103,0.01054,NA,0.2568852059468682,NA,FALSE
2690,2017-05-23,ceme,CEME2,762,1,3,FALSE,2.6,0.7,0.03739,0.01046,NA,0.27975394490505484,NA,FALSE
2691,2017-05-23,ceme,CEME2,762,2,1,FALSE,2.3,0.8,0.0552,0.01362,NA,0.24673913043478263,NA,FALSE
2692,2017-05-23,ceme,CEME2,762,2,2,FALSE,3.8,0.6,0.05026,0.01209,NA,0.2405491444488659,NA,FALSE
2693,2017-05-23,ceme,CEME2,762,2,3,FALSE,3.6,0.6,0.04269,0.01099,NA,0.25743733895525883,NA,FALSE
2694,2017-05-23,ceme,CEME2,762,3,1,FALSE,3.4,0.6,0.0481,0.01073,NA,0.2230769230769231,NA,FALSE
2695,2017-05-23,ceme,CEME2,762,3,2,FALSE,3.2,0.6,0.04013,0.00998,NA,0.24869175180662845,NA,FALSE
2696,2017-05-23,ceme,CEME2,762,3,3,FALSE,3.5,0.6,0.04094,0.00897,NA,0.21910112359550565,NA,FALSE
2697,2017-05-23,ceme,CEME2,762,4,1,FALSE,4.3,1.2,0.10098,0.0244,NA,0.2416320063378887,NA,FALSE
2698,2017-05-23,ceme,CEME2,762,4,2,FALSE,4.4,1,0.10185,0.0241,NA,0.23662248404516448,NA,FALSE
2699,2017-05-23,ceme,CEME2,762,4,3,FALSE,4,1,0.0836,0.01927,NA,0.23050239234449763,NA,FALSE
2700,2017-05-23,clpu,CLPU2,762,1,1,FALSE,3.7,0.6,0.04895,NA,NA,NA,NA,FALSE
2701,2017-05-23,clpu,CLPU2,762,1,2,FALSE,2.9,0.6,0.03136,NA,NA,NA,NA,FALSE
2702,2017-05-23,clpu,CLPU2,762,1,3,FALSE,3.7,0.5,0.04506,NA,NA,NA,NA,FALSE
2703,2017-05-23,clpu,CLPU2,762,2,1,FALSE,3.5,0.7,0.0593,NA,NA,NA,NA,FALSE
2704,2017-05-23,clpu,CLPU2,762,2,2,FALSE,3.6,0.7,0.06392,NA,NA,NA,NA,FALSE
2705,2017-05-23,clpu,CLPU2,762,2,3,FALSE,3.4,0.7,0.06093,NA,NA,NA,NA,FALSE
2706,2017-05-23,clpu,CLPU2,762,3,1,FALSE,3.5,0.5,0.03464,NA,NA,NA,NA,FALSE
2707,2017-05-23,clpu,CLPU2,762,3,2,FALSE,3.3,0.4,0.02993,NA,NA,NA,NA,FALSE
2708,2017-05-23,clpu,CLPU2,762,3,3,FALSE,2.8,0.3,0.02432,NA,NA,NA,NA,FALSE
2709,2017-05-23,clpu,CLPU2,762,4,1,FALSE,2.9,0.5,0.02819,NA,NA,NA,NA,FALSE
2710,2017-05-23,clpu,CLPU2,762,4,2,FALSE,3.3,0.5,0.03589,NA,NA,NA,NA,FALSE
2711,2017-05-23,clpu,CLPU2,762,4,3,FALSE,3.1,0.5,0.02892,NA,NA,NA,NA,FALSE
2712,2017-05-23,clpu,CLPU2,762,5,1,FALSE,3.5,0.5,0.03021,NA,NA,NA,NA,FALSE
2713,2017-05-23,clpu,CLPU2,762,5,2,FALSE,3.7,0.5,0.03819,NA,NA,NA,NA,FALSE
2714,2017-05-23,clpu,CLPU2,762,5,3,FALSE,3.2,0.5,0.04158,NA,NA,NA,NA,FALSE
2715,2017-05-25,heco,HECO7,comp,1,1,FALSE,11,1.6,0.33401,0.07112,187.4718785151856,0.2129277566539924,13.333,FALSE
2715,2017-05-25,heco,HECO7,comp,1,1,FALSE,11,1.6,0.33401,0.07112,224.9578177727784,0.2129277566539924,15.999,FALSE
2715,2017-05-25,heco,HECO7,comp,1,1,FALSE,11,1.6,0.33401,0.07112,242.58998875140605,0.2129277566539924,17.253,FALSE
2716,2017-05-25,heco,HECO7,comp,1,2,FALSE,12.5,19,0.443,0.09161,NA,0.2067945823927765,NA,FALSE
2717,2017-05-25,heco,HECO7,comp,1,3,FALSE,13,1.9,0.4754,0.09994,NA,0.2102229701304165,NA,FALSE
2718,2017-05-25,heco,HECO7,comp,2,1,FALSE,11.7,1.8,0.4853,0.08774,NA,0.18079538429837214,NA,FALSE
2719,2017-05-25,heco,HECO7,comp,2,2,FALSE,13.1,1.6,0.511,0.09637,152.0908996575698,0.18859099804305282,14.657,FALSE
2719,2017-05-25,heco,HECO7,comp,2,2,FALSE,13.1,1.6,0.511,0.09637,169.6793607969285,0.18859099804305282,16.352,FALSE
2719,2017-05-25,heco,HECO7,comp,2,2,FALSE,13.1,1.6,0.511,0.09637,233.9524748365674,0.18859099804305282,22.546,FALSE
2720,2017-05-25,heco,HECO7,comp,2,3,FALSE,14.6,2.2,0.745,0.13439,NA,0.18038926174496644,NA,FALSE
2721,2017-05-25,heco,HECO7,comp,3,1,FALSE,12.9,1.6,0.44,0.08369,NA,0.19020454545454546,NA,FALSE
2722,2017-05-25,heco,HECO7,comp,3,2,FALSE,14,1.6,0.539,0.09557,NA,0.17730983302411873,NA,FALSE
2723,2017-05-25,heco,HECO7,comp,3,3,FALSE,16.7,2.1,1.02946,0.1542,86.78988326848248,0.1497872671109125,13.383,FALSE
2723,2017-05-25,heco,HECO7,comp,3,3,FALSE,16.7,2.1,1.02946,0.1542,109.55901426718546,0.1497872671109125,16.894,FALSE
2723,2017-05-25,heco,HECO7,comp,3,3,FALSE,16.7,2.1,1.02946,0.1542,187.02983138780803,0.1497872671109125,28.84,FALSE
2724,2017-05-25,heco,HECO7,comp,4,1,FALSE,11.8,1.2,0.36041,0.06294,NA,0.17463444410532447,NA,FALSE
2725,2017-05-25,heco,HECO7,comp,4,2,FALSE,11.6,1.1,0.3305,0.06102,NA,0.18462934947049922,NA,FALSE
2726,2017-05-25,heco,HECO7,comp,4,3,FALSE,11,1.1,0.26256,0.04859,NA,0.1850624619134674,NA,FALSE
2727,2017-05-25,heco,HECO7,comp,5,1,FALSE,11.7,1.6,0.37051,0.06485,NA,0.17502901406169874,NA,FALSE
2728,2017-05-25,heco,HECO7,comp,5,2,FALSE,10.5,1.3,0.30211,0.05386,NA,0.17827943464301083,NA,FALSE
2729,2017-05-25,heco,HECO7,comp,5,3,FALSE,9.6,1.3,0.23562,0.041,NA,0.17400899753840932,NA,FALSE
2730,2017-05-25,naat,NAAT,743,1,1,FALSE,0.9,0.5,0.00321,0.00122,82.78688524590164,0.38006230529595014,0.101,FALSE
2730,2017-05-25,naat,NAAT,743,1,1,FALSE,0.9,0.5,0.00321,0.00122,56.55737704918033,0.38006230529595014,0.069,FALSE
2730,2017-05-25,naat,NAAT,743,1,1,FALSE,0.9,0.5,0.00321,0.00122,170.49180327868854,0.38006230529595014,0.208,FALSE
