plot,species.x,plant_number,total_length_cm,id,datetime,USDA_symbol,species.y,dry_weight,notes,SRL
non_plot,NAPU,1,236.3597,NAPU-1,2017-12-06T01:23:01Z,STPU2,NAPU,0.1413,NA,1672.7508846426042
non_plot,NAPU,1,235.6738,NAPU-1,2017-12-06T01:25:36Z,STPU2,NAPU,0.1413,NA,1667.8966737438075
non_plot,NAPU,2,88.1848,napu-2,2017-12-06T20:30:26Z,STPU2,NAPU,0.0666,NA,1324.0960960960958
non_plot,NAPU,4,92.9017,napu-4,2017-12-06T20:35:57Z,STPU2,NAPU,0.0898,NA,1034.5400890868598
non_plot,NAPU,5,138.3304,napu-5,2017-12-06T20:46:35Z,STPU2,NAPU,0.1004,NA,1377.7928286852589
non_plot,NAPU,6,219.5883,napu-6,2017-12-06T20:56:54Z,STPU2,NAPU,0.1379,NA,1592.3734590282816
non_plot,NAPU,7,111.7471,napu-7,2017-12-06T21:27:51Z,STPU2,NAPU,0.0764,NA,1462.658376963351
non_plot,NAPU,8,349.5533,napu-8,2017-12-06T21:35:01Z,STPU2,NAPU,0.0797,NA,4385.863237139272
non_plot,NAPU,8,200.2477,napu-8,2017-12-06T21:38:13Z,STPU2,NAPU,0.0797,NA,2512.518193224593
non_plot,BRHO,1,54.3042,brho-1,2017-12-06T21:43:22Z,BRHO2,BRHO,0.0047,NA,11554.085106382978
non_plot,BRHO,2,167.1893,brho-2,2017-12-06T21:48:09Z,BRHO2,BRHO,0.0068,NA,24586.661764705885
non_plot,BRHO,3,73.1204,brho-3,2017-12-06T21:51:36Z,BRHO2,BRHO,0.0057,NA,12828.140350877193
non_plot,BRHO,4,120.4175,brho-4,2017-12-06T21:56:27Z,BRHO2,BRHO,0.0178,NA,6765.028089887641
non_plot,BRHO,5,57.309,brho-5,2017-12-06T22:01:39Z,BRHO2,BRHO,0.0076,NA,7540.657894736842
non_plot,BRHO,6,223.6528,brho-6,2017-12-06T22:05:53Z,BRHO2,BRHO,0.0134,NA,16690.507462686568
non_plot,BRHO,7,205.8581,brho-7,2017-12-06T22:09:19Z,BRHO2,BRHO,0.0202,NA,10190.99504950495
non_plot,BRHO,8,103.3078,brho-8,2017-12-06T22:12:52Z,BRHO2,BRHO,0.0076,NA,13593.131578947368
non_plot,TRAL,1,17.7973,tral-1,2017-12-06T22:19:07Z,TRAL5,TRAL,0.0084,NA,2118.7261904761904
non_plot,TRAL,2,19.9991,tral-2,2017-12-06T22:24:37Z,TRAL5,TRAL,0.0122,NA,1639.2704918032784
non_plot,TRAL,3,29.3085,tral-3,2017-12-06T22:27:52Z,TRAL5,TRAL,0.0039,NA,7515
non_plot,TRAL,4,39.3374,tral-4,2017-12-06T22:30:57Z,TRAL5,TRAL,0.0148,NA,2657.9324324324325
non_plot,TRAL,5,5.8822,tral-5,2017-12-06T22:34:03Z,TRAL5,TRAL,0.0038,NA,1547.9473684210527
non_plot,TRAL,6,17.3362,tral-6,2017-12-06T22:36:06Z,TRAL5,TRAL,0.0034,NA,5098.8823529411775
non_plot,TRAL,7,11.3651,tral-7,2017-12-06T22:38:33Z,TRAL5,TRAL,0.0038,NA,2990.815789473684
non_plot,TRAL,8,22.6014,tral-8,2017-12-06T22:40:56Z,TRAL5,TRAL,0.0101,NA,2237.762376237624
non_plot,LARA,1,3.3782,lara-1,2017-12-06T22:48:05Z,LARA,LARA,0.0032,NA,1055.6875
non_plot,LARA,1,3.3782,lara-1,2017-12-06T22:48:05Z,LARA,LARA,0.0032,NA,1055.6875
non_plot,LARA,1,3.3782,lara-1,2017-12-06T22:48:05Z,LARA,LARA,0.0032,NA,1055.6875
non_plot,LARA,1,3.3782,lara-1,2017-12-06T22:48:05Z,LARA,LARA,0.0032,NA,1055.6875
non_plot,LOTUS2,1,11.7286,lotus2-1,2017-12-06T22:55:01Z,LOST4,LOTUS2,0.0058,NA,2022.1724137931037
non_plot,LOTUS2,2,5.0518,lotus2-2,2017-12-06T22:58:08Z,LOST4,LOTUS2,0.0053,NA,953.1698113207548
non_plot,LOTUS2,3,50.3696,lotus2-3,2017-12-06T23:01:04Z,LOST4,LOTUS2,0.0063,NA,7995.1746031746025
non_plot,LOTUS2,5,8.0718,lotus2-5,2017-12-06T23:05:13Z,LOST4,LOTUS2,0.0045,NA,1793.7333333333333
non_plot,LOTUS2,6,10.6497,lotus2-6,2017-12-06T23:07:41Z,LOST4,LOTUS2,0.003,NA,3549.8999999999996
non_plot,LOTUS2,7,14.068,lotus2-7,2017-12-06T23:10:31Z,LOST4,LOTUS2,0.0051,NA,2758.431372549019
non_plot,LOTUS2,8,25.3281,lotus2-8,2017-12-06T23:13:23Z,LOST4,LOTUS2,0.007,NA,3618.2999999999997
non_plot,NA,3,NA,NA,NA,GAAP2,GAAP,0.0248,NA,NA
non_plot,NA,4,NA,NA,NA,LOST4,LOTUS2,NA,NA,NA
non_plot,NA,3,NA,NA,NA,STPU2,NAPU,NA,NA,NA
non_plot,NA,all roots,NA,NA,NA,LARA,LARA,0.0093,NA,NA
non_plot,NA,all roots,NA,NA,NA,LARA,LARA,0.0093,NA,NA
comp,NA,3,NA,NA,NA,URLI5,AGHE,0.0073,NA,NA
comp,NA,3,NA,NA,NA,AGHE2,AGHE,0.0073,NA,NA
