sequence,plot,species,plant_number,leaf_number,leaf_length_cm,leaf_width_cm,wet_mass_g,petiole_mass_g,dry_mass_g,dry_mass_petiole_g,date_collected,notes.x,X,X.1,X.2,X.3,LDMC,date,Slice,Count,Total.Area,Average.Size,X.Area,Mean,notes.y,all,SLA
NA,non_plot,ERMO,4,3,NA,NA,0.04431,NA,0.0121,NA,4/21/17,no petiole,,,,,0.2730760550665764,2017-04-21,ERMO_P4-l3,9,3.447,0.383,0.572,254.99,no_petiole,FALSE,12.077785564120534
NA,non_plot,ERMO,4,3,NA,NA,0.04431,NA,0.0121,NA,4/21/17,no petiole,,,,,0.2730760550665764,2017-04-21,ERMO_P4-l3,10,3.889,0.389,0.645,254.404,with_petiole,FALSE,13.684025334271638
NA,non_plot,ERMO,5,1,NA,NA,0.14841,NA,0.0337,NA,4/21/17,no petiole,,,,,0.22707364732834717,2017-04-21,ERMO-p5_L1,9,9.112,1.012,1.512,254.929,no_petiole,FALSE,27.388037270814547
NA,non_plot,ERMO,5,1,NA,NA,0.14841,NA,0.0337,NA,4/21/17,no petiole,,,,,0.22707364732834717,2017-04-21,ERMO-p5_L1,10,9.997,1,1.659,254.879,with_petiole,FALSE,751.6541353383459
NA,non_plot,ERMO,5,2,NA,NA,0.06926,NA,0.0149,NA,4/21/17,no petiole,,,,,0.21513138896910192,2017-04-21,ERMO_P5-l2,10,4.715,0.472,0.782,254.99,no_petiole,FALSE,320.7482993197279
NA,non_plot,ERMO,5,2,NA,NA,0.06926,NA,0.0149,NA,4/21/17,no petiole,,,,,0.21513138896910192,2017-04-21,ERMO_P5-l2,11,5.112,0.465,0.848,254.677,with_petiole,FALSE,343.0872483221477
NA,non_plot,ERMO,5,3,NA,NA,0.11543,NA,0.0414,NA,4/21/17,no petiole,,,,,0.3586589274885212,2017-04-21,ERMO-p5_L3,9,7.476,0.831,1.24,254.96,no_petiole,FALSE,393.4736842105263
NA,non_plot,ERMO,5,3,NA,NA,0.11543,NA,0.0414,NA,4/21/17,no petiole,,,,,0.3586589274885212,2017-04-21,ERMO-p5_L3,10,8.519,0.852,1.414,254.785,with_petiole,FALSE,507.08333333333337
NA,non_plot,ERMO,6,1,NA,NA,0.19853,NA,0.0455,NA,4/21/17,no petiole,,,,,0.22918450611998184,2017-04-21,ERMO_P6-l1,12,12.95,1.079,2.149,254.937,no_petiole,FALSE,996.1538461538462
NA,non_plot,ERMO,6,1,NA,NA,0.19853,NA,0.0455,NA,4/21/17,no petiole,,,,,0.22918450611998184,2017-04-21,ERMO_P6-l1,13,14.585,1.122,2.42,254.887,with_petiole,FALSE,1585.3260869565217
NA,non_plot,ERMO,6,2,NA,NA,0.09399,NA,0.0212,NA,4/21/17,no petiole,,,,,0.2255559102032131,2017-04-21,ERMO-p6_L2,9,5.838,0.649,0.969,254.972,no_petiole,FALSE,556
NA,non_plot,ERMO,6,2,NA,NA,0.09399,NA,0.0212,NA,4/21/17,no petiole,,,,,0.2255559102032131,2017-04-21,ERMO-p6_L2,10,6.256,0.626,1.038,254.969,with_petiole,FALSE,665.531914893617
NA,non_plot,ERMO,6,3,NA,NA,0.08176,NA,0.0188,NA,4/21/17,no petiole,,,,,0.22994129158512722,2017-04-21,ERMO_P6-l3,8,5.568,0.696,0.924,254.485,no_petiole,FALSE,611.8681318681317
NA,non_plot,ERMO,6,3,NA,NA,0.08176,NA,0.0188,NA,4/21/17,no petiole,,,,,0.22994129158512722,2017-04-21,ERMO_P6-l3,9,6.057,0.673,1.005,254.38,with_petiole,FALSE,644.3617021276596
NA,non_plot,ERMO,7,1,NA,NA,0.06284,NA,0.015,NA,4/21/17,no petiole,,,,,0.2387014640356461,2017-04-21,ERMO-p7_L1,9,4.854,0.539,0.806,254.95,no_petiole,FALSE,614.4303797468353
NA,non_plot,ERMO,7,1,NA,NA,0.06284,NA,0.015,NA,4/21/17,no petiole,,,,,0.2387014640356461,2017-04-21,ERMO-p7_L1,10,5.577,0.558,0.925,254.938,with_petiole,FALSE,472.6271186440678
NA,non_plot,ERMO,7,2,NA,NA,NA,NA,NA,NA,4/21/17,no petiole,,,,,NA,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,ERMO,7,3,NA,NA,NA,NA,NA,NA,4/21/17,no petiole,,,,,NA,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,ERMO,8,1,NA,NA,0.08289,NA,0.0225,NA,4/21/17,no petiole,,,,,0.27144408251900104,2017-04-21,ERMO_P8-l1,10,6.544,0.654,1.086,254.863,no_petiole,FALSE,661.0101010101009
NA,non_plot,ERMO,8,1,NA,NA,0.08289,NA,0.0225,NA,4/21/17,no petiole,,,,,0.27144408251900104,2017-04-21,ERMO_P8-l1,11,7.162,0.651,1.188,254.853,with_petiole,FALSE,542.5757575757576
NA,non_plot,ERMO,8,2,NA,NA,NA,NA,NA,NA,4/21/17,no petiole,,,,,NA,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,ERMO,8,3,NA,NA,NA,NA,NA,NA,4/21/17,no petiole,,,,,NA,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,GAAP,1,1,NA,NA,0.04121,NA,0.0049,NA,4/22/17,NAx71x34,,,,,0.11890317884008736,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,GAAP,1,2,NA,NA,0.01636,NA,0.0025,NA,4/22/17,,,,,,0.1528117359413203,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,GAAP,1,3,NA,NA,0.02277,NA,0.0032,NA,4/22/17,,,,,,0.14053579270970576,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,GAAP,2,1,NA,NA,0.05021,NA,0.0074,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. NAx69x12,,,,,0.1473809998008365,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,GAAP,2,2,NA,NA,0.03907,NA,0.0063,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. ,,,,,0.16124904018428463,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,GAAP,2,3,NA,NA,0.02342,NA,0.0038,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. ,,,,,0.16225448334756618,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,GAAP,3,1,NA,NA,0.02942,NA,0.0039,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. NAx43x7,,,,,0.13256288239292996,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,GAAP,3,2,NA,NA,0.03395,NA,0.0053,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. ,,,,,0.1561119293078056,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,GAAP,3,3,NA,NA,0.02326,NA,0.0035,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. ,,,,,0.15047291487532244,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,GAAP,4,1,NA,NA,0.02914,NA,0.0049,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. NAx39x8,,,,,0.16815374056280027,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,GAAP,4,2,NA,NA,0.02085,NA,0.0036,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. ,,,,,0.1726618705035971,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,GAAP,4,3,NA,NA,0.00938,NA,0.0018,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. ,,,,,0.19189765458422176,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,GAAP,5,1,NA,NA,0.02331,NA,0.0036,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. NAx23x5,,,,,0.15444015444015444,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,GAAP,5,2,NA,NA,0.02023,NA,0.0025,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. ,,,,,0.12357884330202669,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,GAAP,5,3,NA,NA,0.01387,NA,0.0011,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. ,,,,,0.07930785868781544,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,GAAP,6,1,NA,NA,0.03453,NA,0.0057,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. NAx21x5,,,,,0.16507384882710688,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,GAAP,6,2,NA,NA,0.03612,NA,0.0057,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. ,,,,,0.15780730897009967,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,GAAP,6,3,NA,NA,0.01673,NA,0.003,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. ,,,,,0.17931858936043038,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,GAAP,7,1,NA,NA,NA,NA,NA,NA,4/22/17,,,,,,NA,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,GAAP,7,2,NA,NA,NA,NA,NA,NA,4/22/17,,,,,,NA,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,GAAP,7,3,NA,NA,NA,NA,NA,NA,4/22/17,,,,,,NA,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,GAAP,8,1,NA,NA,0.01705,NA,0.003,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. NAx18x5, plant a bit wilted,,,,0.17595307917888564,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,GAAP,8,2,NA,NA,0.01208,NA,0.0019,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. ,,,,,0.15728476821192053,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,GAAP,8,3,NA,NA,0.00627,NA,8e-4,NA,4/22/17,taking samples from only one healthy section of the plant.  Dimensions are for that branch. ,,,,,0.12759170653907495,2017-04-22,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,LOST,1,1,NA,NA,0.00607,NA,0.0013,NA,4/21/17,no petiole,,,,,0.214168039538715,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,LOST,1,2,NA,NA,0.00495,NA,0.0017,NA,4/21/17,no petiole,,,,,0.34343434343434337,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,LOST,1,3,NA,NA,0.00588,NA,0.0017,NA,4/21/17,no petiole,,,,,0.2891156462585034,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,LOST,2,1,NA,NA,0.00407,NA,0.0014,NA,4/21/17,no petiole,,,,,0.343980343980344,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,LOST,2,2,NA,NA,0.00464,NA,6e-4,NA,4/21/17,no petiole,,,,,0.1293103448275862,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,LOST,2,3,NA,NA,0.00371,NA,5e-4,NA,4/21/17,no petiole,,,,,0.1347708894878706,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,LOST,3,1,NA,NA,0.00393,NA,0.0016,NA,4/21/17,no petiole,,,,,0.4071246819338422,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,LOST,3,2,NA,NA,0.0037200000000000002,NA,0.0017,NA,4/21/17,no petiole,,,,,0.4569892473118279,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,LOST,3,3,NA,NA,0.00316,NA,0.0016,NA,4/21/17,no petiole,,,,,0.5063291139240507,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,LOST,4,1,NA,NA,0.00511,NA,0.0017,NA,4/21/17,no petiole,,,,,0.33268101761252444,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,LOST,4,2,NA,NA,0.00347,NA,7e-4,NA,4/21/17,no petiole,,,,,0.20172910662824206,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,LOST,4,3,NA,NA,0.00521,NA,0.0014,NA,4/21/17,no petiole,,,,,0.26871401151631474,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,LOST,5,2,NA,NA,NA,NA,NA,NA,4/21/17,no petiole,,,,,NA,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,LOST,5,3,NA,NA,NA,NA,NA,NA,4/21/17,no petiole,,,,,NA,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,LOST,5,9 leaflets,NA,NA,0.02814,NA,NA,NA,4/21/17,no petiole,,,,,NA,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,LOST,6,2,NA,NA,NA,NA,NA,NA,4/21/17,no petiole,,,,,NA,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,LOST,6,3,NA,NA,NA,NA,NA,NA,4/21/17,no petiole,,,,,NA,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,LOST,6,7 leaflets,NA,NA,0.02238,NA,NA,NA,4/21/17,no petiole,,,,,NA,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,LOST,7,2,NA,NA,NA,NA,NA,NA,4/21/17,no petiole,,,,,NA,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,LOST,7,3,NA,NA,NA,NA,NA,NA,4/21/17,no petiole,,,,,NA,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,LOST,7,12 leaflets,NA,NA,0.04601,NA,NA,NA,4/21/17,no petiole,,,,,NA,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,LOST,8,2,NA,NA,NA,NA,NA,NA,4/21/17,no petiole,,,,,NA,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,LOST,8,3,NA,NA,NA,NA,NA,NA,4/21/17,no petiole,,,,,NA,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,LOST,8,8 leaflets,NA,NA,0.02022,NA,NA,NA,4/21/17,no petiole,,,,,NA,2017-04-21,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,non_plot,LUBI,1,1,NA,NA,0.05577,NA,0.0099,NA,4/21/17,no petiole,,,,,0.1775147928994083,2017-04-21,LUBI-p1_L1,7,2.311,0.33,0.658,254.867,no_petiole,FALSE,151.04575163398692
NA,non_plot,LUBI,1,1,NA,NA,0.05577,NA,0.0099,NA,4/21/17,no petiole,,,,,0.1775147928994083,2017-04-21,LUBI-p1_L1,8,2.801,0.35,0.797,254.884,with_petiole,FALSE,261.77570093457945
NA,non_plot,LUBI,1,2,NA,NA,0.04558,NA,0.009,NA,4/21/17,no petiole,,,,,0.1974550241333918,2017-04-21,LUBI_P1-l2,6,1.409,0.235,0.401,254.571,no_petiole,FALSE,165.76470588235293
NA,non_plot,LUBI,1,2,NA,NA,0.04558,NA,0.009,NA,4/21/17,no petiole,,,,,0.1974550241333918,2017-04-21,LUBI_P1-l2,7,1.622,0.232,0.462,254.467,with_petiole,FALSE,195.42168674698797
NA,non_plot,LUBI,1,3,NA,NA,0.07005,NA,0.0123,NA,4/21/17,no petiole,,,,,0.17558886509635974,2017-04-21,LUBI-p1_L3,7,2.158,0.308,0.614,254.748,no_petiole,FALSE,337.18749999999994
NA,non_plot,LUBI,1,3,NA,NA,0.07005,NA,0.0123,NA,4/21/17,no petiole,,,,,0.17558886509635974,2017-04-21,LUBI-p1_L3,8,2.53,0.316,0.72,254.535,with_petiole,FALSE,248.03921568627447
NA,non_plot,LUBI,2,1,NA,NA,0.02725,NA,0.0059,NA,4/21/17,no petiole,,,,,0.2165137614678899,2017-04-21,LUBI_P2-l1,8,1.126,0.141,0.321,254.19,no_petiole,FALSE,123.73626373626372
NA,non_plot,LUBI,2,1,NA,NA,0.02725,NA,0.0059,NA,4/21/17,no petiole,,,,,0.2165137614678899,2017-04-21,LUBI_P2-l1,9,1.357,0.151,0.386,254.203,with_petiole,FALSE,193.85714285714286
NA,non_plot,LUBI,2,2,NA,NA,0.03049,NA,0.0059,NA,4/21/17,no petiole,,,,,0.19350606756313546,2017-04-21,LUBI-p2_L2,6,1.371,0.228,0.39,254.458,no_petiole,FALSE,178.05194805194805
NA,non_plot,LUBI,2,2,NA,NA,0.03049,NA,0.0059,NA,4/21/17,no petiole,,,,,0.19350606756313546,2017-04-21,LUBI-p2_L2,7,1.575,0.225,0.448,254.29,with_petiole,FALSE,143.1818181818182
NA,non_plot,LUBI,2,3,NA,NA,0.05565,NA,0.0106,NA,4/21/17,no petiole,,,,,0.1904761904761905,2017-04-21,LUBI_P2-l3,8,2.387,0.298,0.679,254.356,no_petiole,FALSE,645.1351351351351
NA,non_plot,LUBI,2,3,NA,NA,0.05565,NA,0.0106,NA,4/21/17,no petiole,,,,,0.1904761904761905,2017-04-21,LUBI_P2-l3,9,2.833,0.315,0.806,254.004,with_petiole,FALSE,456.9354838709678
NA,non_plot,LUBI,3,1,NA,NA,0.07274,NA,0.0151,NA,4/21/17,no petiole,,,,,0.20758867198240308,2017-04-21,LUBI-p3_L1,8,2.593,0.324,0.738,254.872,no_petiole,FALSE,223.5344827586207
NA,non_plot,LUBI,3,1,NA,NA,0.07274,NA,0.0151,NA,4/21/17,no petiole,,,,,0.20758867198240308,2017-04-21,LUBI-p3_L1,9,2.933,0.326,0.835,254.496,with_petiole,FALSE,651.7777777777778
NA,non_plot,LUBI,3,2,NA,NA,0.07299,NA,0.0147,NA,4/21/17,no petiole,,,,,0.2013974517057131,2017-04-21,LUBI_P3-l2,6,2.789,0.465,0.794,254.765,no_petiole,FALSE,200.64748201438852
NA,non_plot,LUBI,3,2,NA,NA,0.07299,NA,0.0147,NA,4/21/17,no petiole,,,,,0.2013974517057131,2017-04-21,LUBI_P3-l2,7,3.29,0.47,0.936,254.535,with_petiole,FALSE,598.1818181818182
NA,non_plot,LUBI,3,3,NA,NA,0.03944,NA,0.0084,NA,4/21/17,no petiole,,,,,0.21298174442190668,2017-04-21,LUBI-p3_L3,6,1.464,0.244,0.417,254.927,no_petiole,FALSE,89.8159509202454
NA,non_plot,LUBI,3,3,NA,NA,0.03944,NA,0.0084,NA,4/21/17,no petiole,,,,,0.21298174442190668,2017-04-21,LUBI-p3_L3,7,1.663,0.238,0.473,254.806,with_petiole,FALSE,213.20512820512823
NA,non_plot,LUBI,4,1,NA,NA,0.05033,NA,0.0098,NA,4/21/17,no petiole,,,,,0.19471488178025034,2017-04-21,LUBI_P4-l1,7,1.799,0.257,0.512,254.78,no_petiole,FALSE,382.7659574468085
NA,non_plot,LUBI,4,1,NA,NA,0.05033,NA,0.0098,NA,4/21/17,no petiole,,,,,0.19471488178025034,2017-04-21,LUBI_P4-l1,8,2.076,0.259,0.591,254.775,with_petiole,FALSE,235.9090909090909
NA,non_plot,LUBI,4,2,NA,NA,0.0472,NA,0.0084,NA,4/21/17,no petiole,,,,,0.17796610169491525,2017-04-21,LUBI-p4_L2,8,1.491,0.186,0.424,254.642,no_petiole,FALSE,134.32432432432432
NA,non_plot,LUBI,4,2,NA,NA,0.0472,NA,0.0084,NA,4/21/17,no petiole,,,,,0.17796610169491525,2017-04-21,LUBI-p4_L2,9,1.841,0.205,0.524,254.399,with_petiole,FALSE,411.85682326621924
NA,non_plot,LUBI,4,3,NA,NA,0.02218,NA,0.0045,NA,4/21/17,no petiole,,,,,0.20288548241659152,2017-04-21,LUBI_P4-l3,1,0.914,0.914,0.26,253.9,no_petiole,FALSE,206.78733031674207
NA,non_plot,LUBI,4,3,NA,NA,0.02218,NA,0.0045,NA,4/21/17,no petiole,,,,,0.20288548241659152,2017-04-21,LUBI_P4-l3,2,1.076,0.538,0.306,253.433,with_petiole,FALSE,106.53465346534655
NA,non_plot,LUBI,5,1,NA,NA,0.04921,NA,0.0099,NA,4/21/17,no petiole,,,,,0.20117862223125385,2017-04-21,LUBI-p5_L1,8,1.707,0.213,0.486,254.812,no_petiole,FALSE,230.67567567567568
NA,non_plot,LUBI,5,1,NA,NA,0.04921,NA,0.0099,NA,4/21/17,no petiole,,,,,0.20117862223125385,2017-04-21,LUBI-p5_L1,9,1.952,0.217,0.556,254.587,with_petiole,FALSE,250.25641025641025
NA,non_plot,LUBI,5,2,NA,NA,0.04671,NA,0.0106,NA,4/21/17,no petiole,,,,,0.2269321344465853,2017-04-21,LUBI_P5-l2,7,1.634,0.233,0.465,254.621,no_petiole,FALSE,308.3018867924528
NA,non_plot,LUBI,5,2,NA,NA,0.04671,NA,0.0106,NA,4/21/17,no petiole,,,,,0.2269321344465853,2017-04-21,LUBI_P5-l2,8,1.861,0.233,0.53,254.084,with_petiole,FALSE,443.09523809523813
NA,non_plot,LUBI,5,3,NA,NA,0.02952,NA,0.0064,NA,4/21/17,no petiole,,,,,0.21680216802168023,2017-04-21,LUBI-p5_L3,1,1.16,1.16,0.33,254.567,no_petiole,FALSE,446.15384615384613
NA,non_plot,LUBI,5,3,NA,NA,0.02952,NA,0.0064,NA,4/21/17,no petiole,,,,,0.21680216802168023,2017-04-21,LUBI-p5_L3,2,1.306,0.653,0.372,254.674,with_petiole,FALSE,6.449382716049382
NA,non_plot,LUBI,6,1,NA,NA,0.07527,NA,0.0139,NA,4/21/17,no petiole,,,,,0.18466852663743855,2017-04-21,LUBI_P6-l1,7,2.783,0.398,0.792,254.917,no_petiole,FALSE,35.58368495077356
NA,non_plot,LUBI,6,1,NA,NA,0.07527,NA,0.0139,NA,4/21/17,no petiole,,,,,0.18466852663743855,2017-04-21,LUBI_P6-l1,8,3.174,0.397,0.903,254.429,with_petiole,FALSE,161.7737003058104
NA,non_plot,LUBI,6,2,NA,NA,0.0458,NA,0.009,NA,4/21/17,no petiole,,,,,0.1965065502183406,2017-04-21,LUBI-p6_L2,7,1.422,0.203,0.405,254.904,no_petiole,FALSE,58.06451612903225
NA,non_plot,LUBI,6,2,NA,NA,0.0458,NA,0.009,NA,4/21/17,no petiole,,,,,0.1965065502183406,2017-04-21,LUBI-p6_L2,8,1.618,0.202,0.46,254.56,with_petiole,FALSE,31.756624141315015
NA,non_plot,LUBI,6,3,NA,NA,0.06126,NA,0.0114,NA,4/21/17,no petiole,,,,,0.1860920666013712,2017-04-21,LUBI_P6-l3,8,2.174,0.272,0.619,254.778,no_petiole,FALSE,59.02796633179473
NA,non_plot,LUBI,6,3,NA,NA,0.06126,NA,0.0114,NA,4/21/17,no petiole,,,,,0.1860920666013712,2017-04-21,LUBI_P6-l3,9,2.52,0.28,0.717,254.7,with_petiole,FALSE,144.82758620689657
NA,non_plot,TOAR,1,1,NA,NA,0.14691,NA,0.0399,NA,4/22/17,"45x23x8; no petiole, leaf weight and scans include some compound leaflets",,,,,0.2715948539922401,2017-04-22,TOAR-p1_L1,9,16.516,1.835,5.959,251.889,,FALSE,708.841201716738
NA,non_plot,TOAR,1,2,NA,NA,0.06383,NA,0.0179,NA,4/22/17,"no petiole, leaf weight and scans include some compound leaflets",,,,,0.28043239855867147,2017-04-22,TOAR_P1-l2,9,6.507,0.723,2.348,253.613,,FALSE,761.9437939110069
NA,non_plot,TOAR,1,3,NA,NA,0.04211,NA,0.0116,NA,4/22/17,"no petiole, leaf weight and scans include some compound leaflets",,,,,0.27546900973640465,2017-04-22,TOAR-p1_L3,9,4.168,0.463,1.504,254.89,,FALSE,465.6983240223464
NA,non_plot,TOAR,2,1,NA,NA,0.15655,NA,0.0384,NA,4/22/17,"46x21x11; no petiole, leaf weight and scans include some compound leaflets",,,,,0.2452890450335356,2017-04-22,TOAR_P2-l1,12,17.211,1.434,6.209,251.148,,FALSE,1239.985590778098
NA,non_plot,TOAR,2,2,NA,NA,0.07123,NA,0.0189,NA,4/22/17,"no petiole, leaf weight and scans include some compound leaflets",,,,,0.26533763863540644,2017-04-22,TOAR-p2_L2,10,7.45,0.745,2.688,254.023,,FALSE,625
NA,non_plot,TOAR,2,3,NA,NA,0.1151,NA,0.0314,NA,4/22/17,"no petiole, leaf weight and scans include some compound leaflets",,,,,0.2728062554300608,2017-04-22,TOAR_P2-l3,9,13.094,1.455,4.724,252.82,,FALSE,818.375
NA,non_plot,TOAR,3,1,NA,NA,0.25502,NA,0.0655,NA,4/22/17,"44x34x30; no petiole, leaf weight and scans include some compound leaflets",,,,,0.25684260058034664,2017-04-22,TOAR-p3_L1,11,22.028,2.003,7.947,252.847,,FALSE,1321.4157168566285
NA,non_plot,TOAR,3,2,NA,NA,0.15757,NA,0.0448,NA,4/22/17,"no petiole, leaf weight and scans include some compound leaflets",,,,,0.28431808085295424,2017-04-22,TOAR_P3-l2,9,13.668,1.519,4.931,252.797,,FALSE,911.1999999999999
NA,non_plot,TOAR,3,3,NA,NA,0.35368,NA,0.0957,NA,4/22/17,"no petiole, leaf weight and scans include some compound leaflets",,,,,0.27058357837593305,2017-04-22,TOAR-p3_L3,11,32.346,2.941,11.67,251.838,,FALSE,1368.2741116751267
NA,non_plot,TOAR,4,1,NA,NA,0.18126,NA,0.0389,NA,4/22/17,"48x28x7; no petiole, no leaflet compounds",,,,,0.2146088491669425,2017-04-22,TOAR_P4-l1,9,18.905,2.101,6.821,251.764,,FALSE,978.0134505949302
NA,non_plot,TOAR,4,2,NA,NA,0.07855,NA,0.0242,NA,4/22/17,"no petiole, no leaflet compounds",,,,,0.30808402291534054,2017-04-22,TOAR-p4_L2,12,8.21,0.684,2.962,253.562,,FALSE,323.8658777120316
NA,non_plot,TOAR,4,3,NA,NA,0.11995,NA,0.0347,NA,4/22/17,"no petiole, no leaflet compounds",,,,,0.28928720300125055,2017-04-22,TOAR_P4-l3,12,13.119,1.093,4.733,253.715,,FALSE,916.7714884696016
NA,non_plot,TOAR,5,1,NA,NA,0.22933,NA,0.0518,NA,4/22/17,"41x30x20;no petiole, no leaflet compounds",,,,,0.22587537609558278,2017-04-22,TOAR-p5_L1,14,25.954,1.854,9.364,253.437,,FALSE,2656.4994882292735
NA,non_plot,TOAR,5,2,NA,NA,0.20377,NA,0.0449,NA,4/22/17,"no petiole, no leaflet compounds",,,,,0.22034646905825195,2017-04-22,TOAR_P5-l2,11,22.217,2.02,8.015,249.976,,FALSE,3487.7551020408164
NA,non_plot,TOAR,5,3,NA,NA,0.11744,NA,0.0287,NA,4/22/17,"no petiole, no leaflet compounds",,,,,0.2443801089918256,2017-04-22,TOAR-p5_L3,11,12.54,1.14,4.524,254.446,,FALSE,583.527221963704
NA,non_plot,TOAR,6,1,NA,NA,0.14188,NA,0.0343,NA,4/22/17,"46x24x14; no petiole, no leaflet compounds",,,,,0.24175359458697487,2017-04-22,TOAR_P6-l1,17,16.673,0.981,6.015,253.642,,FALSE,557.2526737967914
